,자치구명,법정동명,건물주용도,건축년도,물건금액,신고년도
0,강남구,개포동,단독주택,1990s,1498333333.3333333,2016
1,강남구,개포동,단독주택,기타,1486315454.5454545,2016
2,강남구,개포동,아파트,1990s,611333466.1354581,2016
3,강남구,개포동,아파트,2000s,991037037.037037,2016
4,강남구,개포동,아파트,기타,946486512.118019,2016
5,강남구,개포동,연립주택,1990s,296100000.0,2016
6,강남구,개포동,연립주택,2000s,377333333.3333333,2016
7,강남구,개포동,연립주택,2010s,334964516.12903225,2016
8,강남구,개포동,연립주택,기타,321333333.3333333,2016
9,강남구,개포동,오피스텔,1990s,184698113.20754716,2016
10,강남구,개포동,오피스텔,2010s,220000000.0,2016
11,강남구,논현동,단독주택,1990s,2393913043.478261,2016
12,강남구,논현동,단독주택,2000s,3130000000.0,2016
13,강남구,논현동,단독주택,2010s,2620000000.0,2016
14,강남구,논현동,단독주택,기타,2741533333.3333335,2016
15,강남구,논현동,아파트,1990s,636915492.9577465,2016
16,강남구,논현동,아파트,2000s,879081761.0062894,2016
17,강남구,논현동,아파트,2010s,901656250.0,2016
18,강남구,논현동,아파트,기타,930640625.0,2016
19,강남구,논현동,연립주택,1990s,685611842.1052631,2016
20,강남구,논현동,연립주택,2000s,516159221.55688626,2016
21,강남구,논현동,연립주택,2010s,378312282.6086956,2016
22,강남구,논현동,연립주택,기타,503723404.2553192,2016
23,강남구,논현동,오피스텔,1990s,345928571.4285714,2016
24,강남구,논현동,오피스텔,2000s,451270833.3333333,2016
25,강남구,논현동,오피스텔,기타,131000000.0,2016
26,강남구,대치동,단독주택,1990s,2557000000.0,2016
27,강남구,대치동,단독주택,2000s,2830000000.0,2016
28,강남구,대치동,단독주택,기타,2695444444.4444447,2016
29,강남구,대치동,아파트,1990s,870687500.0,2016
30,강남구,대치동,아파트,2000s,1166394169.09621,2016
31,강남구,대치동,아파트,2010s,1739216049.382716,2016
32,강남구,대치동,아파트,기타,1375764285.7142856,2016
33,강남구,대치동,연립주택,1990s,375578947.3684211,2016
34,강남구,대치동,연립주택,2000s,442090000.0,2016
35,강남구,대치동,연립주택,2010s,274904761.9047619,2016
36,강남구,대치동,연립주택,기타,625319531.25,2016
37,강남구,대치동,오피스텔,1990s,220814285.7142857,2016
38,강남구,대치동,오피스텔,2000s,237840707.96460176,2016
39,강남구,대치동,오피스텔,2010s,361000000.0,2016
40,강남구,도곡동,단독주택,1990s,2806666666.6666665,2016
41,강남구,도곡동,단독주택,2000s,330000000.0,2016
42,강남구,도곡동,단독주택,기타,2300000000.0,2016
43,강남구,도곡동,아파트,1990s,826974011.299435,2016
44,강남구,도곡동,아파트,2000s,1308699593.495935,2016
45,강남구,도곡동,아파트,2010s,1018533333.3333334,2016
46,강남구,도곡동,아파트,기타,986268211.9205298,2016
47,강남구,도곡동,연립주택,1990s,492428571.4285714,2016
48,강남구,도곡동,연립주택,2000s,688285714.2857143,2016
49,강남구,도곡동,연립주택,2010s,233500000.0,2016
50,강남구,도곡동,연립주택,기타,530270833.3333333,2016
51,강남구,도곡동,오피스텔,1990s,225855932.20338982,2016
52,강남구,도곡동,오피스텔,2000s,1032039473.6842105,2016
53,강남구,삼성동,단독주택,1990s,2643600000.0,2016
54,강남구,삼성동,단독주택,2000s,2498333333.3333335,2016
55,강남구,삼성동,단독주택,기타,3819932727.2727275,2016
56,강남구,삼성동,아파트,1990s,854892523.364486,2016
57,강남구,삼성동,아파트,2000s,1254509324.009324,2016
58,강남구,삼성동,아파트,2010s,3021923333.3333335,2016
59,강남구,삼성동,아파트,기타,1233119047.6190476,2016
60,강남구,삼성동,연립주택,1990s,690628571.4285715,2016
61,강남구,삼성동,연립주택,2000s,349711406.25,2016
62,강남구,삼성동,연립주택,2010s,443337826.0869565,2016
63,강남구,삼성동,연립주택,기타,772787500.0,2016
64,강남구,삼성동,오피스텔,1990s,203839333.33333334,2016
65,강남구,삼성동,오피스텔,2000s,288792500.0,2016
66,강남구,삼성동,오피스텔,2010s,458330487.80487806,2016
67,강남구,세곡동,단독주택,2000s,2650000000.0,2016
68,강남구,세곡동,단독주택,2010s,2000000000.0,2016
69,강남구,세곡동,단독주택,기타,1861220000.0,2016
70,강남구,세곡동,아파트,2010s,691817187.5,2016
71,강남구,세곡동,연립주택,2010s,962762000.0,2016
72,강남구,세곡동,오피스텔,2010s,321021428.5714286,2016
73,강남구,수서동,아파트,1990s,621272036.4741641,2016
74,강남구,수서동,아파트,2010s,895009531.25,2016
75,강남구,수서동,오피스텔,1990s,218361111.1111111,2016
76,강남구,수서동,오피스텔,2000s,270605660.3773585,2016
77,강남구,신사동,단독주택,1990s,3396000000.0,2016
78,강남구,신사동,단독주택,2000s,2550000000.0,2016
79,강남구,신사동,단독주택,기타,4289000000.0,2016
80,강남구,신사동,아파트,1990s,689966666.6666666,2016
81,강남구,신사동,아파트,2000s,1070045454.5454545,2016
82,강남구,신사동,아파트,기타,418333333.3333333,2016
83,강남구,신사동,연립주택,1990s,487941176.4705882,2016
84,강남구,신사동,연립주택,2000s,298464285.71428573,2016
85,강남구,신사동,연립주택,2010s,187500000.0,2016
86,강남구,신사동,연립주택,기타,1253115384.6153846,2016
87,강남구,신사동,오피스텔,기타,132500000.0,2016
88,강남구,압구정동,아파트,기타,1840674473.0679157,2016
89,강남구,역삼동,단독주택,1990s,2932750000.0,2016
90,강남구,역삼동,단독주택,2000s,3047857142.857143,2016
91,강남구,역삼동,단독주택,기타,3039285714.285714,2016
92,강남구,역삼동,아파트,1990s,602500000.0,2016
93,강남구,역삼동,아파트,2000s,858256624.3194193,2016
94,강남구,역삼동,아파트,2010s,596508030.3030303,2016
95,강남구,역삼동,아파트,기타,1354817058.8235295,2016
96,강남구,역삼동,연립주택,1990s,341105416.6666667,2016
97,강남구,역삼동,연립주택,2000s,261153607.30593607,2016
98,강남구,역삼동,연립주택,2010s,291628304.09356725,2016
99,강남구,역삼동,연립주택,기타,593923913.0434783,2016
100,강남구,역삼동,오피스텔,1990s,218379775.28089887,2016
101,강남구,역삼동,오피스텔,2000s,242762577.31958762,2016
102,강남구,역삼동,오피스텔,2010s,258416092.71523178,2016
103,강남구,역삼동,오피스텔,기타,181500000.0,2016
104,강남구,율현동,단독주택,1990s,1500000000.0,2016
105,강남구,율현동,단독주택,2010s,2250000000.0,2016
106,강남구,율현동,단독주택,기타,1745000000.0,2016
107,강남구,율현동,아파트,2010s,731269333.3333334,2016
108,강남구,일원동,단독주택,1990s,1862500000.0,2016
109,강남구,일원동,단독주택,2000s,2360000000.0,2016
110,강남구,일원동,단독주택,2010s,2100000000.0,2016
111,강남구,일원동,단독주택,기타,1537181818.1818182,2016
112,강남구,일원동,아파트,1990s,855654895.8333334,2016
113,강남구,일원동,아파트,기타,889278571.4285715,2016
114,강남구,일원동,연립주택,1990s,648541666.6666666,2016
115,강남구,일원동,연립주택,2000s,439555555.5555556,2016
116,강남구,일원동,연립주택,기타,240723684.21052632,2016
117,강남구,자곡동,단독주택,기타,1760000000.0,2016
118,강남구,자곡동,아파트,2010s,884283333.3333334,2016
119,강남구,자곡동,연립주택,2000s,1370000000.0,2016
120,강남구,자곡동,오피스텔,2010s,188738833.33333334,2016
121,강남구,청담동,단독주택,1990s,3221250000.0,2016
122,강남구,청담동,단독주택,2010s,5400000000.0,2016
123,강남구,청담동,단독주택,기타,4164416666.6666665,2016
124,강남구,청담동,아파트,1990s,1060805194.8051949,2016
125,강남구,청담동,아파트,2000s,1360164429.5302014,2016
126,강남구,청담동,아파트,2010s,1122710843.373494,2016
127,강남구,청담동,아파트,기타,1482561971.830986,2016
128,강남구,청담동,연립주택,1990s,1049937500.0,2016
129,강남구,청담동,연립주택,2000s,766615384.6153846,2016
130,강남구,청담동,연립주택,2010s,345777777.7777778,2016
131,강남구,청담동,연립주택,기타,1580134081.632653,2016
132,강남구,청담동,오피스텔,1990s,132297560.97560975,2016
133,강남구,청담동,오피스텔,2000s,1885521111.1111112,2016
134,강남구,청담동,오피스텔,2010s,342000000.0,2016
135,강남구,청담동,오피스텔,기타,295000000.0,2016
136,강동구,강일동,아파트,2000s,465348611.1111111,2016
137,강동구,강일동,아파트,2010s,530875000.0,2016
138,강동구,강일동,오피스텔,2010s,142505161.29032257,2016
139,강동구,고덕동,단독주택,1990s,960000000.0,2016
140,강동구,고덕동,단독주택,기타,1139555555.5555556,2016
141,강동구,고덕동,아파트,1990s,448070247.9338843,2016
142,강동구,고덕동,아파트,2010s,732119531.25,2016
143,강동구,고덕동,아파트,기타,558059090.9090909,2016
144,강동구,고덕동,연립주택,기타,216648648.64864865,2016
145,강동구,길동,단독주택,1990s,1482450000.0,2016
146,강동구,길동,단독주택,2000s,1535000000.0,2016
147,강동구,길동,단독주택,2010s,1400000000.0,2016
148,강동구,길동,단독주택,기타,874140000.0,2016
149,강동구,길동,아파트,1990s,361036363.6363636,2016
150,강동구,길동,아파트,2000s,428057788.9447236,2016
151,강동구,길동,아파트,2010s,127345070.42253521,2016
152,강동구,길동,아파트,기타,374126865.67164177,2016
153,강동구,길동,연립주택,1990s,242055555.55555555,2016
154,강동구,길동,연립주택,2000s,222991803.27868852,2016
155,강동구,길동,연립주택,2010s,239684927.53623188,2016
156,강동구,길동,연립주택,기타,277850000.0,2016
157,강동구,길동,오피스텔,1990s,84747619.04761904,2016
158,강동구,길동,오피스텔,2000s,153293103.44827586,2016
159,강동구,길동,오피스텔,2010s,82813500.0,2016
160,강동구,둔촌동,단독주택,1990s,762600000.0,2016
161,강동구,둔촌동,단독주택,2000s,1149000000.0,2016
162,강동구,둔촌동,단독주택,기타,827128095.2380953,2016
163,강동구,둔촌동,아파트,1990s,433204301.0752688,2016
164,강동구,둔촌동,아파트,2000s,452918367.3469388,2016
165,강동구,둔촌동,아파트,2010s,617398876.4044944,2016
166,강동구,둔촌동,아파트,기타,724276672.6943942,2016
167,강동구,둔촌동,연립주택,1990s,252235416.66666666,2016
168,강동구,둔촌동,연립주택,2000s,276350000.0,2016
169,강동구,둔촌동,연립주택,2010s,252948484.84848484,2016
170,강동구,둔촌동,연립주택,기타,397342105.2631579,2016
171,강동구,둔촌동,오피스텔,2010s,155190000.0,2016
172,강동구,명일동,단독주택,1990s,1175000000.0,2016
173,강동구,명일동,단독주택,기타,1228666666.6666667,2016
174,강동구,명일동,아파트,1990s,460163157.8947368,2016
175,강동구,명일동,아파트,2000s,375890625.0,2016
176,강동구,명일동,아파트,2010s,380000000.0,2016
177,강동구,명일동,아파트,기타,506002080.3782506,2016
178,강동구,명일동,연립주택,1990s,218875000.0,2016
179,강동구,명일동,연립주택,2000s,283590909.09090906,2016
180,강동구,명일동,연립주택,2010s,288555555.5555556,2016
181,강동구,명일동,연립주택,기타,217214285.7142857,2016
182,강동구,명일동,오피스텔,1990s,131653846.15384616,2016
183,강동구,명일동,오피스텔,2000s,446000000.0,2016
184,강동구,명일동,오피스텔,2010s,250600000.0,2016
185,강동구,상일동,단독주택,기타,1099545454.5454545,2016
186,강동구,상일동,아파트,1990s,386695945.9459459,2016
187,강동구,상일동,아파트,2010s,530967391.3043478,2016
188,강동구,상일동,아파트,기타,528106930.0911854,2016
189,강동구,상일동,연립주택,1990s,890000000.0,2016
190,강동구,상일동,연립주택,2000s,245000000.0,2016
191,강동구,상일동,연립주택,2010s,239179104.47761193,2016
192,강동구,상일동,연립주택,기타,393037735.8490566,2016
193,강동구,성내동,단독주택,1990s,984121666.6666666,2016
194,강동구,성내동,단독주택,2000s,1820000000.0,2016
195,강동구,성내동,단독주택,2010s,1443000000.0,2016
196,강동구,성내동,단독주택,기타,910572816.9014084,2016
197,강동구,성내동,아파트,1990s,479133898.30508476,2016
198,강동구,성내동,아파트,2000s,428469483.5680751,2016
199,강동구,성내동,아파트,2010s,501484375.0,2016
200,강동구,성내동,아파트,기타,389361111.1111111,2016
201,강동구,성내동,연립주택,1990s,232707692.30769232,2016
202,강동구,성내동,연립주택,2000s,255930069.93006992,2016
203,강동구,성내동,연립주택,2010s,254179409.0909091,2016
204,강동구,성내동,연립주택,기타,248198630.13698632,2016
205,강동구,성내동,오피스텔,2000s,226866666.66666666,2016
206,강동구,성내동,오피스텔,2010s,126345000.0,2016
207,강동구,성내동,오피스텔,기타,138500000.0,2016
208,강동구,암사동,단독주택,1990s,888388235.2941177,2016
209,강동구,암사동,단독주택,2000s,1188250000.0,2016
210,강동구,암사동,단독주택,2010s,1680000000.0,2016
211,강동구,암사동,단독주택,기타,929029583.3333334,2016
212,강동구,암사동,아파트,1990s,407872881.3559322,2016
213,강동구,암사동,아파트,2000s,555280200.2224694,2016
214,강동구,암사동,아파트,2010s,401900000.0,2016
215,강동구,암사동,아파트,기타,262300000.0,2016
216,강동구,암사동,연립주택,1990s,260765714.2857143,2016
217,강동구,암사동,연립주택,2000s,228543877.5510204,2016
218,강동구,암사동,연립주택,2010s,243651306.41330168,2016
219,강동구,암사동,연립주택,기타,360967837.8378378,2016
220,강동구,암사동,오피스텔,2000s,168636363.63636363,2016
221,강동구,암사동,오피스텔,기타,115000000.0,2016
222,강동구,천호동,단독주택,1990s,868197126.4367816,2016
223,강동구,천호동,단독주택,2000s,1056444444.4444444,2016
224,강동구,천호동,단독주택,2010s,1335033333.3333333,2016
225,강동구,천호동,단독주택,기타,803375454.5454545,2016
226,강동구,천호동,아파트,1990s,377735754.18994415,2016
227,강동구,천호동,아파트,2000s,437095015.576324,2016
228,강동구,천호동,아파트,2010s,490866666.6666667,2016
229,강동구,천호동,아파트,기타,292612903.2258065,2016
230,강동구,천호동,연립주택,1990s,195702898.55072463,2016
231,강동구,천호동,연립주택,2000s,230408256.88073394,2016
232,강동구,천호동,연립주택,2010s,247650235.4788069,2016
233,강동구,천호동,연립주택,기타,278725806.4516129,2016
234,강동구,천호동,오피스텔,1990s,100751612.90322581,2016
235,강동구,천호동,오피스텔,2000s,184906917.80821916,2016
236,강동구,천호동,오피스텔,2010s,194641000.0,2016
237,강북구,미아동,단독주택,1990s,505168132.5301205,2016
238,강북구,미아동,단독주택,2000s,462375000.0,2016
239,강북구,미아동,단독주택,2010s,936666666.6666666,2016
240,강북구,미아동,단독주택,기타,407207813.50482315,2016
241,강북구,미아동,아파트,1990s,294937500.0,2016
242,강북구,미아동,아파트,2000s,369694301.2211669,2016
243,강북구,미아동,아파트,2010s,456461626.6666667,2016
244,강북구,미아동,연립주택,1990s,150932547.5285171,2016
245,강북구,미아동,연립주택,2000s,184988458.49802372,2016
246,강북구,미아동,연립주택,2010s,188665030.3030303,2016
247,강북구,미아동,연립주택,기타,148143561.6438356,2016
248,강북구,미아동,오피스텔,2010s,137750000.0,2016
249,강북구,번동,단독주택,1990s,467820833.3333333,2016
250,강북구,번동,단독주택,2000s,250000000.0,2016
251,강북구,번동,단독주택,2010s,1055000000.0,2016
252,강북구,번동,단독주택,기타,411495625.0,2016
253,강북구,번동,아파트,1990s,260023411.37123746,2016
254,강북구,번동,아파트,2000s,336025405.4054054,2016
255,강북구,번동,아파트,2010s,325800000.0,2016
256,강북구,번동,연립주택,1990s,107933834.58646616,2016
257,강북구,번동,연립주택,2000s,158137254.9019608,2016
258,강북구,번동,연립주택,2010s,165776562.5,2016
259,강북구,번동,연립주택,기타,137333333.33333334,2016
260,강북구,번동,오피스텔,1990s,118846153.84615384,2016
261,강북구,번동,오피스텔,2000s,93260377.35849057,2016
262,강북구,번동,오피스텔,2010s,182954545.45454547,2016
263,강북구,수유동,단독주택,1990s,509116690.64748204,2016
264,강북구,수유동,단독주택,2000s,725800000.0,2016
265,강북구,수유동,단독주택,2010s,1063333333.3333334,2016
266,강북구,수유동,단독주택,기타,502641033.4346505,2016
267,강북구,수유동,아파트,1990s,325326530.6122449,2016
268,강북구,수유동,아파트,2000s,308616000.0,2016
269,강북구,수유동,아파트,2010s,211676470.5882353,2016
270,강북구,수유동,아파트,기타,95000000.0,2016
271,강북구,수유동,연립주택,1990s,121124301.07526882,2016
272,강북구,수유동,연립주택,2000s,158700453.17220545,2016
273,강북구,수유동,연립주택,2010s,195416666.66666666,2016
274,강북구,수유동,연립주택,기타,166339506.1728395,2016
275,강북구,수유동,오피스텔,2000s,119057692.3076923,2016
276,강북구,수유동,오피스텔,2010s,143321428.57142857,2016
277,강북구,우이동,단독주택,1990s,414687500.0,2016
278,강북구,우이동,단독주택,2000s,800000000.0,2016
279,강북구,우이동,단독주택,2010s,1230000000.0,2016
280,강북구,우이동,단독주택,기타,504030689.6551724,2016
281,강북구,우이동,아파트,1990s,282538461.53846157,2016
282,강북구,우이동,아파트,2000s,368093750.0,2016
283,강북구,우이동,연립주택,1990s,123100000.0,2016
284,강북구,우이동,연립주택,2000s,211375000.0,2016
285,강북구,우이동,연립주택,2010s,174833333.33333334,2016
286,강북구,우이동,연립주택,기타,228000000.0,2016
287,강서구,가양동,단독주택,1990s,993333333.3333334,2016
288,강서구,가양동,단독주택,기타,756222222.2222222,2016
289,강서구,가양동,아파트,1990s,344089171.9745223,2016
290,강서구,가양동,아파트,2000s,416031645.56962025,2016
291,강서구,가양동,아파트,2010s,665274509.8039216,2016
292,강서구,가양동,연립주택,1990s,165000000.0,2016
293,강서구,가양동,연립주택,2000s,236500000.0,2016
294,강서구,가양동,연립주택,2010s,206333333.33333334,2016
295,강서구,가양동,연립주택,기타,326666666.6666667,2016
296,강서구,가양동,오피스텔,2000s,124785897.43589744,2016
297,강서구,가양동,오피스텔,2010s,127750588.23529412,2016
298,강서구,개화동,단독주택,1990s,865000000.0,2016
299,강서구,개화동,단독주택,2000s,986666666.6666666,2016
300,강서구,개화동,단독주택,기타,745285714.2857143,2016
301,강서구,개화동,연립주택,2010s,121000000.0,2016
302,강서구,공항동,단독주택,1990s,738275000.0,2016
303,강서구,공항동,단독주택,2000s,1148400000.0,2016
304,강서구,공항동,단독주택,2010s,1290000000.0,2016
305,강서구,공항동,단독주택,기타,734513500.0,2016
306,강서구,공항동,아파트,1990s,236666666.66666666,2016
307,강서구,공항동,아파트,2000s,404616279.0697674,2016
308,강서구,공항동,연립주택,1990s,183404761.9047619,2016
309,강서구,공항동,연립주택,2000s,163467391.3043478,2016
310,강서구,공항동,연립주택,2010s,124996124.03100775,2016
311,강서구,공항동,연립주택,기타,168150000.0,2016
312,강서구,공항동,오피스텔,2000s,92642857.14285715,2016
313,강서구,공항동,오피스텔,2010s,121464285.71428572,2016
314,강서구,내발산동,단독주택,1990s,893405000.0,2016
315,강서구,내발산동,단독주택,2000s,1280000000.0,2016
316,강서구,내발산동,단독주택,기타,986764285.7142857,2016
317,강서구,내발산동,아파트,1990s,338928571.4285714,2016
318,강서구,내발산동,아파트,2000s,496223425.65597665,2016
319,강서구,내발산동,아파트,2010s,335666666.6666667,2016
320,강서구,내발산동,연립주택,1990s,173985081.96721312,2016
321,강서구,내발산동,연립주택,2000s,217556250.0,2016
322,강서구,내발산동,연립주택,2010s,210065789.47368422,2016
323,강서구,내발산동,연립주택,기타,179948717.94871795,2016
324,강서구,등촌동,단독주택,1990s,770483333.3333334,2016
325,강서구,등촌동,단독주택,2000s,1151250000.0,2016
326,강서구,등촌동,단독주택,2010s,1421666666.6666667,2016
327,강서구,등촌동,단독주택,기타,854706896.5517242,2016
328,강서구,등촌동,아파트,1990s,385648708.48708487,2016
329,강서구,등촌동,아파트,2000s,492787457.62711865,2016
330,강서구,등촌동,아파트,2010s,308578947.3684211,2016
331,강서구,등촌동,연립주택,1990s,172783018.86792454,2016
332,강서구,등촌동,연립주택,2000s,209842342.34234235,2016
333,강서구,등촌동,연립주택,2010s,215434482.75862068,2016
334,강서구,등촌동,연립주택,기타,245254098.36065573,2016
335,강서구,등촌동,오피스텔,1990s,108052941.1764706,2016
336,강서구,등촌동,오피스텔,2000s,186518811.5942029,2016
337,강서구,등촌동,오피스텔,2010s,111312500.0,2016
338,강서구,마곡동,단독주택,1990s,900000000.0,2016
339,강서구,마곡동,단독주택,기타,454666666.6666667,2016
340,강서구,마곡동,아파트,1990s,430272727.27272725,2016
341,강서구,마곡동,아파트,2000s,521309523.8095238,2016
342,강서구,마곡동,아파트,2010s,692487500.0,2016
343,강서구,마곡동,연립주택,2000s,213545454.54545453,2016
344,강서구,마곡동,연립주택,2010s,290000000.0,2016
345,강서구,마곡동,연립주택,기타,514050000.0,2016
346,강서구,마곡동,오피스텔,2010s,141425142.85714287,2016
347,강서구,방화동,단독주택,1990s,631700000.0,2016
348,강서구,방화동,단독주택,2000s,899166666.6666666,2016
349,강서구,방화동,단독주택,2010s,957666666.6666666,2016
350,강서구,방화동,단독주택,기타,622591935.483871,2016
351,강서구,방화동,아파트,1990s,314350174.21602786,2016
352,강서구,방화동,아파트,2000s,417989603.96039605,2016
353,강서구,방화동,아파트,2010s,253622857.14285713,2016
354,강서구,방화동,아파트,기타,260538461.53846154,2016
355,강서구,방화동,연립주택,1990s,159615384.6153846,2016
356,강서구,방화동,연립주택,2000s,195774820.1438849,2016
357,강서구,방화동,연립주택,2010s,196650000.0,2016
358,강서구,방화동,연립주택,기타,224673255.8139535,2016
359,강서구,방화동,오피스텔,1990s,86130645.16129032,2016
360,강서구,방화동,오피스텔,2000s,84986238.5321101,2016
361,강서구,방화동,오피스텔,2010s,107548648.64864865,2016
362,강서구,염창동,단독주택,1990s,1238762500.0,2016
363,강서구,염창동,단독주택,2000s,1013175000.0,2016
364,강서구,염창동,단독주택,기타,972284545.4545455,2016
365,강서구,염창동,아파트,1990s,396941801.6528926,2016
366,강서구,염창동,아파트,2000s,497900858.4686775,2016
367,강서구,염창동,아파트,2010s,542197916.6666666,2016
368,강서구,염창동,아파트,기타,164200000.0,2016
369,강서구,염창동,연립주택,1990s,243281944.44444445,2016
370,강서구,염창동,연립주택,2000s,284208571.4285714,2016
371,강서구,염창동,연립주택,2010s,230218750.0,2016
372,강서구,염창동,연립주택,기타,242793055.55555555,2016
373,강서구,염창동,오피스텔,2000s,233571428.57142857,2016
374,강서구,염창동,오피스텔,2010s,131500000.0,2016
375,강서구,외발산동,단독주택,기타,1085666666.6666667,2016
376,강서구,외발산동,연립주택,1990s,127500000.0,2016
377,강서구,외발산동,연립주택,2000s,166500000.0,2016
378,강서구,화곡동,단독주택,1990s,730267343.75,2016
379,강서구,화곡동,단독주택,2000s,1043571428.5714285,2016
380,강서구,화곡동,단독주택,2010s,982666666.6666666,2016
381,강서구,화곡동,단독주택,기타,740766237.6237624,2016
382,강서구,화곡동,아파트,1990s,335837209.3023256,2016
383,강서구,화곡동,아파트,2000s,462052030.7354556,2016
384,강서구,화곡동,아파트,2010s,495328940.8866995,2016
385,강서구,화곡동,아파트,기타,243321166.66666666,2016
386,강서구,화곡동,연립주택,1990s,140923320.05312085,2016
387,강서구,화곡동,연립주택,2000s,165603485.5233853,2016
388,강서구,화곡동,연립주택,2010s,175061523.02243212,2016
389,강서구,화곡동,연립주택,기타,152436070.0389105,2016
390,강서구,화곡동,오피스텔,1990s,78968750.0,2016
391,강서구,화곡동,오피스텔,2000s,117866000.0,2016
392,강서구,화곡동,오피스텔,2010s,111427356.32183908,2016
393,관악구,남현동,단독주택,1990s,1226285714.2857144,2016
394,관악구,남현동,단독주택,기타,1205025000.0,2016
395,관악구,남현동,아파트,2000s,493493877.5510204,2016
396,관악구,남현동,아파트,2010s,328609195.40229887,2016
397,관악구,남현동,연립주택,1990s,271651162.7906977,2016
398,관악구,남현동,연립주택,2000s,284090909.09090906,2016
399,관악구,남현동,연립주택,2010s,288106037.7358491,2016
400,관악구,남현동,연립주택,기타,207527777.7777778,2016
401,관악구,남현동,오피스텔,2000s,136606060.6060606,2016
402,관악구,남현동,오피스텔,2010s,242451764.70588234,2016
403,관악구,봉천동,단독주택,1990s,845209920.6349206,2016
404,관악구,봉천동,단독주택,2000s,1024473684.2105263,2016
405,관악구,봉천동,단독주택,2010s,1398214285.7142856,2016
406,관악구,봉천동,단독주택,기타,701932103.3210332,2016
407,관악구,봉천동,아파트,1990s,388139917.69547325,2016
408,관악구,봉천동,아파트,2000s,438348772.3214286,2016
409,관악구,봉천동,아파트,2010s,304884532.01970446,2016
410,관악구,봉천동,아파트,기타,257100000.0,2016
411,관악구,봉천동,연립주택,1990s,192168586.38743454,2016
412,관악구,봉천동,연립주택,2000s,229342191.78082192,2016
413,관악구,봉천동,연립주택,2010s,238990909.0909091,2016
414,관악구,봉천동,연립주택,기타,218299300.6993007,2016
415,관악구,봉천동,오피스텔,1990s,81068750.0,2016
416,관악구,봉천동,오피스텔,2000s,137259210.52631578,2016
417,관악구,봉천동,오피스텔,2010s,148890322.58064517,2016
418,관악구,신림동,단독주택,1990s,769025387.755102,2016
419,관악구,신림동,단독주택,2000s,1128221250.0,2016
420,관악구,신림동,단독주택,2010s,1355565217.3913043,2016
421,관악구,신림동,단독주택,기타,644245561.7977529,2016
422,관악구,신림동,아파트,1990s,326021088.43537414,2016
423,관악구,신림동,아파트,2000s,404159364.548495,2016
424,관악구,신림동,아파트,2010s,123929782.60869566,2016
425,관악구,신림동,아파트,기타,220918991.22807017,2016
426,관악구,신림동,연립주택,1990s,149882304.52674899,2016
427,관악구,신림동,연립주택,2000s,203948515.15151516,2016
428,관악구,신림동,연립주택,2010s,229033366.14173228,2016
429,관악구,신림동,연립주택,기타,223499407.89473686,2016
430,관악구,신림동,오피스텔,1990s,96538888.8888889,2016
431,관악구,신림동,오피스텔,2000s,89693467.74193548,2016
432,관악구,신림동,오피스텔,2010s,172731027.39726028,2016
433,광진구,광장동,단독주택,1990s,587750000.0,2016
434,광진구,광장동,단독주택,기타,1150000000.0,2016
435,광진구,광장동,아파트,1990s,582940267.1755725,2016
436,광진구,광장동,아파트,2000s,757932098.7654321,2016
437,광진구,광장동,아파트,2010s,994350000.0,2016
438,광진구,광장동,아파트,기타,792041448.5981308,2016
439,광진구,광장동,연립주택,1990s,298288461.53846157,2016
440,광진구,광장동,연립주택,2000s,304500000.0,2016
441,광진구,광장동,연립주택,2010s,362000000.0,2016
442,광진구,광장동,연립주택,기타,394097916.6666667,2016
443,광진구,광장동,오피스텔,1990s,165152500.0,2016
444,광진구,광장동,오피스텔,2000s,190833333.33333334,2016
445,광진구,광장동,오피스텔,2010s,172756666.66666666,2016
446,광진구,구의동,단독주택,1990s,972126000.0,2016
447,광진구,구의동,단독주택,2000s,1108833333.3333333,2016
448,광진구,구의동,단독주택,2010s,1504352941.1764705,2016
449,광진구,구의동,단독주택,기타,984210277.7777778,2016
450,광진구,구의동,아파트,1990s,600460747.6635514,2016
451,광진구,구의동,아파트,2000s,546156000.0,2016
452,광진구,구의동,아파트,2010s,215683185.84070796,2016
453,광진구,구의동,연립주택,1990s,217627826.08695653,2016
454,광진구,구의동,연립주택,2000s,239738833.33333334,2016
455,광진구,구의동,연립주택,2010s,284354479.49526817,2016
456,광진구,구의동,연립주택,기타,364038961.03896105,2016
457,광진구,구의동,오피스텔,1990s,153547619.04761904,2016
458,광진구,구의동,오피스텔,2000s,163376000.0,2016
459,광진구,구의동,오피스텔,2010s,240380000.0,2016
460,광진구,군자동,단독주택,1990s,673650000.0,2016
461,광진구,군자동,단독주택,2000s,1065600000.0,2016
462,광진구,군자동,단독주택,2010s,1296428571.4285715,2016
463,광진구,군자동,단독주택,기타,753989607.8431373,2016
464,광진구,군자동,아파트,1990s,386625000.0,2016
465,광진구,군자동,아파트,2000s,556596774.1935484,2016
466,광진구,군자동,아파트,2010s,200000000.0,2016
467,광진구,군자동,연립주택,1990s,228941176.47058824,2016
468,광진구,군자동,연립주택,2000s,243071428.57142857,2016
469,광진구,군자동,연립주택,2010s,172139240.50632912,2016
470,광진구,군자동,연립주택,기타,175083333.33333334,2016
471,광진구,능동,단독주택,1990s,1014620000.0,2016
472,광진구,능동,단독주택,2000s,1275000000.0,2016
473,광진구,능동,단독주택,2010s,1430000000.0,2016
