,지점명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
0,CU 성대원룸촌점,"서울특별시 종로구 성균관로 36, (명륜1가)",126.9969935,37.5858787,B,1111017000,서울특별시,종로구,명륜1가,H,1111065000,서울특별시,종로구,혜화동
1,미니스톱 종로육의전점,서울특별시 종로구 수표로 105,126.9892058,37.57062081,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
2,CU 종로국악당점,서울특별시 종로구 율곡로 10길 16,126.9908888,37.5767803,B,1111013000,서울특별시,종로구,와룡동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
3,CU 종로운현궁점,서울특별시 종로구 율곡로 52,126.9853714,37.57623749,B,1111013400,서울특별시,종로구,경운동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
4,세븐일레븐 종로서촌점,서울특별시 종로구 자하문로 18-1층,126.9723305,37.57781879,B,1111010600,서울특별시,종로구,통의동,H,1111053000,서울특별시,종로구,사직동
5,세븐일레븐 종로르메이에르점,서울특별시 종로구 종로 19종로 1가,126.9799202,37.5708474,B,1111012200,서울특별시,종로구,청진동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
6,CU 동묘역점,"서울특별시 종로구 종로 351,  (숭인동) 1층",127.0166649,37.57350148,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
7,세븐일레븐 세종로점,서울특별시 종로구 종로1길 42-1,126.9786629,37.57422446,B,1111012400,서울특별시,종로구,수송동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
8,CU 종로원서점,"서울특별시 종로구 창덕궁길 120, (원서동)",126.9893696,37.5828133,B,1111014900,서울특별시,종로구,원서동,H,1111060000,서울특별시,종로구,가회동
9,세븐일레븐 종로청계천중앙점,서울특별시 종로구 청계천로 97(관철동),126.988432,37.56840664,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
10,CU 종로행촌점,"서울특별시 종로구 통일로 12길 62, (행촌동)",126.9618968,37.57504252,B,1111018100,서울특별시,종로구,행촌동,H,1111058000,서울특별시,종로구,교남동
11,CU 종로교남점,"서울특별시 종로구 통일로 146,  (교남동) 1층",126.9655114,37.56743339,B,1111017600,서울특별시,종로구,교남동,H,1111058000,서울특별시,종로구,교남동
12,CU 평창북악점,"서울특별시 종로구 평창30길 19, (평창동)",126.9747656,37.61162884,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
13,세븐일레븐 상명대제일점,서울특별시 종로구 홍지문2길 11(홍지동),126.955564,37.60132404,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
14,emart24 이화사거리점,서울특별시종로구 대학로 60,127.0025752,37.57655511,B,1111016600,서울특별시,종로구,연건동,H,1111064000,서울특별시,종로구,이화동
15,세븐일레븐 종로기독교회관점,서울시 종로구 대학로 19 1층,127.0016161,37.57292482,B,1111016000,서울특별시,종로구,연지동,H,1111063000,서울특별시,종로구,종로5.6가동
16,GS25 GS25서울극장점,서울 종로구 관수동70-1번지 외8필지,126.9920725,37.56958206,B,1111015500,서울특별시,종로구,관수동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
17,GS25 GS25방송통신대본점,서울 종로구 대학로 86(동숭동 169-1),127.0032873,37.57919216,B,1111016800,서울특별시,종로구,동숭동,H,1111064000,서울특별시,종로구,이화동
18,GS25 GS25명륜성대점,서울 종로구 명륜길2(명륜1가 15),126.9965817,37.58788453,B,1111017000,서울특별시,종로구,명륜1가,H,1111065000,서울특별시,종로구,혜화동
19,세븐일레븐 종로광화문점,서울특별시 종로구 당주동새문안로 9길 21 1층,126.9756248,37.57121573,B,1111011700,서울특별시,종로구,당주동,H,1111053000,서울특별시,종로구,사직동
20,CU 종로햇살점,서울특별시 종로구 대학로 4-1,127.0021443,37.57151464,B,1111016200,서울특별시,종로구,효제동,H,1111063000,서울특별시,종로구,종로5.6가동
21,emart24 종로낙원점,서울특별시 종로구 돈화문로 11길 41,126.98908,37.57239479,B,1111013700,서울특별시,종로구,낙원동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
22,emart24 성대후문점,서울특별시 종로구 명륜3길 10 1층,126.9943239,37.58906372,B,1111017300,서울특별시,종로구,명륜3가,H,1111065000,서울특별시,종로구,혜화동
23,CU 내자중앙점,"서울특별시 종로구 사직로 121, (내자동)",126.9721824,37.57624068,B,1111011400,서울특별시,종로구,내자동,H,1111053000,서울특별시,종로구,사직동
24,세븐일레븐 종로삼일대로점,"서울특별시 종로구 삼일대로 393(관찰동,삼화빌딩)",126.987396,37.56967725,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
25,세븐일레븐 광화문2호점,서울특별시 종로구 새문안로 5가길 11(내수동),126.9738218,37.57309227,B,1111011800,서울특별시,종로구,내수동,H,1111053000,서울특별시,종로구,사직동
26,GS25 GS25삼일로점,서울 종로구 삼일대로 390-1(관철동 5-14),126.9879651,37.56944785,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
27,GS25 GS25종로흥국점,서울 종로구 새문안로 68(신문로1가 226),126.972137,37.56964467,B,1111012000,서울특별시,종로구,신문로1가,H,1111053000,서울특별시,종로구,사직동
28,세븐일레븐 종로신영점,서울 종로구 신영동 196-4,126.9609879,37.60219179,B,1111018600,서울특별시,종로구,신영동,H,1111055000,서울특별시,종로구,부암동
29,GS25 GS25종로안국점,서울 종로구 율곡로 61(재동 104-1),126.985928,37.57693607,B,1111014700,서울특별시,종로구,재동,H,1111060000,서울특별시,종로구,가회동
30,GS25 GS25종로인사점,"서울 종로구 인사동길59, 1층 (관훈동 144)",126.9833824,37.57514816,B,1111012800,서울특별시,종로구,관훈동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
31,GS25 GS25종로스타점,서울 종로구 종로 233(종로5가 43-1),127.0036416,37.57128399,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
32,미니스톱 종로6가점,서울 종로구 종로 41길 3,127.0065375,37.57144352,B,1111016400,서울특별시,종로구,종로6가,H,1111063000,서울특별시,종로구,종로5.6가동
33,GS25 GS25숭인필점,서울 종로구 지봉로 50(숭인2동 81-15),127.0159608,37.57453182,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
34,GS25 GS25혜화대명점,서울 종로구 창경궁로 34길15(혜화동 144-1),127.0011809,37.58432833,B,1111016900,서울특별시,종로구,혜화동,H,1111065000,서울특별시,종로구,혜화동
35,GS25 GS25평창문화로점,서울 종로구 평창문화로 154 (평창동 106-2),126.9766654,37.61019464,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
36,세븐일레븐 종로태양점,서울특별시 종로구 율곡로 195대보마로니에텔 1층,127.0004404,37.57619468,B,1111016600,서울특별시,종로구,연건동,H,1111064000,서울특별시,종로구,이화동
37,세븐일레븐 종로율곡점,서울특별시 종로구 율곡로 218 (,127.0030586,37.5759645,B,1111016500,서울특별시,종로구,이화동,H,1111064000,서울특별시,종로구,이화동
38,미니스톱 종로충신점,서울특별시 종로구 율곡로 235,127.005041,37.57587308,B,1111016700,서울특별시,종로구,충신동,H,1111063000,서울특별시,종로구,종로5.6가동
39,세븐일레븐 종로충신점,서울특별시 종로구 율곡로 255(충신동),127.00651,37.57437168,B,1111016700,서울특별시,종로구,충신동,H,1111063000,서울특별시,종로구,종로5.6가동
40,CU 종로공원점,"서울특별시 종로구 율곡로 271, (종로 6가) 1층",127.0075897,37.57320038,B,1111016400,서울특별시,종로구,종로6가,H,1111063000,서울특별시,종로구,종로5.6가동
41,세븐일레븐 동대문점,서울특별시 종로구 율곡로 294종로 6가,127.0086318,37.57144308,B,1111016400,서울특별시,종로구,종로6가,H,1111063000,서울특별시,종로구,종로5.6가동
42,CU 연합미디어센터점,"서울특별시 종로구 율곡로 2길 25, (수송동)",126.9805175,37.57436662,B,1111012400,서울특별시,종로구,수송동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
43,CU 종로창덕궁점,"서울특별시 종로구 율곡로 6길 15, 민경빌딩  (운니동)",126.9894199,37.57656952,B,1111013200,서울특별시,종로구,운니동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
44,emart24 종로3가점,서울특별시 종로구 율곡로 8길 101,126.9919158,37.57281547,B,1111015100,서울특별시,종로구,묘동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
45,세븐일레븐 조계사후문점,서울특별시 종로구 율곡로4길 51,126.9813466,37.57333757,B,1111012400,서울특별시,종로구,수송동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
46,세븐일레븐 종로인사점,서울특별시 종로구 인사동 인사동길 5인사동,126.986976,37.57143969,B,1111013600,서울특별시,종로구,인사동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
47,CU 종로관훈점,"서울특별시 종로구 인사동7길 37, 일정빌딩  (관훈동)",126.984707,37.57263663,B,1111012800,서울특별시,종로구,관훈동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
48,세븐일레븐 종로사직점,서울특별시 종로구 인왕산로 1길 29사직동,126.9641134,37.57357525,B,1111011500,서울특별시,종로구,사직동,H,1111053000,서울특별시,종로구,사직동
49,CU 종로옥인점,"서울특별시 종로구 자하문로 17길 40, (옥인동)",126.9685439,37.58148908,B,1111011100,서울특별시,종로구,옥인동,H,1111051500,서울특별시,종로구,청운효자동
50,CU 종로부암점,"서울특별시 종로구 자하문로 266, 울트라오피텔 2호(부암동) 102동 1호",126.9630419,37.59780377,B,1111018400,서울특별시,종로구,부암동,H,1111055000,서울특별시,종로구,부암동
51,세븐일레븐 종로창성점,서울특별시 종로구 자하문로 60창성동,126.9711596,37.58146682,B,1111010500,서울특별시,종로구,창성동,H,1111051500,서울특별시,종로구,청운효자동
52,CU 종로효자점,"서울특별시 종로구 자하문로 82, (효자동)",126.9706921,37.58335493,B,1111010400,서울특별시,종로구,효자동,H,1111051500,서울특별시,종로구,청운효자동
53,CU 종로대로점,"서울특별시 종로구 종로 112, (종로 3가)",126.9899833,37.57005079,B,1111015600,서울특별시,종로구,종로3가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
54,CU 종로중앙점,"서울특별시 종로구 종로 12길 7,  (관철동) 1층",126.9859015,37.56970048,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
55,CU 종로세운상가점,"서울특별시 종로구 종로 154-1, (종로 3가)",126.9947467,37.57022655,B,1111015600,서울특별시,종로구,종로3가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
56,CU 종로2가점,"서울특별시 종로구 종로 16길 11,  (관수동)",126.9887106,37.56957137,B,1111015500,서울특별시,종로구,관수동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
57,CU 종로1가점,"서울특별시 종로구 종로 19, 1필지 르메이에르종로타운  제(종로 1가)",126.9799202,37.5708474,B,1111012200,서울특별시,종로구,청진동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
58,CU 종로K트윈타워점,"서울특별시 종로구 종로 1길 50, (중학동)",126.9790183,37.5747231,B,1111012500,서울특별시,종로구,중학동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
59,CU 종로5가점,"서울특별시 종로구 종로 201,  (종로 4가) 1층",126.9999987,37.57111808,B,1111016100,서울특별시,종로구,종로4가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
60,CU SK서린사옥점,"서울특별시 종로구 종로 26, SK빌딩  지하(서린동)",126.9803095,37.56968842,B,1111012300,서울특별시,종로구,서린동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
61,CU 동대문종합시장점,서울특별시 종로구 종로 266 동대문종합시장,127.0073284,37.5707023,B,1111016400,서울특별시,종로구,종로6가,H,1111063000,서울특별시,종로구,종로5.6가동
62,세븐일레븐 종로인의점,서울특별시 종로구 종로 31길 27인의동,126.9995219,37.57206915,B,1111015700,서울특별시,종로구,인의동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
63,CU 종로연지점,"서울특별시 종로구 종로 31길 54, 로(연지동, 아르젠종로) 1층",126.9987364,37.57324286,B,1111016000,서울특별시,종로구,연지동,H,1111063000,서울특별시,종로구,종로5.6가동
64,CU 종로창신점,"서울특별시 종로구 종로 334,  (창신동) 1층",127.0147979,37.57256687,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
65,CU 광화문D타워점,"서울특별시 종로구 종로 3길 17, D타워 비(청진동) 202호",126.9789107,37.57099186,B,1111012200,서울특별시,종로구,청진동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
66,CU 동대문역점,"서울특별시 종로구 종로 46길 5, (창신동)",127.0109776,37.57125549,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
67,emart24 종로창신점,서울특별시 종로구 종로 50길 29,127.0127518,37.57063058,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
68,세븐일레븐 M종각역점,서울특별시 종로구 종로 55 종각152-05호,126.9814356,37.57095958,B,1111012200,서울특별시,종로구,청진동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
69,emart24 광화문포스탈점,서울특별시 종로구 종로 6,126.9781,37.56984054,B,1111012300,서울특별시,종로구,서린동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
70,CU 종각쇼핑센터점,"서울특별시 종로구 종로 73, 종각쇼핑센터 (종로 2가) A동 3호",126.9857218,37.57042878,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
71,세븐일레븐 종로2호점,서울특별시 종로구 종로 73종로 2가,126.9857218,37.57042878,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
72,CU 종각역점,"서울특별시 종로구 종로 9길 18, 1호(인사동) 1층 103호",126.9846385,37.57101417,B,1111013600,서울특별시,종로구,인사동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
73,CU 종로숭인점,"서울특별시 종로구 지봉로 10길 2, (숭인동)",127.0158164,37.57604437,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
74,CU 동묘토성점,서울특별시 종로구 지봉로 4길 21,127.0169766,37.57131454,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
75,CU 상명구기점,"서울특별시 종로구 진흥로 22길 17, (구기동)",126.9582125,37.60631212,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
76,세븐일레븐 종로창경궁로점,서울특별시 종로구 창경궁로 119인의동,126.9973572,37.57309602,B,1111015700,서울특별시,종로구,인의동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
77,세븐일레븐 종로연지점,서울특별시 종로구 창경궁로 16길1층,126.9977409,37.57403635,B,1111015700,서울특별시,종로구,인의동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
78,CU 명륜성대점,"서울특별시 종로구 창경궁로 236,  (명륜4가) 1층",126.9988371,37.58264158,B,1111017200,서울특별시,종로구,명륜4가,H,1111065000,서울특별시,종로구,혜화동
79,CU 종로명륜2가점,"서울특별시 종로구 창경궁로 255, (명륜2가)",126.99989,37.58434445,B,1111017100,서울특별시,종로구,명륜2가,H,1111065000,서울특별시,종로구,혜화동
80,세븐일레븐 혜화점,서울특별시 종로구 창경궁로 273(혜화동),127.0005953,37.58579208,B,1111016900,서울특별시,종로구,혜화동,H,1111065000,서울특별시,종로구,혜화동
81,CU 창덕궁돌담길점,"서울특별시 종로구 창덕궁길 31,  (원서동) 1층",126.9890829,37.57889132,B,1111014900,서울특별시,종로구,원서동,H,1111060000,서울특별시,종로구,가회동
82,세븐일레븐 종로청계4가점,서울특별시 종로구 청계천로 195(예지동),126.9992514,37.56943581,B,1111015800,서울특별시,종로구,예지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
83,CU 종로광장시장점,서울특별시 종로구 청계천로 215-1 (종로 5가),127.0016003,37.56986114,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
84,세븐일레븐 종로청계5가점,서울특별시 종로구 청계천로 223(종로 5가),127.002392,37.56991288,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
85,CU 종로청계점,"서울특별시 종로구 청계천로 331, (창신동) 동대문상가,일신파워빌딩",127.0147736,37.57011583,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
86,emart24 청계천점,서울특별시 종로구 청계천로 35 1층,126.9813784,37.56933722,B,1111012300,서울특별시,종로구,서린동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
87,미니스톱 청계센터점,서울특별시 종로구 청계천로 61,126.9843151,37.56898405,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
88,CU 종로피아노길점,"서울특별시 종로구 청계천로 73, (관철동)",126.9858819,37.56863708,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
89,세븐일레븐 종로시그너타워점,서울특별시 종로구 청진동삼봉로 48,126.9799828,37.57206435,B,1111012200,서울특별시,종로구,청진동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
90,emart24 행촌독립문점,서울특별시 종로구 통일로 12길 50-1,126.9617452,37.57454561,B,1111018100,서울특별시,종로구,행촌동,H,1111058000,서울특별시,종로구,교남동
91,세븐일레븐 독립문역점,서울특별시 종로구 통일로 248,126.9581222,37.5745678,B,1111018700,서울특별시,종로구,무악동,H,1111057000,서울특별시,종로구,무악동
92,세븐일레븐 평창점,서울특별시 종로구 평창11길 17(평창동),126.9659615,37.60696585,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
93,CU 평창다솜점,"서울특별시 종로구 평창길 8, (평창동) 1층 1동 1호",126.9647477,37.60546852,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
94,CU 북악대로점,서울특별시 종로구 평창문화로 148 상경빌딩,126.976001,37.60991857,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
95,CU 평창글로리아타운점,서울특별시 종로구 평창문화로 75 글로리아타운 1층 B동 101호,126.9690095,37.60686634,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
96,CU 종로신교점,"서울특별시 종로구 필운대로 112-4, (신교동, 수만빌리지)",126.9696229,37.58370603,B,1111010200,서울특별시,종로구,신교동,H,1111051500,서울특별시,종로구,청운효자동
97,세븐일레븐 종로배화점,서울특별시 종로구 필운대로 12필운동,126.9694413,37.57716291,B,1111011300,서울특별시,종로구,필운동,H,1111053000,서울특별시,종로구,사직동
98,CU 종로배화점,"서울특별시 종로구 필운대로 1길 36, (필운동)",126.967506,37.57793893,B,1111011300,서울특별시,종로구,필운동,H,1111053000,서울특별시,종로구,사직동
99,CU 혜화한아름점,"서울특별시 종로구 혜화로 47, (명륜1가)",126.998913,37.58967034,B,1111017000,서울특별시,종로구,명륜1가,H,1111065000,서울특별시,종로구,혜화동
100,CU 상명대점,"서울특별시 종로구 홍지문2길 20, (홍지동) 상명대학교",126.9551628,37.60410469,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
101,세븐일레븐 서울적십자병원점,서울특별시 종로구 새문안로 9평동,126.9672073,37.56676342,B,1111017700,서울특별시,종로구,평동,H,1111058000,서울특별시,종로구,교남동
102,세븐일레븐 종로성대점,서울특별시 종로구 성균관로 16(명륜2가),126.9976715,37.58428961,B,1111017100,서울특별시,종로구,명륜2가,H,1111065000,서울특별시,종로구,혜화동
103,CU 성균관대경영관점,"서울특별시 종로구 성균관로 25-2, 성균관대경영관  B(명륜3가)",126.9931145,37.58722431,B,1111013000,서울특별시,종로구,와룡동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
104,CU 성균관대인문관점,"서울특별시 종로구 성균관로 25-2, 필지퇴계인문관(명륜3가) 2층 19호",126.9931145,37.58722431,B,1111013000,서울특별시,종로구,와룡동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
105,세븐일레븐 명륜성대점,서울특별시 종로구 성균관로 48-,126.9967064,37.5870296,B,1111017000,서울특별시,종로구,명륜1가,H,1111065000,서울특별시,종로구,혜화동
106,CU 종로성대점,"서울특별시 종로구 성균관로 5길 6, (명륜2가)",126.9970242,37.5844373,B,1111017100,서울특별시,종로구,명륜2가,H,1111065000,서울특별시,종로구,혜화동
107,세븐일레븐 명륜동선점,서울특별시 종로구 성균관로 74명륜1가,126.9973462,37.58913445,B,1111017000,서울특별시,종로구,명륜1가,H,1111065000,서울특별시,종로구,혜화동
108,세븐일레븐 성대서문점,서울특별시 종로구 성균관로5길 29,126.9957206,37.58455238,B,1111017300,서울특별시,종로구,명륜3가,H,1111065000,서울특별시,종로구,혜화동
109,CU 종로신영점,"서울특별시 종로구 세검정로 6길 104, (신영동)",126.9617997,37.60163128,B,1111018600,서울특별시,종로구,신영동,H,1111055000,서울특별시,종로구,부암동
110,세븐일레븐 S광화문역점,서울특별시 종로구 세종대로 지하172세종로,126.9767852,37.57162224,B,1111011900,서울특별시,종로구,세종로,H,1111053000,서울특별시,종로구,사직동
111,세븐일레븐 탑골공원점,서울특별시 종로구 수표로 110낙원동,126.9894611,37.57100143,B,1111013700,서울특별시,종로구,낙원동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
112,CU 종로제일점,서울특별시 종로구 수표로 118-1,126.9892346,37.57184648,B,1111013700,서울특별시,종로구,낙원동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
113,세븐일레븐 종로으뜸점,서울특별시 종로구 수표로 18길 19(관수동),126.9906821,37.56943504,B,1111015500,서울특별시,종로구,관수동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
114,세븐일레븐 종로누상점,서울특별시 종로구 옥인3길 2-1,126.9663321,37.58096517,B,1111010900,서울특별시,종로구,누상동,H,1111051500,서울특별시,종로구,청운효자동
115,세븐일레븐 종로호스텔코리아점,서울특별시 종로구 와룡동돈화문로 85,126.9902756,37.57608126,B,1111013000,서울특별시,종로구,와룡동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
116,세븐일레븐 아벤트리종로점,"서울특별시 종로구 우정국로 46견지동, 아벤트리호텔종로점)",126.9833422,37.57310246,B,1111012900,서울특별시,종로구,견지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
117,세븐일레븐 종로안국점,서울특별시 종로구 윤보선길 78(안국동),126.9836773,37.57927747,B,1111014100,서울특별시,종로구,안국동,H,1111054000,서울특별시,종로구,삼청동
118,CU 원남사거리점,"서울특별시 종로구 율곡로 174, (원남동)",126.9979574,37.57562402,B,1111015900,서울특별시,종로구,원남동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
119,CU 종로율곡점,"서울특별시 종로구 율곡로 17길 24, (이화동)",127.004767,37.57689796,B,1111016500,서울특별시,종로구,이화동,H,1111064000,서울특별시,종로구,이화동
120,emart24 종로마루점,서울특별시종로구 난계로 27길 44-7,127.02054,37.57323631,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
121,emart24 삼청동점,서울특별시종로구 삼청로 68 (화동),126.9813365,37.58157299,B,1111014300,서울특별시,종로구,화동,H,1111054000,서울특별시,종로구,삼청동
122,emart24 종로숭인점,"서울특별시종로구 종로 58가길 27, 1층 101호",127.0167127,37.57244766,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
123,emart24 숭인마루점,서울특별시종로구 종로 65길 16 (숭인동),127.0199153,37.57512332,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
124,emart24 광화문시대점,서울특별시종로구내수동 74 광화문시대상가 102-2호,126.9731219,37.57377099,B,1111011800,서울특별시,종로구,내수동,H,1111053000,서울특별시,종로구,사직동
125,GS25 GS25계동중앙점,"서울 종로구 계동길61, 1층 (계동 86)",126.9865539,37.58004102,B,1111014800,서울특별시,종로구,계동,H,1111060000,서울특별시,종로구,가회동
126,세븐일레븐 종각점,서울 종로구 관철동 180,126.984676,37.56907725,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
127,GS25 GS25종로효제점,"서울 종로구 김상옥로 56, 1층 (효제동 133-2)",127.0039085,37.57334963,B,1111016200,서울특별시,종로구,효제동,H,1111063000,서울특별시,종로구,종로5.6가동
128,GS25 GS25숭인행운점,"서울 종로구 난계로 29가길17, 1층 102호(숭인2동 1392)",127.0227187,37.57371387,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
129,세븐일레븐 종로향기점,서울 종로구 난계로 29길 28(숭인동),127.0216584,37.57428177,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
130,GS25 GS25R종로2점,"서울 종로구 난계로 29길49, 2층 (숭인동 201-18, 한국마사회 종로지사)",127.0205916,37.57361517,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
131,GS25 GS25숭인마사회점,서울 종로구 난계로 29길67(숭인2동 217-20),127.0196657,37.5734363,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
132,GS25 GS25명륜스타점,"서울 종로구 대학로 11길23, 102-3,4호(명륜4가 113-1, 스타시티빌딩)",127.0004186,37.58206028,B,1111017200,서울특별시,종로구,명륜4가,H,1111065000,서울특별시,종로구,혜화동
133,GS25 GS25마로니에점,"서울 종로구 대학로 8가길111, 1층 (동숭동 1-100)",127.0035241,37.58096921,B,1111016800,서울특별시,종로구,동숭동,H,1111064000,서울특별시,종로구,이화동
134,GS25 GS25대학로점,서울 종로구 대학로 8가길93(동숭동 1-77),127.0035342,37.58190637,B,1111016800,서울특별시,종로구,동숭동,H,1111064000,서울특별시,종로구,이화동
135,GS25 GS25종로도렴점,서울 종로구 도렴동110-1번지 103호,126.9741842,37.5730774,B,1111011600,서울특별시,종로구,도렴동,H,1111053000,서울특별시,종로구,사직동
136,GS25 GS25돈화문로점,"서울 종로구 돈화문로 81, 1층(와룡동 150, 부영빌딩)",126.9903488,37.57568543,B,1111013000,서울특별시,종로구,와룡동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
137,GS25 GS25동숭점,서울 종로구 동숭길140(혜화동 201),127.0025597,37.58367321,B,1111016900,서울특별시,종로구,혜화동,H,1111065000,서울특별시,종로구,혜화동
138,세븐일레븐 대학로카페점,서울 종로구 동숭동 1-37,127.0024405,37.58326673,B,1111016800,서울특별시,종로구,동숭동,H,1111064000,서울특별시,종로구,이화동
139,GS25 GS25종로광장시장점,"서울 종로구 동호로 401-2, 1,2층 (종로5가 398-1)",127.0016968,37.57026743,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
140,GS25 GS25성대양현점,"서울 종로구 명륜4길8, 1층 102호 (명륜3가 1-30, 한빛아파트)",126.9949305,37.5894293,B,1111017300,서울특별시,종로구,명륜3가,H,1111065000,서울특별시,종로구,혜화동
141,세븐일레븐 신설동역점,서울 종로구 보문로 3(숭인동),127.0228575,37.57608477,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
142,GS25 GS25북촌점,서울 종로구 북촌로 6길1 (가회동 208-7),126.9851824,37.58016441,B,1111014600,서울특별시,종로구,가회동,H,1111060000,서울특별시,종로구,가회동
