,지점명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
1974,GS25 GS25종암본점,서울 성북구 월곡로 5길68(종암동 3-272),127.0361782,37.59927884,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
1975,CU 월곡대로점,"서울특별시 성북구 종암로 182-1,  (하월곡동)",127.0315594,37.60615206,B,1129013600,서울특별시,성북구,하월곡동,H,1129071500,서울특별시,성북구,월곡1동
1976,세븐일레븐 석계화랑로점,"서울특별시 성북구 화랑로 40길 26 ,1층(석관동)",127.0629338,37.61319884,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
1977,세븐일레븐 이문로삼거리점,서울시 성북구 석관동 돌곶이로 8길 5  1층,127.0615161,37.60702447,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
1978,GS25 GS25안암래미안점,서울 성북구 인촌로 7다길39-12 (안암동1가 198),127.0222477,37.58897364,B,1129012100,서울특별시,성북구,안암동1가,H,1129060000,서울특별시,성북구,안암동
1979,CU 장위하늘채점,서울 성북구 장위동 289-13,127.0458443,37.61920718,B,1129013800,서울특별시,성북구,장위동,H,1129078000,서울특별시,성북구,장위3동
1980,GS25 GS25정릉유명점,"서울 성북구 정릉로 10길80, 1층 (정릉동 904)",126.9989494,37.60641194,B,1129013300,서울특별시,성북구,정릉동,H,1129064000,서울특별시,성북구,정릉3동
1981,미니스톱 성북종암점,서울 성북구 종암로 10길 11,127.0363898,37.59603681,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
1982,GS25 GS25중앙병원점,서울 성북구 종암로 71(종암동 45-166),127.0351367,37.59661227,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
1983,GS25 GS25성북한천로점,서울 성북구 한천로 572(석관동 124-34),127.063008,37.61089276,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
1984,GS25 GS25성북돌곶이점,"서울 성북구 화랑로 245, 1층(장위2동 64-121)",127.0565966,37.61094087,B,1129013800,서울특별시,성북구,장위동,H,1129077000,서울특별시,성북구,장위2동
1985,세븐일레븐 성북길음점,서울특별시 성북구 길음동동소문로 43길 1,127.0274101,37.60646939,B,1129013400,서울특별시,성북구,길음동,H,1129068500,서울특별시,성북구,길음2동
1986,CU 길음타운점,서울특별시 성북구 길음로 33 길음뉴타운 지2층 A동 8호,127.0220941,37.60505594,B,1129013400,서울특별시,성북구,길음동,H,1129066000,서울특별시,성북구,길음1동
1987,CU 길음래미안점,"서울특별시 성북구 길음로 9길 50, 외2필지제상가동제지제(길음동, 길음뉴타운래미안9단지) 1층 1동 1호",127.0209472,37.60269473,B,1129013400,서울특별시,성북구,길음동,H,1129066000,서울특별시,성북구,길음1동
1988,세븐일레븐 돈암하늘채점,서울특별시 성북구 돈암동 535돈암코오롱하늘채아파트 상가동,127.0136255,37.59883147,B,1129010300,서울특별시,성북구,돈암동,H,1129059000,서울특별시,성북구,돈암2동
1989,세븐일레븐 성신여대수정관점,서울특별시 성북구 돈암동보문로 34다길 2(성신여대수정관,127.0220085,37.5916838,B,1129010300,서울특별시,성북구,돈암동,H,1129057500,서울특별시,성북구,동선동
1990,emart24 석관행운점,서울특별시 성북구 돌곶이로 22길 46 1층,127.0605333,37.6104316,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
1991,CU 석관제일점,서울특별시 성북구 돌곶이로 23가길 56,127.058663,37.60784876,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
1992,세븐일레븐 성북아리랑점,서울특별시 성북구 동선동5가146-3,127.0154434,37.5966571,B,1129012000,서울특별시,성북구,동선동5가,H,1129057500,서울특별시,성북구,동선동
1993,세븐일레븐 동소문점,서울특별시 성북구 동소문동5가118-9,127.0167227,37.5906488,B,1129010800,서울특별시,성북구,동소문동5가,H,1129055500,서울특별시,성북구,삼선동
1994,emart24 성북삼선점,서울특별시 성북구 동소문로 10길 25 1층,127.0116652,37.58948932,B,1129011400,서울특별시,성북구,삼선동4가,H,1129055500,서울특별시,성북구,삼선동
1995,세븐일레븐 성북동소문점,서울특별시 성북구 동소문로 13가1층(1층 전체)(동소문동4가),127.0075333,37.58940965,B,1129010400,서울특별시,성북구,동소문동1가,H,1129052500,서울특별시,성북구,성북동
1996,CU 성북동소문점,"서울특별시 성북구 동소문로 13길 19, (동소문동4가)",127.0123932,37.59266707,B,1129010700,서울특별시,성북구,동소문동4가,H,1129052500,서울특별시,성북구,성북동
1997,세븐일레븐 성북돈암초교점,서울특별시 성북구 동소문로 15길 12지층전체,127.0139643,37.59288743,B,1129010900,서울특별시,성북구,동소문동6가,H,1129057500,서울특별시,성북구,동선동
1998,CU 돈암삼성점,"서울특별시 성북구 동소문로 190, (돈암동)",127.0220841,37.59889275,B,1129010300,서울특별시,성북구,돈암동,H,1129058000,서울특별시,성북구,돈암1동
1999,세븐일레븐 성신여대동선점,서울특별시 성북구 동소문로 20가38  (동선동1가),127.0083852,37.58920956,B,1129010500,서울특별시,성북구,동소문동2가,H,1129055500,서울특별시,성북구,삼선동
2000,CU 성북로데오점,"서울특별시 성북구 동소문로 20가길 22, (동선동1가)",127.0177384,37.59263052,B,1129011600,서울특별시,성북구,동선동1가,H,1129057500,서울특별시,성북구,동선동
2001,CU 성신로데오점,"서울특별시 성북구 동소문로 20길 29-20, (동선동1가)",127.017833,37.59145996,B,1129011600,서울특별시,성북구,동선동1가,H,1129057500,서울특별시,성북구,동선동
2002,세븐일레븐 돈암로데오점,서울특별시 성북구 동소문로 20나1층(동선동1가),127.0083852,37.58920956,B,1129010500,서울특별시,성북구,동소문동2가,H,1129055500,서울특별시,성북구,삼선동
2003,세븐일레븐 성신코아루점,"서울특별시 성북구 동소문로 20나길 47,1층 101호,102호(코아루센타시아)",127.0191377,37.59300256,B,1129011600,서울특별시,성북구,동선동1가,H,1129057500,서울특별시,성북구,동선동
2004,세븐일레븐 보문점,서울특별시 성북구 동소문로 23길7-5(동선동4가),127.0173507,37.59369954,B,1129011900,서울특별시,성북구,동선동4가,H,1129057500,서울특별시,성북구,동선동
2005,CU 동선대로점,"서울특별시 성북구 동소문로 27길 1, (동선동4가)",127.0188217,37.59464884,B,1129011900,서울특별시,성북구,동선동4가,H,1129057500,서울특별시,성북구,동선동
2006,CU 성북삼선교점,"서울특별시 성북구 동소문로 2길 43, 필지(동소문동2가) 1호",127.0086569,37.58835585,B,1129010500,서울특별시,성북구,동소문동2가,H,1129055500,서울특별시,성북구,삼선동
2007,세븐일레븐 성북언덕점,서울특별시 성북구 동소문로 32길 4지층(동선동3가),127.0216497,37.59660952,B,1129011800,서울특별시,성북구,동선동3가,H,1129057500,서울특별시,성북구,동선동
2008,emart24 우리아이들성북점,서울특별시 성북구 동소문로 46길 10,127.0293643,37.60686389,B,1129013600,서울특별시,성북구,하월곡동,H,1129068500,서울특별시,성북구,길음2동
2009,CU 월곡솔하임점,"서울특별시 성북구 동소문로 46길 18, (하월곡동, 삼전솔하임3차) 1층 101호",127.030011,37.6067791,B,1129013600,서울특별시,성북구,하월곡동,H,1129068500,서울특별시,성북구,길음2동
2010,CU 성신여대역점,"서울특별시 성북구 동소문로 93, (동소문동6가)",127.0156315,37.59268508,B,1129010900,서울특별시,성북구,동소문동6가,H,1129057500,서울특별시,성북구,동선동
2011,미니스톱 정릉서경대점,서울특별시 성북구 보국문로 16길 48,127.0097705,37.61201746,B,1129013300,서울특별시,성북구,정릉동,H,1129065000,서울특별시,성북구,정릉4동
2012,세븐일레븐 정릉온누리점,서울특별시 성북구 보국문로 16길 75(정릉동),127.0101636,37.61312002,B,1129013300,서울특별시,성북구,정릉동,H,1129065000,서울특별시,성북구,정릉4동
2013,세븐일레븐 정릉북한산점,서울특별시 성북구 보국문로 201(정릉동),126.9990014,37.61775643,B,1129013300,서울특별시,성북구,정릉동,H,1129065000,서울특별시,성북구,정릉4동
2014,CU 정릉청수점,"서울특별시 성북구 보국문로 32길 3, (정릉동) 1층 1동 1호",127.002463,37.61725409,B,1129013300,서울특별시,성북구,정릉동,H,1129065000,서울특별시,성북구,정릉4동
2015,CU 정릉입구점,"서울특별시 성북구 보국문로 4, (정릉동)",127.0117425,37.60506895,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
2016,CU 정릉4동점,"서울특별시 성북구 보국문로 77, (정릉동)",127.0086154,37.61114278,B,1129013300,서울특별시,성북구,정릉동,H,1129065000,서울특별시,성북구,정릉4동
2017,세븐일레븐 정릉청운점,서울특별시 성북구 보국문로 8길 9(정릉동),127.0111123,37.60733429,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
2018,CU 성북보문점,"서울특별시 성북구 보문로 13길 8, (보문동7가) 1층",127.0216143,37.58025532,B,1129012900,서울특별시,성북구,보문동7가,H,1129061000,서울특별시,성북구,보문동
2019,CU 삼선중앙점,서울특별시 성북구 보문로 31길 6,127.0162381,37.58875258,B,1129011500,서울특별시,성북구,삼선동5가,H,1129055500,서울특별시,성북구,삼선동
2020,세븐일레븐 성북구청후문점,서울특별시 성북구 보문로 32길14  (삼선동5가),127.0173617,37.58941067,B,1129011500,서울특별시,성북구,삼선동5가,H,1129055500,서울특별시,성북구,삼선동
2021,CU 성북명랑점,"서울특별시 성북구 보문로 34가길 51, (동선동3가)",127.0200673,37.59378516,B,1129011800,서울특별시,성북구,동선동3가,H,1129057500,서울특별시,성북구,동선동
2022,세븐일레븐 성신여대정문점,서울특별시 성북구 보문로 34나길 3 (동선동3가),127.0203463,37.59149883,B,1129011800,서울특별시,성북구,동선동3가,H,1129057500,서울특별시,성북구,동선동
2023,CU 성북야채왕점,서울특별시 성북구 보문로 40길 29 1층 1동 1호,127.0151066,37.59213107,B,1129010800,서울특별시,성북구,동소문동5가,H,1129055500,서울특별시,성북구,삼선동
2024,CU SK광덕주유소점,"서울특별시 성북구 보문로 89, (보문동5가) 1층",127.0200484,37.58311668,B,1129012700,서울특별시,성북구,보문동5가,H,1129061000,서울특별시,성북구,보문동
2025,세븐일레븐 종암고대점,서울특별시 성북구 북악산로 1059(종암동),127.0356295,37.5926427,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
2026,CU 정릉우성점,"서울특별시 성북구 북악산로 813, 상가동동101(정릉동, 정릉우성아파트) 1층 1동 1호",127.0149427,37.6011401,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
2027,세븐일레븐 정릉e편한세상점,"서울특별시 성북구 북악산로 851상가동 101호,102호(정릉2차e편",127.0186025,37.60013435,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
2028,CU 성북고명점,"서울특별시 성북구 북악산로 865, (돈암동, 고명빌라)",127.0200914,37.59885822,B,1129010300,서울특별시,성북구,돈암동,H,1129058000,서울특별시,성북구,돈암1동
2029,CU 돈암풍림점,서울특별시 성북구 북악산로 914,127.0227981,37.5953846,B,1129010300,서울특별시,성북구,돈암동,H,1129057500,서울특별시,성북구,동선동
2030,세븐일레븐 성북삼선교점,서울특별시 성북구 삼선교로 11길 24(삼선동2가),127.0100333,37.58873681,B,1129011200,서울특별시,성북구,삼선동2가,H,1129055500,서울특별시,성북구,삼선동
2031,CU 성북한성대점,"서울특별시 성북구 삼선교로 14길 102-3, (삼선동2가) 1층",127.0104423,37.58349618,B,1129011200,서울특별시,성북구,삼선동2가,H,1129055500,서울특별시,성북구,삼선동
2032,CU 성북삼선점,"서울특별시 성북구 삼선교로 16길 48, (삼선동2가) 2층",127.0108146,37.58616638,B,1129011200,서울특별시,성북구,삼선동2가,H,1129055500,서울특별시,성북구,삼선동
2033,CU 삼선동4가점,"서울특별시 성북구 삼선교로 69, (삼선동4가)",127.0132179,37.58937615,B,1129011400,서울특별시,성북구,삼선동4가,H,1129055500,서울특별시,성북구,삼선동
2034,세븐일레븐 성북정릉동아점,"서울특별시 성북구 서경로 31상가동 1층 106호(정릉동, 동아",127.0144131,37.6069564,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
2035,세븐일레븐 성북점,서울특별시 성북구 선잠로 16(성북동),126.9991294,37.59465492,B,1129010100,서울특별시,성북구,성북동,H,1129052500,서울특별시,성북구,성북동
2036,세븐일레븐 성북한옥촌점,서울특별시 성북구 성북로 105(성북동),126.9971745,37.59265606,B,1129010100,서울특별시,성북구,성북동,H,1129052500,서울특별시,성북구,성북동
2037,CU 성북미래점,"서울특별시 성북구 성북로 136, (성북동)",126.9945867,37.59478756,B,1129010100,서울특별시,성북구,성북동,H,1129052500,서울특별시,성북구,성북동
2038,CU 동소문태양점,서울특별시 성북구 성북로 2길 60,127.0089059,37.59007893,B,1129010400,서울특별시,성북구,동소문동1가,H,1129052500,서울특별시,성북구,성북동
2039,CU 한성대역점,"서울특별시 성북구 성북로 5, (성북동1가)",127.0054705,37.58870752,B,1129010200,서울특별시,성북구,성북동1가,H,1129052500,서울특별시,성북구,성북동
2040,세븐일레븐 성북홍익점,서울특별시 성북구 성북로 66 농성북동,127.0017055,37.59338822,B,1129010100,서울특별시,성북구,성북동,H,1129052500,서울특별시,성북구,성북동
2041,emart24 성북본점,서울특별시 성북구 성북로 76 1층,127.0004461,37.59356679,B,1129010100,서울특별시,성북구,성북동,H,1129052500,서울특별시,성북구,성북동
2042,CU 성북점,"서울특별시 성북구 성북로 8길 4, (성북동)",127.0043347,37.59067124,B,1129010100,서울특별시,성북구,성북동,H,1129052500,서울특별시,성북구,성북동
2043,CU 고대부고점,서울특별시 성북구 솔샘로 1길 19 그린존 (정릉동) 그린존 B1층 1동 102호,127.0039072,37.60832799,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
2044,CU 정릉풍림점,"서울특별시 성북구 솔샘로 25길 28 109(정릉동, 정릉풍림아이원상가) 1층 1동",127.0064024,37.6199994,B,1129013300,서울특별시,성북구,정릉동,H,1129065000,서울특별시,성북구,정릉4동
2045,CU 정릉솔샘점,서울특별시 성북구 솔샘로 4길 30,127.0064072,37.60855628,B,1129013300,서울특별시,성북구,정릉동,H,1129064000,서울특별시,성북구,정릉3동
2046,CU 성북정릉점,"서울특별시 성북구 솔샘로 5길 1, (정릉동)",127.004916,37.60912039,B,1129013300,서울특별시,성북구,정릉동,H,1129064000,서울특별시,성북구,정릉3동
2047,세븐일레븐 정릉천점,서울특별시 성북구 솔샘로18길 58,127.0081731,37.61033714,B,1129013300,서울특별시,성북구,정릉동,H,1129064000,서울특별시,성북구,정릉3동
2048,세븐일레븐 길음동부센트레빌점,"서울특별시 성북구 숭인로 2길 61(길음동, 길음동동부센트레빌아",127.0249715,37.60935064,B,1129013400,서울특별시,성북구,길음동,H,1129068500,서울특별시,성북구,길음2동
2049,emart24 성북아리랑점,서울특별시 성북구 아리랑로 12길 3,127.0142091,37.59923279,B,1129010300,서울특별시,성북구,돈암동,H,1129059000,서울특별시,성북구,돈암2동
2050,세븐일레븐 정릉아리랑점,서울특별시 성북구 아리랑로 19(정릉동),127.0158906,37.59450734,B,1129010900,서울특별시,성북구,동소문동6가,H,1129057500,서울특별시,성북구,동선동
2051,CU 정릉꿈에그린점,"서울특별시 성북구 아리랑로 19가길 21, (정릉동, 정릉꿈에그린아파트 상가) 1층 1동 102호",127.0120115,37.60185449,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
2052,CU 동소문중앙점,"서울특별시 성북구 아리랑로 5길 12-3, (동소문동7가)",127.0144457,37.5967479,B,1129011000,서울특별시,성북구,동소문동7가,H,1129057500,서울특별시,성북구,동선동
2053,CU 안암학사점,"서울특별시 성북구 안암로 145, (안암동5가) 고려대학교안암캠퍼스",127.03172,37.58849297,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2054,CU 고대중앙광장점,"서울특별시 성북구 안암로 145, 고려대학교 중앙광장(안암동5가) 109호",127.03172,37.58849297,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2055,CU 안암문선점,서울특별시 성북구 안암로 9가길 14,127.0253443,37.58072765,B,1129012400,서울특별시,성북구,안암동4가,H,1129060000,서울특별시,성북구,안암동
2056,세븐일레븐 고대4호점,서울특별시 성북구 안암로 9가길76(안암동5가),127.0282116,37.582256,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2057,CU 고대산학관점,"서울특별시 성북구 안암로 9나길 50, (안암동3가)",127.0239791,37.583843,B,1129012300,서울특별시,성북구,안암동3가,H,1129060000,서울특별시,성북구,안암동
2058,세븐일레븐 월곡삼양점,서울특별시 성북구 오패산로 17길40(하월곡동),127.0338576,37.60797295,B,1129013600,서울특별시,성북구,하월곡동,H,1129071500,서울특별시,성북구,월곡1동
2059,CU 월곡씨티원점,"서울특별시 성북구 오패산로 3길 164,  (하월곡동) 1층",127.0330484,37.61011981,B,1129013600,서울특별시,성북구,하월곡동,H,1129071500,서울특별시,성북구,월곡1동
2060,CU 월곡로타리점,"서울특별시 성북구 오패산로 3길 3, (하월곡동) 1층 2호",127.0368463,37.60368136,B,1129013600,서울특별시,성북구,하월곡동,H,1129071500,서울특별시,성북구,월곡1동
2061,세븐일레븐 월곡타운점,서울특별시 성북구 오패산로 4길 42,127.0399782,37.60408528,B,1129013600,서울특별시,성북구,하월곡동,H,1129072500,서울특별시,성북구,월곡2동
2062,CU 월곡키스트점,"서울특별시 성북구 월곡로 18길 10, (하월곡동)",127.0420607,37.60153421,B,1129013600,서울특별시,성북구,하월곡동,H,1129072500,서울특별시,성북구,월곡2동
2063,CU 종암한아름점,서울특별시 성북구 월곡로 5길 49-2,127.0366618,37.59866106,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
2064,CU 고대민주광장점,"서울특별시 성북구 인촌로 113, 인촌  지 로 1빌딩(안암동5가) 1층",127.0319713,37.5865668,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2065,CU 안암보문교점,서울특별시 성북구 인촌로 24,127.0218896,37.5860513,B,1129012200,서울특별시,성북구,안암동2가,H,1129060000,서울특별시,성북구,안암동
2066,CU 고대동문점,"서울특별시 성북구 인촌로 24길 56,  (안암동5가) 1층",127.0293142,37.58366167,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2067,세븐일레븐 고대3호점,서울특별시 성북구 인촌로 24길37(안암동5가),127.0295743,37.58455584,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2068,세븐일레븐 고대2호점,서울특별시 성북구 인촌로 24길5(안암동5가),127.0294994,37.58596986,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2069,세븐일레븐 고대제일점,"서울특별시 성북구 인촌로 26길 45-1, 1층",127.0301988,37.58442581,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2070,CU 안암중앙점,서울특별시 성북구 인촌로 28길 13,127.0308036,37.58580936,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2071,세븐일레븐 고대안암고개점,서울특별시 성북구 인촌로 49(안암동2가),127.0249416,37.58643694,B,1129012200,서울특별시,성북구,안암동2가,H,1129060000,서울특별시,성북구,안암동
2072,CU 고려대안암병원점,"서울특별시 성북구 인촌로 73, 고려대의료원  안암병원(안암동5가) 2층",127.0263596,37.58710639,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2073,CU 고대호랑이점,"서울특별시 성북구 인촌로 76, (안암동5가)",127.0277549,37.58603662,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2074,세븐일레븐 천경고대점,서울특별시 성북구 인촌로 7가길52(안암동2가,127.0237372,37.58676038,B,1129012200,서울특별시,성북구,안암동2가,H,1129060000,서울특별시,성북구,안암동
2075,CU 월곡동아점,"서울특별시 성북구 장월로 1길 47, (상월곡동)",127.0456925,37.60624901,B,1129013700,서울특별시,성북구,상월곡동,H,1129072500,서울특별시,성북구,월곡2동
2076,세븐일레븐 장위행복점,서울특별시 성북구 장위로 21다,127.0391504,37.61386385,B,1129013800,서울특별시,성북구,장위동,H,1129076000,서울특별시,성북구,장위1동
2077,미니스톱 장위중앙점,서울특별시 성북구 장위로 38,127.0407201,37.61423701,B,1129013800,서울특별시,성북구,장위동,H,1129076000,서울특별시,성북구,장위1동
2078,CU 장위동방점,"서울특별시 성북구 장위로 59, (장위동)",127.0434188,37.6140066,B,1129013800,서울특별시,성북구,장위동,H,1129076000,서울특별시,성북구,장위1동
2079,세븐일레븐 서경대본점,서울특별시 성북구 정릉동서경로 99,127.0131495,37.61173937,B,1129013300,서울특별시,성북구,정릉동,H,1129065000,서울특별시,성북구,정릉4동
2080,세븐일레븐 성북정릉타운점,서울특별시 성북구 정릉동정릉로 27길 41  1층,127.0135236,37.60569653,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
2081,CU 성북정릉천점,서울특별시 성북구 정릉로 21길 18 (정릉동) 1층,127.0090946,37.60660557,B,1129013300,서울특별시,성북구,정릉동,H,1129064000,서울특별시,성북구,정릉3동
2082,CU 정릉아리랑점,"서울특별시 성북구 정릉로 272, (정릉동)",127.013614,37.60313834,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
2083,CU 정릉경남점,"서울특별시 성북구 정릉로 305(정릉동 경남아파트상가) 1층 1동 103,104호",127.0178044,37.60485818,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
2084,emart24 정릉로터리점,서울특별시 성북구 정릉로 38길 17,127.0188332,37.60154189,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
2085,CU 정릉제일점,"서울특별시 성북구 정릉로 38라길 17, (정릉동)",127.0196491,37.60150361,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
2086,CU 정릉센터점,"서울특별시 성북구 정릉로 38마길 29 (정릉동, 우성아파트상가) 1층 101,102,103,104호",127.0168879,37.60134552,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
2087,CU 성북돈암점,"서울특별시 성북구 정릉로 402-9, 상가(돈암동, 범양아파트) 1층 1동 105호",127.0273874,37.60385619,B,1129010300,서울특별시,성북구,돈암동,H,1129058000,서울특별시,성북구,돈암1동
2088,CU 국민대점,"서울특별시 성북구 정릉로 8길 75, (정릉동) 1층 가동 2호",126.999049,37.60827793,B,1129013300,서울특별시,성북구,정릉동,H,1129064000,서울특별시,성북구,정릉3동
2089,세븐일레븐 종암동덕기숙사점,서울특별시 성북구 종암로 123,127.0331661,37.60101126,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
2090,미니스톱 종암아이파크점,서울특별시 성북구 종암로 19길 50,127.0318568,37.59804513,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
2091,CU 성북종암파크점,서울특별시 성북구 종암로 19길 7 (종암동) 0,127.0342415,37.59841605,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
2092,CU 종암오거리점,"서울특별시 성북구 종암로 27길 25-4, (종암동)",127.0310402,37.60251661,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
2093,세븐일레븐 하월곡타운점,서울특별시 성북구 종암로 38길 26,127.0328811,37.60641517,B,1129013600,서울특별시,성북구,하월곡동,H,1129071500,서울특별시,성북구,월곡1동
2094,CU 종암행복점,"서울특별시 성북구 종암로 5길 29, (종암동) 5호",127.034286,37.59409141,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
2095,CU 성북진영점,"서울특별시 성북구 종암로 78,  (종암동) 1층",127.0354907,37.59726391,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
2096,CU 보문좋은점,"서울특별시 성북구 지봉로 175, (보문동2가)",127.0181436,37.58504712,B,1129013100,서울특별시,성북구,보문동2가,H,1129061000,서울특별시,성북구,보문동
2097,CU 석관중앙점,서울특별시 성북구 한천로 71길 26,127.0626018,37.60896131,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
2098,세븐일레븐 월곡동덕여대점,서울특별시 성북구 화랑로 11길 31층(하월곡동),127.0419984,37.60375027,B,1129013600,서울특별시,성북구,하월곡동,H,1129072500,서울특별시,성북구,월곡2동
2099,CU 동덕우체국점,"서울특별시 성북구 화랑로 13길 79-2, (하월곡동)",127.0407606,37.6066596,B,1129013600,서울특별시,성북구,하월곡동,H,1129071500,서울특별시,성북구,월곡1동
2100,세븐일레븐 상월곡역점,서울특별시 성북구 화랑로 167,127.049104,37.60695228,B,1129013700,서울특별시,성북구,상월곡동,H,1129072500,서울특별시,성북구,월곡2동
2101,CU 상월곡점,서울특별시 성북구 화랑로 18길 48,127.0502656,37.605556,B,1129013700,서울특별시,성북구,상월곡동,H,1129072500,서울특별시,성북구,월곡2동
2102,CU SK장삼주유소점,"서울특별시 성북구 화랑로 293, (장위동) 1층",127.0610065,37.61333672,B,1129013800,서울특별시,성북구,장위동,H,1129078000,서울특별시,성북구,장위3동
2103,CU 석관한예종점,"서울특별시 성북구 화랑로 32길 145,  (석관동) 1층",127.0603111,37.60467218,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
2104,emart24 성북석관점,서울특별시 성북구 화랑로 32길 47,127.0573419,37.6084239,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
2105,emart24 월곡역점,서울특별시 성북구 화랑로 77,127.040893,37.60251589,B,1129013600,서울특별시,성북구,하월곡동,H,1129072500,서울특별시,성북구,월곡2동
2106,GS25 GS25고대안암점,"서울 성북구 개운사길14, 1층(안암동5가 101-28)",127.0294633,37.58700576,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2107,GS25 GS25고대개운점,서울 성북구 개운사길56(안암동5가 15-19),127.0293489,37.58884295,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
2108,세븐일레븐 길음뉴타운점,서울 성북구 길음동 1283-4,127.0230381,37.6047574,B,1129013400,서울특별시,성북구,길음동,H,1129066000,서울특별시,성북구,길음1동
2109,GS25 GS25길음본점,"서울 성북구 길음로 33, B동 19호(길음동 1284, 상가)",127.0220941,37.60505594,B,1129013400,서울특별시,성북구,길음동,H,1129066000,서울특별시,성북구,길음1동
2110,GS25 GS25길음래미안,"서울 성북구 길음로 9길50, 상가 112호 (길음동 1286, 길음뉴타운9단지)",127.0209472,37.60269473,B,1129013400,서울특별시,성북구,길음동,H,1129066000,서울특별시,성북구,길음1동
2111,GS25 GS25석관미소점,"서울 성북구 돌곶이로 8바길39, 1층 (석관동 67-18)",127.0637233,37.60894317,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
2112,세븐일레븐 성북성신점,서울 성북구 동선동3가 212-1,127.0208977,37.5926297,B,1129011800,서울특별시,성북구,동선동3가,H,1129057500,서울특별시,성북구,동선동
2113,GS25 GS25돈암야채왕점,서울 성북구 동소문동5가85번지 1층,127.0164781,37.59202535,B,1129010800,서울특별시,성북구,동소문동5가,H,1129055500,서울특별시,성북구,삼선동
