,병원분류명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
0,의원,서울특별시 강남구 도산대로 118 (논현동 신사빌딩 2층),127.0218085,37.5166042,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
1,한방병원,서울특별시 강남구 봉은사로 612 (삼성동),127.0621478,37.51427969,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
2,의원,서울특별시 영등포구 경인로 841 영등포우체국 45층 (영등포동4가),126.9087589,37.51888114,B,1156010400,서울특별시,영등포구,영등포동3가,H,1156053500,서울특별시,영등포구,영등포동
3,의원,서울특별시 용산구 유엔빌리지길 72 지하1지상12층 (한남동),127.010816,37.53218945,B,1117013100,서울특별시,용산구,한남동,H,1117068500,서울특별시,용산구,한남동
4,한의원,서울특별시 송파구 가락로 169 (송파동2층),127.1138783,37.50405979,B,1171010400,서울특별시,송파구,송파동,H,1171058000,서울특별시,송파구,송파1동
5,의원,서울특별시 강서구 양천로 366 56층 (가양동 미라클빌딩),126.8428952,37.56722796,B,1150010400,서울특별시,강서구,가양동,H,1150060300,서울특별시,강서구,가양1동
6,한의원,서울특별시 금천구 가산디지털1로 205 207호 (가산동 KCC웰츠밸리),126.8794661,37.48402924,B,1154510100,서울특별시,금천구,가산동,H,1154551000,서울특별시,금천구,가산동
7,의원,서울특별시 금천구 가산디지털1로 186 4층 403호 (가산동 제이플라츠),126.881583,37.48191219,B,1154510100,서울특별시,금천구,가산동,H,1154551000,서울특별시,금천구,가산동
8,한의원,서울특별시 동작구 사당로 293 1층 (사당동),126.980072,37.48495624,B,1159010700,서울특별시,동작구,사당동,H,1159063000,서울특별시,동작구,사당2동
9,의원,서울특별시 강남구 테헤란로 128  (역삼동),127.0325921,37.49912943,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
10,치과의원,서울특별시 서초구 사평대로 368 중앙빌딩 5층 (서초동),127.0235193,37.50378798,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
11,의원,서울특별시 구로구 가마산로27길 14 신원빌딩 2층 (구로동),126.8918534,37.49772931,B,1153010200,서울특별시,구로구,구로동,H,1153056000,서울특별시,구로구,구로5동
12,한의원,서울특별시 은평구 통일로 626 유림빌딩 2층 (녹번동),126.9354072,37.60247202,B,1138010200,서울특별시,은평구,녹번동,H,1138051000,서울특별시,은평구,녹번동
13,의원,서울특별시 서초구 강남대로 547 2층 (반포동 한국교과서연구재단빌딩),127.0210422,37.5106505,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
14,병원,서울특별시 중랑구 면목로 473 (상봉동),127.0856304,37.59405013,B,1126010200,서울특별시,중랑구,상봉동,H,1126059000,서울특별시,중랑구,상봉2동
15,한의원,서울특별시 강남구 언주로152길 14 로데오빌딩 5층 (신사동),127.0348494,37.52262635,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
16,의원,서울특별시 관악구 은천로 109 2층 201호 (봉천동 한독빌딩),126.9475559,37.48700373,B,1162010100,서울특별시,관악구,봉천동,H,1162056500,서울특별시,관악구,성현동
17,의원,서울특별시 관악구 신림로 339 (신림동),126.9292787,37.48455869,B,1162010200,서울특별시,관악구,신림동,H,1162069500,서울특별시,관악구,신림동
18,의원,서울특별시 강남구 강남대로 390 21층 (역삼동),127.0285792,37.49784022,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
19,의원,서울특별시 중랑구 망우로 463 2층 (망우동),127.1036389,37.60065978,B,1126010500,서울특별시,중랑구,망우동,H,1126065500,서울특별시,중랑구,망우본동
20,의원,서울특별시 광진구 광나루로 608 (구의동),127.0952833,37.54118611,B,1121510300,서울특별시,광진구,구의동,H,1121587000,서울특별시,광진구,구의3동
21,한의원,서울특별시 강동구 천중로52길 27,127.1439621,37.53955527,B,1174010500,서울특별시,강동구,길동,H,1174068500,서울특별시,강동구,길동
22,한의원,서울특별시 구로구 천왕로 106 골드프라자 401402호 (오류동),126.8388662,37.48597746,B,1153011100,서울특별시,구로구,천왕동,H,1153078000,서울특별시,구로구,오류2동
23,한의원,서울특별시 강남구 봉은사로73길 47 1층 (삼성동),127.0494891,37.51540291,B,1168010500,서울특별시,강남구,삼성동,H,1168059000,서울특별시,강남구,삼성2동
24,한의원,서울특별시 구로구 도림로26길 10 해맑은미소 56층 (구로동),126.8942649,37.49097394,B,1153010200,서울특별시,구로구,구로동,H,1153054000,서울특별시,구로구,구로3동
25,한의원,서울특별시 서대문구 수색로2길 6 2층 (남가좌동),126.9160043,37.57022183,B,1141012000,서울특별시,서대문구,남가좌동,H,1141069000,서울특별시,서대문구,남가좌1동
26,한의원,서울특별시 강동구 올림픽로 664 306호 (천호동 대우 한강 베네시티),127.1249758,37.54055538,B,1174010900,서울특별시,강동구,천호동,H,1174061000,서울특별시,강동구,천호2동
27,의원,서울특별시 양천구 등촌로 2 202호 (목동),126.8643914,37.5303245,B,1147010200,서울특별시,양천구,목동,H,1147054000,서울특별시,양천구,목4동
28,의원,서울특별시 강남구 삼성로 155  (대치동),127.0629541,37.4938805,B,1168010600,서울특별시,강남구,대치동,H,1168060000,서울특별시,강남구,대치1동
29,의원,서울특별시 강남구 남부순환로 2912,127.0561141,37.4906822,B,1168010600,서울특별시,강남구,대치동,H,1168060000,서울특별시,강남구,대치1동
30,한의원,서울특별시 종로구 인사동11길 16-1 (견지동),126.9837624,37.57385458,B,1111012900,서울특별시,종로구,견지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
31,한의원,서울특별시 서초구 서초중앙로20길 21 202호호 (서초동 우정빌딩),127.015261,37.49240422,B,1165010800,서울특별시,서초구,서초동,H,1165051000,서울특별시,서초구,서초1동
32,의원,서울특별시 구로구 구일로10길 49,126.874544,37.49563975,B,1153010200,서울특별시,구로구,구로동,H,1153052000,서울특별시,구로구,구로1동
33,병원,서울특별시 서초구 서초중앙로 126 (서초동),127.0141168,37.49299182,B,1165010800,서울특별시,서초구,서초동,H,1165051000,서울특별시,서초구,서초1동
34,의원,서울특별시 은평구 서오릉로 145 상원빌딩 4층 (구산동),126.9164791,37.61128579,B,1138010500,서울특별시,은평구,구산동,H,1138056000,서울특별시,은평구,구산동
35,치과의원,서울특별시 용산구 이태원로 142-1 3층 (이태원동),126.9896997,37.53395186,B,1117013000,서울특별시,용산구,이태원동,H,1117065000,서울특별시,용산구,이태원1동
36,의원,서울특별시 강남구 강남대로 616 12층 (신사동 신사미타워),127.0197997,37.51685683,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
37,의원,서울특별시 강동구 천호대로 1034 3층 301호 (성내동 탑 메디칼센타),127.1267367,37.53718113,B,1174010800,서울특별시,강동구,성내동,H,1174065000,서울특별시,강동구,성내2동
38,의원,서울특별시 서초구 서초중앙로 118 8층 (서초동 카이스시스템빌딩),127.0142298,37.49239353,B,1165010800,서울특별시,서초구,서초동,H,1165051000,서울특별시,서초구,서초1동
39,의원,서울특별시 관악구 남부순환로 1877 (봉천동),126.9582995,37.47948369,B,1162010100,서울특별시,관악구,봉천동,H,1162057500,서울특별시,관악구,행운동
40,의원,서울특별시 은평구 진흥로 150 2층 (녹번동),126.9266432,37.60864363,B,1138010200,서울특별시,은평구,녹번동,H,1138051000,서울특별시,은평구,녹번동
41,의원,서울특별시 성북구 동소문로 125 5~6층 (동선동4가),127.0182168,37.59415547,B,1129011900,서울특별시,성북구,동선동4가,H,1129057500,서울특별시,성북구,동선동
42,의원,서울특별시 서대문구 통일로 448 3층 (홍제동),126.9444569,37.5888676,B,1141011100,서울특별시,서대문구,홍제동,H,1141064000,서울특별시,서대문구,홍제3동
43,의원,서울특별시 영등포구 영중로 6 11~13층 (영등포동3가 영등포키스톤타워),126.9066528,37.51696216,B,1156010400,서울특별시,영등포구,영등포동3가,H,1156053500,서울특별시,영등포구,영등포동
44,한의원,서울특별시 종로구 종로 237 (종로5가 서울보화당),127.0042109,37.57131482,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
45,의원,서울특별시 강남구 테헤란로 513 (삼성동 B1일부4910층테헤란로81길10B1일부삼성로92길2934),127.0588898,37.50802478,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
46,의원,서울특별시 마포구 신촌로 92 710층 (노고산동),126.9356646,37.55517313,B,1144011000,서울특별시,마포구,노고산동,H,1144066000,서울특별시,마포구,서교동
47,치과의원,서울특별시 강동구 올림픽로 653 (천호동),127.1234508,37.53997494,B,1174010900,서울특별시,강동구,천호동,H,1174061000,서울특별시,강동구,천호2동
48,의원,서울특별시 서초구 서리풀길 1 2층 (서초동),127.0209585,37.48649994,B,1165010800,서울특별시,서초구,서초동,H,1165051000,서울특별시,서초구,서초1동
49,의원,서울특별시 강동구 양재대로 1633 (명일동),127.1437858,37.55141263,B,1174010100,서울특별시,강동구,명일동,H,1174053000,서울특별시,강동구,명일1동
50,의원,서울특별시 강남구 논현로 610 (논현동),127.033775,37.50824167,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
51,의원,서울특별시 금천구 가산디지털1로 186 제이플라츠 401~402호 (가산동),126.881583,37.48191219,B,1154510100,서울특별시,금천구,가산동,H,1154551000,서울특별시,금천구,가산동
52,치과의원,서울특별시 은평구 통일로 728-1 (불광동),126.9301341,37.6106492,B,1138010300,서울특별시,은평구,불광동,H,1138052000,서울특별시,은평구,불광1동
53,의원,서울특별시 송파구 송이로 87 (가락동 3층),127.1207951,37.49834055,B,1171010700,서울특별시,송파구,가락동,H,1171062000,서울특별시,송파구,가락본동
54,의원,서울특별시 강서구 화곡로 173 (화곡동),126.8407529,37.54204763,B,1150010300,서울특별시,강서구,화곡동,H,1150061500,서울특별시,강서구,우장산동
55,치과의원,서울특별시 강남구 테헤란로 513 (삼성동 지하1층일부),127.0588898,37.50802478,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
56,의원,서울특별시 금천구 탑골로3가길 22 전진상사회복지관 (시흥동),126.9107337,37.45258648,B,1154510300,서울특별시,금천구,시흥동,H,1154571000,서울특별시,금천구,시흥5동
57,치과의원,서울특별시 강남구 도곡로 181 2층 (역삼동),127.0390344,37.49209241,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
58,의원,서울특별시 강남구 압구정로 432 7층 (청담동),127.0440799,37.52660632,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
59,의원,서울특별시 종로구 세종대로23길 54 (당주동),126.9728827,37.5717772,B,1111011700,서울특별시,종로구,당주동,H,1111053000,서울특별시,종로구,사직동
60,의원,서울특별시 성북구 아리랑로 3 5층 (동소문동6가 기업은행),127.0161738,37.59302413,B,1129010900,서울특별시,성북구,동소문동6가,H,1129057500,서울특별시,성북구,동선동
61,한의원,서울특별시 강남구 도곡로 219 2층 (역삼동),127.0428571,37.49331646,B,1168010100,서울특별시,강남구,역삼동,H,1168065000,서울특별시,강남구,역삼2동
62,의원,서울특별시 송파구 마천로 29 5층 (방이동),127.1242425,37.50953106,B,1171011100,서울특별시,송파구,방이동,H,1171056100,서울특별시,송파구,방이1동
63,의원,서울특별시 성동구 왕십리로 410 L동 3층 320호 (하왕십리동 센트라스),127.0240824,37.56659122,B,1120010100,서울특별시,성동구,상왕십리동,H,1120053500,서울특별시,성동구,왕십리도선동
64,요양병원,서울특별시 구로구 남부순환로 1291 (가리봉동 영진오피스),126.8943272,37.47888968,B,1153010300,서울특별시,구로구,가리봉동,H,1153059500,서울특별시,구로구,가리봉동
65,의원,서울특별시 노원구 한글비석로 264 (중계동),127.0770723,37.65084466,B,1135010600,서울특별시,노원구,중계동,H,1135061900,서울특별시,노원구,중계본동
66,한의원,서울특별시 관악구 난곡로 197 (신림동),126.9189654,37.47254864,B,1162010200,서울특별시,관악구,신림동,H,1162077500,서울특별시,관악구,난곡동
67,의원,서울특별시 강동구 천호대로157길 53 2층 (천호동 강동농협 로데오지점),127.1275294,37.54018324,B,1174010900,서울특별시,강동구,천호동,H,1174061000,서울특별시,강동구,천호2동
68,의원,서울특별시 서초구 서초대로77길 3 14층 140114021403호 (서초동 아라타워),127.0265407,37.49794341,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
69,의원,서울특별시 강남구 도곡로 405 삼환 아르누보2 204호 (대치동),127.0546701,37.49736972,B,1168010600,서울특별시,강남구,대치동,H,1168063000,서울특별시,강남구,대치4동
70,한의원,서울특별시 강남구 선릉로 515 동인빌딩 3층 5층 (역삼동),127.048234,37.50544553,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
71,한의원,서울특별시 동대문구 약령중앙로10길 9 (제기동),127.0377227,37.58255814,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
72,종합병원,서울특별시 성북구 고려대로 73 고려대병원 (안암동5가),127.0264709,37.58715608,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
73,병원,서울특별시 송파구 송파대로 562 238층 (신천동 한빛프라자삼성웰리스아파트),127.099503,37.51532452,B,1171010200,서울특별시,송파구,신천동,H,1171071000,서울특별시,송파구,잠실6동
74,의원,서울특별시 중구 장충단로13길 7 6층 (을지로6가을호빌딩),127.0081852,37.56775613,B,1114014800,서울특별시,중구,을지로6가,H,1114059000,서울특별시,중구,광희동
75,의원,서울특별시 영등포구 선유로 138 롯데마트 양평점 (양평동3가),126.891572,37.52606589,B,1156012700,서울특별시,영등포구,양평동3가,H,1156061000,서울특별시,영등포구,양평1동
76,의원,서울특별시 관악구 남부순환로 1738 2층 (봉천동),126.9430165,37.4819722,B,1162010100,서울특별시,관악구,봉천동,H,1162059500,서울특별시,관악구,청룡동
77,한의원,서울특별시 동작구 신대방길 88 2층 (신대방동 신대방프라자),126.9096493,37.48971809,B,1159010900,서울특별시,동작구,신대방동,H,1159067000,서울특별시,동작구,신대방1동
78,의원,서울특별시 송파구 풍성로 52 (풍납동 대아아파트),127.1180601,37.5338239,B,1171010300,서울특별시,송파구,풍납동,H,1171052000,서울특별시,송파구,풍납2동
79,한의원,서울특별시 구로구 개봉로 67 2층 (개봉동),126.8556367,37.49174396,B,1153010700,서울특별시,구로구,개봉동,H,1153075000,서울특별시,구로구,개봉2동
80,한의원,서울특별시 중구 세종대로11길 42 4층 (서소문동 부림빌딩),126.9736191,37.56226955,B,1114016600,서울특별시,중구,서소문동,H,1114052000,서울특별시,중구,소공동
81,의원,서울특별시 은평구 통일로 730 보광빌딩 5층 502호 (불광동),126.9300931,37.61081531,B,1138010300,서울특별시,은평구,불광동,H,1138052000,서울특별시,은평구,불광1동
82,의원,서울특별시 구로구 고척로 203 34층 (고척동),126.8558312,37.50527766,B,1153010600,서울특별시,구로구,고척동,H,1153073000,서울특별시,구로구,고척2동
83,의원,서울특별시 노원구 한글비석로 77 3층 (하계동),127.0704667,37.63755987,B,1135010400,서울특별시,노원구,하계동,H,1135061100,서울특별시,노원구,하계1동
84,의원,서울특별시 서초구 신반포로 45 K동 10호 (반포동 반포동 반포상가),126.9890996,37.50193863,B,1165010700,서울특별시,서초구,반포동,H,1165055000,서울특별시,서초구,반포본동
85,한의원,서울특별시 서초구 고무래로 32 2층 201호 (반포동 반포트라이엄프메딕스빌딩),127.0118944,37.50243258,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
86,의원,서울특별시 서초구 고무래로 32 2층 201호 (반포동 반포트라이엄프메딕스빌딩),127.0121553,37.50242017,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
87,한의원,서울특별시 강남구 봉은사로 109 3층 (논현동 싼타홍메디컬타워),127.0255826,37.50511743,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
88,의원,서울특별시 강남구 도산대로 134 13층 (논현동 페이토빌딩),127.0233788,37.51735353,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
89,한의원,서울특별시 강동구 올림픽로 774 2층 (암사동),127.1278542,37.55018757,B,1174010700,서울특별시,강동구,암사동,H,1174057000,서울특별시,강동구,암사1동
90,치과의원,서울특별시 영등포구 영신로40길 16 (영등포동6가),126.9030187,37.52108222,B,1156010700,서울특별시,영등포구,영등포동6가,H,1156053500,서울특별시,영등포구,영등포동
91,의원,서울특별시 서초구 서초대로 274 2층 (서초동),127.0119049,37.49281907,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
92,의원,서울특별시 서초구 강남대로 463 리젠메디컬타워 5층 (서초동),127.0244466,37.50344901,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
93,요양병원,서울특별시 구로구 공원로6가길 4 고려 수 타워 (구로동),126.8915986,37.50189172,B,1153010200,서울특별시,구로구,구로동,H,1153056000,서울특별시,구로구,구로5동
94,의원,서울특별시 종로구 종로 69 4층 (종로2가 YMCA),126.9853162,37.57057516,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
95,의원,서울특별시 강남구 압구정로 432 (청담동),127.0440799,37.52660632,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
96,의원,서울특별시 강남구 언주로164길 30 (신사동 지하1층~지상3층일부),127.0359611,37.52543417,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
97,의원,서울특별시 강남구 도산대로 111 (신사동 S-TOWER 11~12층),127.020691,37.51696119,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
98,한의원,서울특별시 동작구 상도로 172 (상도동),126.9381682,37.50416697,B,1159010200,서울특별시,동작구,상도동,H,1159054000,서울특별시,동작구,상도2동
99,한의원,서울특별시 송파구 백제고분로 365 태문빌딩 9층 (석촌동),127.1062981,37.50526699,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
100,의원,서울특별시 금천구 남부순환로 1372 (독산동),126.9036452,37.47949989,B,1154510200,서울특별시,금천구,독산동,H,1154563000,서울특별시,금천구,독산3동
101,의원,서울특별시 성동구 행당로 84 314호 (행당동 한진타운 종합상가),127.0287465,37.55656749,B,1120010700,서울특별시,성동구,행당동,H,1120057000,서울특별시,성동구,행당2동
102,한의원,서울특별시 동작구 흑석로 110 4층 (흑석동),126.9614232,37.50811605,B,1159010500,서울특별시,동작구,흑석동,H,1159060500,서울특별시,동작구,흑석동
103,치과의원,서울특별시 서대문구 연세로 39 234층 (창천동),126.9366831,37.55917051,B,1141011600,서울특별시,서대문구,창천동,H,1141058500,서울특별시,서대문구,신촌동
104,한의원,서울특별시 서초구 서초중앙로 147 401호 (서초동 서초법조타운),127.0130649,37.49487129,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
105,의원,서울특별시 강남구 삼성로 212  (대치동 은마아파트),127.0639608,37.49532387,B,1168010600,서울특별시,강남구,대치동,H,1168061000,서울특별시,강남구,대치2동
106,의원,서울특별시 마포구 토정로 222 2층 202호 (신수동 한국출판협동조합),126.9354251,37.54434326,B,1144011100,서울특별시,마포구,신수동,H,1144063000,서울특별시,마포구,신수동
107,의원,서울특별시 영등포구 양평로 99 10층 (양평동4가),126.8960698,37.53647623,B,1156012800,서울특별시,영등포구,양평동4가,H,1156062000,서울특별시,영등포구,양평2동
108,한의원,서울특별시 관악구 양녕로 58 302호 (봉천동 고은빌딩),126.9470378,37.48731165,B,1162010100,서울특별시,관악구,봉천동,H,1162056500,서울특별시,관악구,성현동
109,의원,서울특별시 강남구 논현로 848 (신사동 12층일부),127.0288383,37.52457476,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
110,의원,서울특별시 서초구 방배중앙로 208 반포래디앙 시그니처 302호 (방배동),126.9854085,37.49771006,B,1165010100,서울특별시,서초구,방배동,H,1165059000,서울특별시,서초구,방배본동
111,치과의원,서울특별시 송파구 올림픽로 300 4층 (신천동),127.1040438,37.51356452,B,1171010200,서울특별시,송파구,신천동,H,1171071000,서울특별시,송파구,잠실6동
112,의원,서울특별시 서초구 강남대로 437 5층 (서초동),127.0254547,37.50135125,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
113,한의원,서울특별시 중랑구 봉우재로14길 23 거흥빌딩 2층 (면목동),127.0784015,37.58950695,B,1126010100,서울특별시,중랑구,면목동,H,1126052000,서울특별시,중랑구,면목2동
114,치과의원,서울특별시 동대문구 망우로 131  (휘경동),127.0674298,37.5918491,B,1123010900,서울특별시,동대문구,휘경동,H,1123072000,서울특별시,동대문구,휘경1동
115,의원,서울특별시 종로구 종로12길 23 3층 (관철동),126.9859051,37.56895344,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
116,치과의원,서울특별시 서초구 논현로 139 (양재동),127.0426715,37.48196235,B,1165010200,서울특별시,서초구,양재동,H,1165065100,서울특별시,서초구,양재1동
117,요양병원,서울특별시 광진구 동일로 82-1 (자양동),127.0630969,37.53994692,B,1121510500,서울특별시,광진구,자양동,H,1121584700,서울특별시,광진구,자양4동
118,의원,서울특별시 강남구 테헤란로 111 대건빌딩 8층 (역삼동),127.0292807,37.49888161,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
119,의원,서울특별시 종로구 종로 70 4층 (관철동),126.9851714,37.56991201,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
120,의원,서울특별시 동작구 상도로 93 3층 (상도동),126.9307845,37.50017683,B,1159010200,서울특별시,동작구,상도동,H,1159055000,서울특별시,동작구,상도3동
121,의원,서울특별시 강서구 공항대로 525 304호 (등촌동),126.8652886,37.55153965,B,1150010200,서울특별시,강서구,등촌동,H,1150052000,서울특별시,강서구,등촌1동
122,의원,서울특별시 서초구 강남대로 463 리젠메디컬타워 11층 (서초동),127.0244466,37.50344901,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
123,의원,서울특별시 강남구 강남대로 548 건우빌딩 6층 7층 (논현동),127.0273814,37.52525627,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
124,한의원,서울특별시 광진구 동일로 222 2층 (군자동),127.0695255,37.55145087,B,1121510900,서울특별시,광진구,군자동,H,1121573000,서울특별시,광진구,군자동
125,의원,서울특별시 서초구 서초중앙로 238 삼호가든쇼핑센타 2층 225호 (반포동),127.0120694,37.50296078,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
126,한의원,서울특별시 송파구 가락로36길 5 (방이동2층),127.1186783,37.50988637,B,1171011100,서울특별시,송파구,방이동,H,1171056100,서울특별시,송파구,방이1동
127,한의원,서울특별시 서초구 서초대로 397 304(좌측)호 (서초동 부띠크 모나코),127.024517,37.49743388,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
128,한의원,서울특별시 중랑구 면목로33길 33 2층 (면목동),127.0840345,37.57652517,B,1126010100,서울특별시,중랑구,면목동,H,1126054000,서울특별시,중랑구,면목4동
129,치과의원,서울특별시 마포구 도화길 29-1 3층 (도화동),126.9492325,37.54094803,B,1144010400,서울특별시,마포구,도화동,H,1144058500,서울특별시,마포구,도화동
130,치과의원,서울특별시 강남구 도산대로 420 청담스퀘어 4층 (청담동),127.0420823,37.5230535,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
131,의원,서울특별시 강남구 도산대로55길 47 3층 (청담동 기림빌딩),127.040944,37.52667593,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
132,의원,서울특별시 강남구 압구정로 158 3층 (신사동),127.0269981,37.52616614,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
133,의원,서울특별시 은평구 진관3로 11 208호 301호 (진관동 은평뉴타운 힐데스하임),126.9182694,37.6394627,B,1138011400,서울특별시,은평구,진관동,H,1138069000,서울특별시,은평구,진관동
134,의원,서울특별시 강남구 강남대로 446 한웰빌딩 3층일부7층 (역삼동),127.0259481,37.50238911,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
135,한의원,서울특별시 영등포구 양평로 127 501호 (양평동5가 기독교복음방송),126.8934973,37.53778219,B,1156012900,서울특별시,영등포구,양평동5가,H,1156062000,서울특별시,영등포구,양평2동
136,의원,서울특별시 강남구 광평로 280 지하2층 108호 (수서동 로즈데일오피스텔),127.1031067,37.48731817,B,1168011500,서울특별시,강남구,수서동,H,1168075000,서울특별시,강남구,수서동
137,의원,서울특별시 광진구 면목로 174 2층 (중곡동),127.0829843,37.56867284,B,1121510100,서울특별시,광진구,중곡동,H,1121576000,서울특별시,광진구,중곡3동
138,한의원,서울특별시 마포구 숭문길 220 (염리동),126.9466405,37.55624178,B,1144010900,서울특별시,마포구,염리동,H,1144061000,서울특별시,마포구,염리동
139,의원,서울특별시 관악구 난곡로 226 (신림동),126.9172782,37.47451465,B,1162010200,서울특별시,관악구,신림동,H,1162076500,서울특별시,관악구,미성동
140,치과의원,서울특별시 송파구 송파대로 437 석촌동174-10덕일빌딩6층 (석촌동),127.1059367,37.5051043,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
141,치과의원,서울특별시 관악구 신림로 340 13층 (신림동 르네상스빌딩),126.9300867,37.48476987,B,1162010200,서울특별시,관악구,신림동,H,1162069500,서울특별시,관악구,신림동
142,한의원,서울특별시 영등포구 양평로 5 (당산동5가 성원빌딩),126.9050183,37.53209769,B,1156011500,서울특별시,영등포구,당산동5가,H,1156056000,서울특별시,영등포구,당산2동
143,의원,서울특별시 강남구 테헤란로87길 13 7층 (삼성동),127.0585917,37.50863401,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
144,치과의원,서울특별시 강남구 봉은사로 325 3층 (논현동 라임타워),127.0423781,37.5101294,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
145,의원,서울특별시 송파구 법원로 114 C동 203호 (문정동 엠스테이트),127.1210105,37.4860542,B,1171010800,서울특별시,송파구,문정동,H,1171064200,서울특별시,송파구,문정2동
146,의원,서울특별시 양천구 오목로 345 목동 슬로우스퀘어 4층 409호 (목동),126.8758228,37.5247761,B,1147010200,서울특별시,양천구,목동,H,1147051000,서울특별시,양천구,목1동
147,치과의원,서울특별시 동대문구 고산자로 420 401호402호 (용두동),127.0386833,37.57734722,B,1123010200,서울특별시,동대문구,용두동,H,1123053600,서울특별시,동대문구,용신동
148,의원,서울특별시 성동구 고산자로 207 (행당동),127.0336773,37.5586601,B,1120010700,서울특별시,성동구,행당동,H,1120056000,서울특별시,성동구,행당1동
149,치과의원,서울특별시 영등포구 신길로 157 2층 (신길동),126.9108326,37.50636237,B,1156013200,서울특별시,영등포구,신길동,H,1156065000,서울특별시,영등포구,신길3동
150,의원,서울특별시 강북구 도봉로 333 8층 (수유동 정우빌딩),127.0250525,37.63787018,B,1130510300,서울특별시,강북구,수유동,H,1130563500,서울특별시,강북구,수유3동
151,치과의원,서울특별시 양천구 목동중앙본로 128-2,126.8720766,37.54666943,B,1147010200,서울특별시,양천구,목동,H,1147052000,서울특별시,양천구,목2동
