,병원분류명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
9723,의원,서울특별시 노원구 한글비석로 270 스카이타워 (중계동),127.0774015,37.65157123,B,1135010600,서울특별시,노원구,중계동,H,1135061900,서울특별시,노원구,중계본동
9724,의원,서울특별시 강남구 강남대로 370 4층 (역삼동),127.0292192,37.49585974,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9725,의원,서울특별시 강남구 선릉로 317 (역삼동 K7빌딩 3층일부),127.0517981,37.49784314,B,1168010100,서울특별시,강남구,역삼동,H,1168065000,서울특별시,강남구,역삼2동
9726,요양병원,서울특별시 도봉구 방학로 177 (방학동),127.032421,37.66202248,B,1132010600,서울특별시,도봉구,방학동,H,1132071000,서울특별시,도봉구,방학3동
9727,의원,서울특별시 강남구 삼성로 233 신사빌딩 2층 (대치동),127.0608994,37.49805504,B,1168010600,서울특별시,강남구,대치동,H,1168060000,서울특별시,강남구,대치1동
9728,의원,서울특별시 강서구 방화동로 37 201 601호 (방화동 메디스타워),126.8106842,37.56418219,B,1150010900,서울특별시,강서구,방화동,H,1150064000,서울특별시,강서구,방화2동
9729,치과의원,서울특별시 강동구 양재대로 1636 4층 (명일동),127.1442617,37.5516204,B,1174010100,서울특별시,강동구,명일동,H,1174053000,서울특별시,강동구,명일1동
9730,치과의원,서울특별시 강동구 양재대로 1636,127.1439347,37.55384079,B,1174010100,서울특별시,강동구,명일동,H,1174053000,서울특별시,강동구,명일1동
9731,치과의원,서울특별시 서대문구 통일로 464 홍제빌딩 4층 (홍제동),126.9432196,37.58996262,B,1141011100,서울특별시,서대문구,홍제동,H,1141064000,서울특별시,서대문구,홍제3동
9732,의원,서울특별시 서초구 강남대로 439 4층 (서초동 유화빌딩),127.0253688,37.50154229,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
9733,의원,서울특별시 강남구 학동로 443 정한빌딩 2층 (청담동),127.0493769,37.51894048,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
9734,한의원,서울특별시 강남구 논현로 826 2층 (신사동),127.0284111,37.52218889,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
9735,의원,서울특별시 서대문구 통일로 415 1지하1층 (홍제동),126.9463064,37.58650786,B,1141011100,서울특별시,서대문구,홍제동,H,1141062000,서울특별시,서대문구,홍제1동
9736,치과의원,서울특별시 강남구 강남대로94길 27-11 삼정빌딩 2층 (역삼동),127.0292045,37.50052507,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9737,의원,서울특별시 강남구 헌릉로 569 4층 402호 (세곡동 강남리더스프라자),127.1012278,37.46575324,B,1168011100,서울특별시,강남구,세곡동,H,1168070000,서울특별시,강남구,세곡동
9738,의원,서울특별시 강남구 봉은사로 105 3층 (논현동 동양빌딩),127.0250261,37.50496979,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
9739,치과의원,서울특별시 강남구 강남대로 438  12층 1201호 (역삼동),127.0263369,37.50164299,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9740,의원,서울특별시 강남구 강남대로 438,127.0261891,37.5017421,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9741,의원,서울특별시 광진구 능동로 110 스타시티 영존빌딩 A동 3층 303호 (화양동),127.0714119,37.54065794,B,1121510700,서울특별시,광진구,화양동,H,1121571000,서울특별시,광진구,화양동
9742,치과의원,서울특별시 광진구 아차산로 244 3층 (자양동),127.0702025,37.53973028,B,1121510500,서울특별시,광진구,자양동,H,1121584700,서울특별시,광진구,자양4동
9743,의원,서울특별시 성북구 종암로 122 3층 (종암동 시원빌딩),127.0339547,37.60120135,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
9744,의원,서울특별시 송파구 백제고분로 365 7층 (석촌동),127.1062173,37.50516532,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
9745,의원,서울특별시 동작구 보라매로5가길 16 514호 (신대방동 보라매아카데미타워),126.924094,37.49132843,B,1159010900,서울특별시,동작구,신대방동,H,1159068000,서울특별시,동작구,신대방2동
9746,의원,서울특별시 동작구 보라매로5가길 16 505호(신대방동보라매아카데미타워),126.924094,37.49127438,B,1159010900,서울특별시,동작구,신대방동,H,1159068000,서울특별시,동작구,신대방2동
9747,치과의원,서울특별시 성동구 왕십리로 309 401 402호 (행당동 왕십리역이스타빌),127.034652,37.56130654,B,1120010700,서울특별시,성동구,행당동,H,1120056000,서울특별시,성동구,행당1동
9748,치과의원,서울특별시 강남구 논현로 401 (역삼동),127.0389248,37.496012,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9749,의원,서울특별시 마포구 월드컵로1길 14 (합정동),126.9119002,37.54990668,B,1144012200,서울특별시,마포구,합정동,H,1144068000,서울특별시,마포구,합정동
9750,치과의원,서울특별시 강남구 논현로79길 22 1층 (역삼동),127.0365099,37.50002568,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9751,의원,서울특별시 송파구 위례광장로 136 D동 201호 (장지동 위례아이파크),127.1422143,37.47715745,B,1171010900,서울특별시,송파구,장지동,H,1171064700,서울특별시,송파구,위례동
9752,치과의원,서울특별시 성동구 매봉길 13 상가동 지하2층 205호 (옥수동 래미안옥수리버젠 ),127.0151901,37.54426958,B,1120011300,서울특별시,성동구,옥수동,H,1120064500,서울특별시,성동구,옥수동
9753,의원,서울특별시 강남구 강남대로 616 신사미타워 14층 (신사동),127.0197997,37.51685683,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
9754,치과의원,서울특별시 송파구 올림픽로 119 5층 27호 (잠실동 파인애플상가),127.0841892,37.51210605,B,1171010100,서울특별시,송파구,잠실동,H,1171067000,서울특별시,송파구,잠실2동
9755,의원,서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 종합상가동 3층 301호 (고덕동),127.1646847,37.5572346,B,1174010200,서울특별시,강동구,고덕동,H,1174056000,서울특별시,강동구,고덕2동
9756,치과의원,서울특별시 송파구 송파대로 562 9층 (신천동 한빛프라자삼성웰리스아파트),127.0996982,37.51539543,B,1171010200,서울특별시,송파구,신천동,H,1171071000,서울특별시,송파구,잠실6동
9757,의원,서울특별시 강남구 테헤란로27길 16 3층 4층일부 5층 (역삼동 BMY역삼타워),127.038031,37.5024399,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9758,의원,서울특별시 강남구 봉은사로 107 2층일부 6층일부층 (논현동),127.0253926,37.50502017,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
9759,의원,서울특별시 강남구 언주로 702 3층 (논현동 라이브플렉스타워),127.0357439,37.51581873,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
9760,의원,서울특별시 양천구 오목로 350 6층 (목동 썬택씨티빌딩),126.8762718,37.52415668,B,1147010200,서울특별시,양천구,목동,H,1147051000,서울특별시,양천구,목1동
9761,치과의원,서울특별시 송파구 백제고분로 354 동일빌딩 3층 (석촌동),127.1056091,37.50424767,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
9762,치과의원,서울특별시 종로구 평창12길 3  301호 302호 (평창동 나라빌딩),126.9672254,37.60617875,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
9763,의원,서울특별시 강남구 강남대로 616 (신사동),127.0197997,37.51685683,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
9764,치과의원,서울특별시 서초구 강남대로 439 13층-사용15층 (서초동 유화빌딩),127.0253688,37.50154229,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
9765,의원,서울특별시 강남구 선릉로 820 남한강빌딩 7층 (청담동),127.04021,37.52496067,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
9766,의원,서울특별시 서초구 사평대로57길 54 45층 (반포동 여호수아빌딩),127.0226199,37.5066101,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
9767,의원,서울특별시 송파구 백제고분로 101 (잠실동 (주)서일빌딩),127.0797273,37.50765936,B,1171010100,서울특별시,송파구,잠실동,H,1171065000,서울특별시,송파구,잠실본동
9768,치과의원,서울특별시 서대문구 증가로 138 남가좌프라자 2층 (남가좌동),126.9222358,37.57771157,B,1141012000,서울특별시,서대문구,남가좌동,H,1141070000,서울특별시,서대문구,남가좌2동
9769,의원,서울특별시 중구 퇴계로 97 고려대연각타워 3층 302호 (충무로1가),126.9825474,37.56095575,B,1114012400,서울특별시,중구,충무로1가,H,1114055000,서울특별시,중구,명동
9770,한의원,서울특별시 강남구 테헤란로103길 8-8 5층 (삼성동),127.0649585,37.51005769,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
9771,의원,서울특별시 서초구 반포대로 138 양진빌딩 1층 (서초동),127.0079648,37.49241043,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
9772,한의원,서울특별시 은평구 응암로 207 선재빌딩   동 2층 (응암동),126.9170865,37.59056343,B,1138010700,서울특별시,은평구,응암동,H,1138060000,서울특별시,은평구,응암3동
9773,한의원,서울특별시 구로구 구로중앙로 228 기임빌딩 301호 (신도림동),126.8766046,37.5061694,B,1153010100,서울특별시,구로구,신도림동,H,1153051000,서울특별시,구로구,신도림동
9774,의원,서울특별시 강남구 도산대로 122 에메랄드타워 2층 (논현동),127.0221344,37.5168456,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
9775,치과의원,서울특별시 마포구 마포대로 208 효성인텔리안 204호 (아현동),126.956851,37.55251222,B,1144010100,서울특별시,마포구,아현동,H,1144056500,서울특별시,마포구,공덕동
9776,치과의원,서울특별시 강동구 올림픽로 660 3층 301호 (천호동 천호엘크루주상복합),127.1245694,37.54016838,B,1174010900,서울특별시,강동구,천호동,H,1174061000,서울특별시,강동구,천호2동
9777,의원,서울특별시 강남구 테헤란로 139-1 4층 (역삼동 한중앙빌딩),127.0344699,37.50044076,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9778,의원,서울특별시 송파구 올림픽로 289 잠실시그마타워 3층 311~313호 (신천동),127.1025221,37.51461528,B,1171010200,서울특별시,송파구,신천동,H,1171071000,서울특별시,송파구,잠실6동
9779,의원,서울특별시 강남구 강남대로 476 5층 (논현동 urbanhive),127.0247909,37.50490857,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
9780,의원,서울특별시 강남구 학동로 308 지하1층 2~5층 (논현동 신양빌딩),127.0364133,37.51544371,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
9781,치과의원,서울특별시 동작구 동작대로 83 헤라피스빌딩 3층 (사당동),126.9815522,37.48401358,B,1159010700,서울특별시,동작구,사당동,H,1159062000,서울특별시,동작구,사당1동
9782,의원,서울특별시 마포구 대흥로 192-1 (대흥동),126.946138,37.55618028,B,1144010800,서울특별시,마포구,대흥동,H,1144060000,서울특별시,마포구,대흥동
9783,의원,서울특별시 용산구 한강대로 309 1층 (갈월동 유니온빌딩),126.971579,37.54587452,B,1117010400,서울특별시,용산구,갈월동,H,1117053000,서울특별시,용산구,남영동
9784,한의원,서울특별시 금천구 시흥대로 392-0 2층 (독산동),126.8983164,37.46845588,B,1154510200,서울특별시,금천구,독산동,H,1154564000,서울특별시,금천구,독산4동
9785,의원,서울특별시 서초구 강남대로 429 동일빌딩 6층 (서초동),127.0256867,37.50087003,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
9786,한의원,서울특별시 종로구 인사동5길 26 5층 (관훈동 홍익빌딩),126.9848675,37.57258252,B,1111012800,서울특별시,종로구,관훈동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
9787,치과의원,서울특별시 중구 명동7길 21 3층 (을지로2가 명동아르누보센텀),126.9838595,37.56473292,B,1114010500,서울특별시,중구,을지로2가,H,1114055000,서울특별시,중구,명동
9788,의원,서울특별시 서초구 강남대로 439 7층-사용8층 (서초동 유화빌딩),127.0254969,37.50163412,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
9789,의원,서울특별시 서초구 신반포로 189 반포쇼핑타운 304호 (잠원동),127.0048678,37.50654369,B,1165010600,서울특별시,서초구,잠원동,H,1165058000,서울특별시,서초구,반포3동
9790,치과의원,서울특별시 송파구 중대로 135 지하층 106호 (가락동 IT벤처빌딩),127.1226632,37.49500075,B,1171010700,서울특별시,송파구,가락동,H,1171062000,서울특별시,송파구,가락본동
9791,한의원,서울특별시 강동구 풍성로56길 15 1층 101호 (성내동 동일상가아파트),127.135062,37.52838618,B,1174010800,서울특별시,강동구,성내동,H,1174066000,서울특별시,강동구,성내3동
9792,의원,서울특별시 송파구 마천로 311 (마천동 2층&B1),127.1503638,37.49545222,B,1171011400,서울특별시,송파구,마천동,H,1171054000,서울특별시,송파구,마천1동
9793,요양병원,서울특별시 성동구 자동차시장1길 85 지하1지상3~5층 (용답동 JS빌딩),127.0673698,37.56049275,B,1120012200,서울특별시,성동구,용답동,H,1120079000,서울특별시,성동구,용답동
9794,의원,서울특별시 송파구 가락로 166 3층 (송파동),127.1138466,37.50355814,B,1171010400,서울특별시,송파구,송파동,H,1171059000,서울특별시,송파구,송파2동
9795,한방병원,서울특별시 은평구 응암로 267 정원빌딩 (응암동),126.9186614,37.59585515,B,1138010700,서울특별시,은평구,응암동,H,1138060000,서울특별시,은평구,응암3동
9796,의원,서울특별시 강남구 봉은사로 108 8층 (역삼동),127.0255915,37.50453358,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9797,의원,서울특별시 강북구 도봉로 217 1층 (미아동),127.0251127,37.62805663,B,1130510100,서울특별시,강북구,미아동,H,1130553500,서울특별시,강북구,미아동
9798,의원,서울특별시 종로구 종로 344 (숭인동 대우디오빌),127.0160834,37.57272295,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
9799,의원,서울특별시 강남구 강남대로 470 808타워 15층 (역삼동),127.0250531,37.50434629,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9800,의원,서울특별시 강서구 강서로 173 터보빌딩 4층 (화곡동),126.8396216,37.54192357,B,1150010300,서울특별시,강서구,화곡동,H,1150056000,서울특별시,강서구,화곡3동
9801,의원,서울특별시 강동구 천호대로 1089 (천호동),127.1330801,37.53615791,B,1174010900,서울특별시,강동구,천호동,H,1174062000,서울특별시,강동구,천호3동
9802,의원,서울특별시 송파구 삼전로 77 지하1층1층 (잠실동 성원빌딩),127.0887376,37.50560839,B,1171010100,서울특별시,송파구,잠실동,H,1171065000,서울특별시,송파구,잠실본동
9803,의원,서울특별시 중랑구 봉화산로 194 신아타운 702703호 (신내동),127.0947092,37.60645164,B,1126010600,서울특별시,중랑구,신내동,H,1126069000,서울특별시,중랑구,신내2동
9804,치과의원,서울특별시 은평구 통일로 714 7층 (불광동),126.9310063,37.60969907,B,1138010300,서울특별시,은평구,불광동,H,1138052000,서울특별시,은평구,불광1동
9805,의원,서울특별시 양천구 중앙로 262 메디바이오플렉스 4층 402403호 (신정동),126.8534333,37.51985979,B,1147010100,서울특별시,양천구,신정동,H,1147062000,서울특별시,양천구,신정1동
9806,한의원,서울특별시 광진구 면목로 136-1 2층 (중곡동),127.0812332,37.56557824,B,1121510100,서울특별시,광진구,중곡동,H,1121576000,서울특별시,광진구,중곡3동
9807,한의원,서울특별시 마포구 월드컵로13길 83 동명빌딩 1층 (망원동),126.905604,37.55493975,B,1144012300,서울특별시,마포구,망원동,H,1144069000,서울특별시,마포구,망원1동
9808,의원,서울특별시 중랑구 동일로 796 신한은행 (중화동),127.0798805,37.60137907,B,1126010300,서울특별시,중랑구,중화동,H,1126060000,서울특별시,중랑구,중화1동
9809,의원,서울특별시 노원구 동일로204가길 34 305호 (중계동 씨앤미빌딩),127.0681702,37.64075189,B,1135010600,서울특별시,노원구,중계동,H,1135062500,서울특별시,노원구,중계2.3동
9810,의원,서울특별시 강서구 마곡중앙5로 81 에스비타운 2층 202203204호 (마곡동),126.8185956,37.56711744,B,1150010500,서울특별시,강서구,마곡동,H,1150063000,서울특별시,강서구,방화1동
9811,의원,서울특별시 강서구 강서로 43 7층 (화곡동 도양라비앙타워),126.8465405,37.53162172,B,1150010300,서울특별시,강서구,화곡동,H,1150054000,서울특별시,강서구,화곡1동
9812,치과의원,서울특별시 강남구 논현로 868 (신사동 구정빌딩 3층일부),127.0288841,37.52608483,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
9813,한의원,서울특별시 노원구 한글비석로52길 18 (상계동),127.0665623,37.6653052,B,1135010500,서울특별시,노원구,상계동,H,1135067000,서울특별시,노원구,상계5동
9814,의원,서울특별시 강남구 도산대로57길 24 4층 (청담동),127.0418372,37.52525789,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
9815,의원,서울특별시 중구 서소문로 138 4층2층 201호 (태평로2가 대한일보빌딩),126.9763034,37.56365405,B,1114011400,서울특별시,중구,태평로2가,H,1114052000,서울특별시,중구,소공동
9816,의원,서울특별시 중구 세종대로11길 30 에이치케이스퀘어빌딩 3층 2층일부층 (서소문동),126.9742207,37.56234762,B,1114016600,서울특별시,중구,서소문동,H,1114052000,서울특별시,중구,소공동
9817,치과의원,서울특별시 노원구 동일로 1402 3층 (상계동),127.0612058,37.65382337,B,1135010500,서울특별시,노원구,상계동,H,1135069500,서울특별시,노원구,상계6.7동
9818,치과의원,서울특별시 영등포구 양산로 202 (영등포동5가2층),126.9055439,37.52246826,B,1156010600,서울특별시,영등포구,영등포동5가,H,1156053500,서울특별시,영등포구,영등포동
9819,치과의원,서울특별시 동작구 사당로 230 2층 (사당동),126.9730838,37.48346176,B,1159010700,서울특별시,동작구,사당동,H,1159065000,서울특별시,동작구,사당4동
9820,치과의원,서울특별시 도봉구 방학로 187  (방학동),127.0313756,37.66193518,B,1132010600,서울특별시,도봉구,방학동,H,1132071000,서울특별시,도봉구,방학3동
9821,치과의원,서울특별시 중랑구 면목로 492 301호 (상봉동 주연빌딩),127.0859691,37.59590458,B,1126010200,서울특별시,중랑구,상봉동,H,1126059000,서울특별시,중랑구,상봉2동
9822,치과의원,서울특별시 동대문구 천호대로 2 3층 (신설동),127.0235923,37.57504599,B,1123010100,서울특별시,동대문구,신설동,H,1123053600,서울특별시,동대문구,용신동
9823,치과의원,서울특별시 강남구 선릉로 703 3층 (논현동),127.0407591,37.5176822,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
9824,치과병원,서울특별시 동대문구 천호대로 2 (신설동),127.0235915,37.57504626,B,1123010100,서울특별시,동대문구,신설동,H,1123053600,서울특별시,동대문구,용신동
9825,치과의원,서울특별시 노원구 동일로 1372 2층 (상계동 동보빌딩),127.0617111,37.65108889,B,1135010500,서울특별시,노원구,상계동,H,1135069500,서울특별시,노원구,상계6.7동
9826,의원,서울특별시 강남구 강남대로 390 401호 (역삼동 미진프라자),127.0285792,37.49784022,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9827,치과의원,서울특별시 강남구 선릉로 312 2층 28호 (대치동),127.0526438,37.49754363,B,1168010600,서울특별시,강남구,대치동,H,1168063000,서울특별시,강남구,대치4동
9828,치과의원,서울특별시 용산구 독서당로 65-1 문약국 3층 (한남동),127.0077462,37.53383186,B,1117013100,서울특별시,용산구,한남동,H,1117068500,서울특별시,용산구,한남동
9829,치과의원,서울특별시 성북구 정릉로 250 3층(정릉동),127.011361,37.60427986,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
9830,의원,서울특별시 강남구 강남대로 372 (역삼동 화인타워 4층),127.0290715,37.49603449,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
9831,치과의원,서울특별시 서초구 방배로 95 4층 (방배동 서경빌딩),126.9963865,37.48268147,B,1165010100,서울특별시,서초구,방배동,H,1165060000,서울특별시,서초구,방배1동
9832,의원,서울특별시 서초구 강남대로 423 한승빌딩 9층 901호 (서초동),127.0258162,37.50030962,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
9833,치과의원,서울특별시 금천구 시흥대로 97,126.903209,37.4430593,B,1154510300,서울특별시,금천구,시흥동,H,1154569000,서울특별시,금천구,시흥3동
9834,의원,서울특별시 금천구 시흥대로 214 402호 (시흥동 비즈메디빌딩),126.901634,37.45305048,B,1154510300,서울특별시,금천구,시흥동,H,1154567000,서울특별시,금천구,시흥1동
9835,의원,서울특별시 금천구 시흥대로 240,126.9007246,37.45529287,B,1154510300,서울특별시,금천구,시흥동,H,1154567000,서울특별시,금천구,시흥1동
9836,치과의원,서울특별시 금천구 금하로 631 (시흥동),126.9012597,37.45493239,B,1154510300,서울특별시,금천구,시흥동,H,1154567000,서울특별시,금천구,시흥1동
9837,의원,서울특별시 마포구 만리재로 31 성은빌딩 2~3층 (신공덕동),126.954719,37.54484933,B,1144010300,서울특별시,마포구,신공덕동,H,1144056500,서울특별시,마포구,공덕동
9838,한의원,서울특별시 동대문구 천호대로 425 5층 (장안동),127.0663294,37.56156009,B,1123010600,서울특별시,동대문구,장안동,H,1123065000,서울특별시,동대문구,장안1동
9839,의원,서울특별시 중랑구 동일로 634 덕천빌딩 3층 (면목동),127.080224,37.58706583,B,1126010100,서울특별시,중랑구,면목동,H,1126052000,서울특별시,중랑구,면목2동
9840,의원,서울특별시 용산구 우사단로 2-1 2층 (보광동),126.9969182,37.53059333,B,1117013600,서울특별시,용산구,보광동,H,1117070000,서울특별시,용산구,보광동
9841,의원,서울특별시 강동구 양재대로 1589 (천호동),127.1429746,37.54753413,B,1174010900,서울특별시,강동구,천호동,H,1174060000,서울특별시,강동구,천호1동
9842,의원,서울특별시 송파구 올림픽로35가길 10 2층 210호 (신천동 잠실 더샵스타파크),127.102238,37.51691155,B,1171010200,서울특별시,송파구,신천동,H,1171071000,서울특별시,송파구,잠실6동
9843,한의원,서울특별시 강동구 진황도로 8-1 (천호동),127.1283663,37.53992284,B,1174010900,서울특별시,강동구,천호동,H,1174062000,서울특별시,강동구,천호3동
9844,의원,서울특별시 마포구 망원로 74-1 (망원동) 2층,126.9051811,37.55726092,B,1144012300,서울특별시,마포구,망원동,H,1144069000,서울특별시,마포구,망원1동
9845,한의원,서울특별시 양천구 신월로 160 엘닉스사옥 2층층 (신월동),126.8416515,37.51737224,B,1147010300,서울특별시,양천구,신월동,H,1147061000,서울특별시,양천구,신월6동
9846,치과의원,서울특별시 강동구 천호대로 1200 (둔촌동한보상가),127.1446676,37.53455566,B,1174010600,서울특별시,강동구,둔촌동,H,1174070000,서울특별시,강동구,둔촌2동
9847,의원,서울특별시 송파구 백제고분로 276 공익빌딩 4층 (석촌동),127.0972598,37.50210685,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
9848,치과의원,서울특별시 동작구 동작대로25길 16 5층 (사당동),126.980923,37.48629122,B,1159010700,서울특별시,동작구,사당동,H,1159063000,서울특별시,동작구,사당2동
9849,한의원,서울특별시 영등포구 도신로 235 104호 (신길동),126.9169467,37.51249366,B,1156013200,서울특별시,영등포구,신길동,H,1156051500,서울특별시,영등포구,영등포본동
9850,한의원,서울특별시 영등포구 신풍로 93 메트하임 2층 201호 (신길동),126.9166436,37.50026861,B,1156013200,서울특별시,영등포구,신길동,H,1156068000,서울특별시,영등포구,신길6동
9851,치과의원,서울특별시 영등포구 도신로 235 2층 201호 (신길동),126.9169467,37.51249366,B,1156013200,서울특별시,영등포구,신길동,H,1156051500,서울특별시,영등포구,영등포본동
9852,의원,서울특별시 영등포구 도신로 120 신영빌딩 2~3층 (신길동),126.9054196,37.50821063,B,1156013200,서울특별시,영등포구,신길동,H,1156065000,서울특별시,영등포구,신길3동
9853,의원,서울특별시 영등포구 신길로 147 5층 (신길동),126.9105101,37.50542076,B,1156013200,서울특별시,영등포구,신길동,H,1156065000,서울특별시,영등포구,신길3동
9854,의원,서울특별시 영등포구 가마산로69가길 12 2층 (신길동),126.9096069,37.50613078,B,1156013200,서울특별시,영등포구,신길동,H,1156065000,서울특별시,영등포구,신길3동
9855,치과의원,서울특별시 영등포구 신길로28길 9 근린생활시설동 지하1층 56호 (신길동 힐스테이트 클래시안),126.911014,37.50333477,B,1156013200,서울특별시,영등포구,신길동,H,1156068000,서울특별시,영등포구,신길6동
9856,치과의원,서울특별시 영등포구 가마산로 437-2 (신길동),126.9051653,37.50534883,B,1156013200,서울특별시,영등포구,신길동,H,1156065000,서울특별시,영등포구,신길3동
9857,치과의원,서울특별시 광진구 능동로 68 B동 203호 (자양동이튼타워1지구),127.0698023,37.53720975,B,1121510500,서울특별시,광진구,자양동,H,1121584000,서울특별시,광진구,자양3동
9858,의원,서울특별시 중구 퇴계로 447 2층 217호 (황학동 황학 아크로타워),127.0220947,37.56594769,B,1114016500,서울특별시,중구,황학동,H,1114067000,서울특별시,중구,황학동
9859,의원,서울특별시 영등포구 도신로 109,126.9041869,37.50810887,B,1156011800,서울특별시,영등포구,도림동,H,1156058500,서울특별시,영등포구,도림동
9860,의원,서울특별시 강남구 학동로 342 (논현동),127.0408571,37.51675051,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
9861,의원,서울특별시 노원구 섬밭로 209 206호 (하계동 벽산상가),127.0656953,37.6350771,B,1135010400,서울특별시,노원구,하계동,H,1135061200,서울특별시,노원구,하계2동
9862,의원,서울특별시 양천구 오목로 66 (신월동),126.8449077,37.52246181,B,1147010300,서울특별시,양천구,신월동,H,1147057000,서울특별시,양천구,신월2동
9863,치과의원,서울특별시 중랑구 신내로17길 39 (신내동),127.0938309,37.61522969,B,1126010600,서울특별시,중랑구,신내동,H,1126069000,서울특별시,중랑구,신내2동
9864,의원,서울특별시 중랑구 신내로 82 202203501502호 (신내동 금강프라자),127.0955702,37.6066816,B,1126010600,서울특별시,중랑구,신내동,H,1126068000,서울특별시,중랑구,신내1동
9865,의원,서울특별시 중랑구 신내로 50-3 3층 (신내동 선일빌딩),127.0959819,37.60370623,B,1126010600,서울특별시,중랑구,신내동,H,1126068000,서울특별시,중랑구,신내1동
9866,의원,서울특별시 중랑구 신내로 82 302호 (신내동 금강프라자),127.0955702,37.6066816,B,1126010600,서울특별시,중랑구,신내동,H,1126068000,서울특별시,중랑구,신내1동
9867,의원,서울특별시 중랑구 봉화산로 215 2층 (신내동),127.0966029,37.60759077,B,1126010600,서울특별시,중랑구,신내동,H,1126068000,서울특별시,중랑구,신내1동
9868,한의원,서울특별시 중랑구 봉화산로 194 신아타운 7층 711호 (신내동),127.0947092,37.60645164,B,1126010600,서울특별시,중랑구,신내동,H,1126069000,서울특별시,중랑구,신내2동
9869,의원,서울특별시 강남구 강남대로 476 urbanhive 6층 일부층 (논현동),127.0247909,37.50490857,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
9870,한의원,서울특별시 동작구 동작대로29길 9 (사당동),126.9814925,37.48794196,B,1159010700,서울특별시,동작구,사당동,H,1159063000,서울특별시,동작구,사당2동
