,약국명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
293,중앙약국,"서울특별시 은평구 통일로 875 (갈현동, 흥진빌딩)",126.9196585,37.6211525,B,1138010400,서울특별시,은평구,갈현동,H,1138055100,서울특별시,은평구,갈현1동
294,늘푸른약국,"서울특별시 성북구 돌곶이로 25 (석관동, 씨티홈)",127.0610515,37.6066611,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
295,정명약국,"서울특별시 영등포구 의사당대로 108 1층 119호 (여의도동, 아일렉스)",126.9238388,37.521005099999996,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
296,드림온누리약국,"서울특별시 도봉구 마들로 551 상가동 1층 120호 (창동, 쌍용아파트)",127.0485169,37.6596069,B,1132010700,서울특별시,도봉구,창동,H,1132051400,서울특별시,도봉구,창4동
297,은혜약국,서울특별시 영등포구 국제금융로6길 33 1층 104호 (여의도동),126.9269566,37.5207575,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
298,위례푸른약국,서울특별시 송파구 위례광장로 193 1층 (장지동),127.1422043,37.4817473,B,1171010900,서울특별시,송파구,장지동,H,1171064700,서울특별시,송파구,위례동
299,더사랑약국,서울특별시 성북구 아리랑로 16 1층 104호 (동선동4가),127.0165047,37.5942338,B,1129011900,서울특별시,성북구,동선동4가,H,1129057500,서울특별시,성북구,동선동
300,다산온누리약국,서울특별시 중구 다산로 133-1 (신당동),127.0109786,37.5558768,B,1114016200,서울특별시,중구,신당동,H,1114062500,서울특별시,중구,다산동
301,당산수약국,서울특별시 영등포구 양평로 53 (당산동5가),126.9004219,37.5343222,B,1156011500,서울특별시,영등포구,당산동5가,H,1156056000,서울특별시,영등포구,당산2동
302,백현약국,서울특별시 중구 난계로23길 1 (황학동),127.0232218,37.5703096,B,1114016500,서울특별시,중구,황학동,H,1114067000,서울특별시,중구,황학동
303,글로리아약국,"서울특별시 종로구 평창문화로 75 A109호 (평창동, 글로리아타운)",126.9690288,37.6068376,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
304,메디칼푸른약국,"서울특별시 영등포구 양평로 16 1층 105호 (당산동6가, 당산동 대정프라자)",126.9045068,37.5328795,B,1156011600,서울특별시,영등포구,당산동6가,H,1156056000,서울특별시,영등포구,당산2동
305,나래약국,"서울특별시 금천구 독산로 137 (시흥동, 시흥음악학원)",126.9047632,37.4596306,B,1154510300,서울특별시,금천구,시흥동,H,1154567000,서울특별시,금천구,시흥1동
306,인제약국,서울특별시 종로구 종로 194 (종로4가),126.9991693,37.5706339,B,1111016100,서울특별시,종로구,종로4가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
307,서울진약국,서울특별시 강북구 삼양로 319 1층 (수유동),127.0175079,37.6318474,B,1130510300,서울특별시,강북구,수유동,H,1130561500,서울특별시,강북구,수유1동
308,햇님약국,서울특별시 광진구 천호대로111길 19 (중곡동),127.0822923,37.5573511,B,1121510100,서울특별시,광진구,중곡동,H,1121575000,서울특별시,광진구,중곡2동
309,미아역온누리약국,서울특별시 강북구 도봉로 217 1층 (미아동),127.0251108,37.6280577,B,1130510100,서울특별시,강북구,미아동,H,1130553500,서울특별시,강북구,미아동
310,맑은약국,"서울특별시 은평구 진관2로 57-7 253동 104호 (진관동, 은평뉴타운우물골)",126.924494,37.6354766,B,1138011400,서울특별시,은평구,진관동,H,1138069000,서울특별시,은평구,진관동
311,현대파크빌약국,"서울특별시 구로구 공원로 41 (구로동, 현대파크빌)",126.8898944,37.5003843,B,1153010200,서울특별시,구로구,구로동,H,1153056000,서울특별시,구로구,구로5동
312,양재미소약국,서울특별시 강남구 강남대로 238 1층 101호 (도곡동),127.0347727,37.4849717,B,1168011800,서울특별시,강남구,도곡동,H,1168065500,서울특별시,강남구,도곡1동
313,안일약국,서울특별시 동작구 성대로 76 (상도동),126.9347311,37.4976884,B,1159010200,서울특별시,동작구,상도동,H,1159056000,서울특별시,동작구,상도4동
314,우리약국,"서울특별시 구로구 오류로8길 57 (오류동, 대성빌딩)",126.8434067,37.4924145,B,1153010800,서울특별시,구로구,오류동,H,1153078000,서울특별시,구로구,오류2동
315,샬롬약국,서울특별시 동작구 성대로2길 12 (상도동),126.931252,37.4994503,B,1159010200,서울특별시,동작구,상도동,H,1159055000,서울특별시,동작구,상도3동
316,중앙프라자약국,서울특별시 동작구 상도로 178 (상도동),126.9387617,37.5042942,B,1159010200,서울특별시,동작구,상도동,H,1159054000,서울특별시,동작구,상도2동
317,문정약국,서울특별시 관악구 양녕로 63 (봉천동),126.946426,37.4875982,B,1162010100,서울특별시,관악구,봉천동,H,1162060500,서울특별시,관악구,은천동
318,상산약국,서울특별시 중구 퇴계로 435 1층 (황학동),127.0199991,37.5658409,B,1114016500,서울특별시,중구,황학동,H,1114067000,서울특별시,중구,황학동
319,희망찬약국,"서울특별시 강서구 강서로 43-17 B104호호 (화곡동, 오거닉스타워)",126.8466933,37.5311061,B,1150010300,서울특별시,강서구,화곡동,H,1150054000,서울특별시,강서구,화곡1동
320,뿌리약국,서울특별시 관악구 난우길 14 (신림동),126.9188641,37.474284,B,1162010200,서울특별시,관악구,신림동,H,1162076500,서울특별시,관악구,미성동
321,이화약국,서울특별시 금천구 독산로85길 7 (독산동),126.9026742,37.472335,B,1154510200,서울특별시,금천구,독산동,H,1154563000,서울특별시,금천구,독산3동
322,레이첼약국,서울특별시 강남구 강남대로 470 808타워 5층 502호 (역삼동),127.0250552,37.5043479,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
323,동주약국,서울특별시 강동구 명일로 243 (길동),127.146775,37.5404243,B,1174010500,서울특별시,강동구,길동,H,1174068500,서울특별시,강동구,길동
324,참온누리약국,"서울특별시 구로구 오리로 1149 B108호 (오류동, 랑데르)",126.8382668,37.4866109,B,1153011100,서울특별시,구로구,천왕동,H,1153078000,서울특별시,구로구,오류2동
325,큰길약국,서울특별시 강남구 강남대로 370 지하1층 (역삼동),127.0292292,37.4958654,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
326,옵티마뚝도시장약국,서울특별시 성동구 성덕정길 96-1 (성수동2가),127.0541245,37.5374954,B,1120011500,서울특별시,성동구,성수동2가,H,1120067000,서울특별시,성동구,성수2가1동
327,연세약국,서울특별시 양천구 화곡로4길 21 (신월동),126.8282779,37.537642,B,1147010300,서울특별시,양천구,신월동,H,1147060000,서울특별시,양천구,신월5동
328,고운약국,"서울특별시 송파구 송이로32길 37 201동 1층 04호 (문정동, 문정푸르지오아파트)",127.1276788,37.4869712,B,1171010800,서울특별시,송파구,문정동,H,1171064100,서울특별시,송파구,문정1동
329,종로약국,서울특별시 강남구 도곡로 419 1층 (대치동),127.0563325,37.4976776,B,1168010600,서울특별시,강남구,대치동,H,1168063000,서울특별시,강남구,대치4동
330,동서옵티마약국,서울특별시 성북구 동소문로 304 이재범치과의원 1층 (하월곡동),127.0285473,37.6067947,B,1129013600,서울특별시,성북구,하월곡동,H,1129068500,서울특별시,성북구,길음2동
331,신양온누리약국,서울특별시 금천구 시흥대로58길 38 (시흥동),126.9033667,37.4536679,B,1154510300,서울특별시,금천구,시흥동,H,1154567000,서울특별시,금천구,시흥1동
332,드림팜약국,서울특별시 강동구 아리수로93길 27 405-1호 (강일동),127.1738035,37.5656489,B,1174011000,서울특별시,강동구,강일동,H,1174051500,서울특별시,강동구,강일동
333,봄약국,서울특별시 노원구 동일로 1392 1층 (상계동),127.0613426,37.6530591,B,1135010500,서울특별시,노원구,상계동,H,1135069500,서울특별시,노원구,상계6.7동
334,동안메디약국,서울특별시 동대문구 천호대로17길 75 1층 (용두동),127.03215,37.5774297,B,1123010200,서울특별시,동대문구,용두동,H,1123053600,서울특별시,동대문구,용신동
335,조일약국,서울특별시 은평구 연서로34길 7 (불광동),126.9272339,37.6214385,B,1138010300,서울특별시,은평구,불광동,H,1138053000,서울특별시,은평구,불광2동
336,웃는내일약국,서울특별시 영등포구  선유로 64 (문래동3가),126.8897282,37.5196812,B,1156012100,서울특별시,영등포구,문래동3가,H,1156060500,서울특별시,영등포구,문래동
337,SK온누리약국,서울특별시 강북구 솔샘로 184 에스케이북한산시티 112~113호(미아동) (미아동),127.012925,37.6199404,B,1130510100,서울특별시,강북구,미아동,H,1130557500,서울특별시,강북구,삼각산동
338,대광약국,"서울특별시 강남구 개포로109길 9 101호 (개포동, 대치임대A상가 )",127.075508,37.4946695,B,1168010300,서울특별시,강남구,개포동,H,1168074000,서울특별시,강남구,일원2동
339,하얀약국,서울특별시 관악구 난곡로 327-1 1층 (신림동),126.9139652,37.4833043,B,1162010200,서울특별시,관악구,신림동,H,1162072500,서울특별시,관악구,조원동
340,메디팜샛별약국,서울특별시 노원구 동일로 1547 동남빌딩 1층 102호 (상계동),127.0569555,37.6665688,B,1135010500,서울특별시,노원구,상계동,H,1135070000,서울특별시,노원구,상계8동
341,트리스약국,서울특별시 강남구 언주로147길 6 1층 (논현동),127.0337064,37.5200967,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
342,경희행복한약국,서울특별시 영등포구 영등포로 131 (당산동1가),126.8961206,37.5215207,B,1156011100,서울특별시,영등포구,당산동1가,H,1156055000,서울특별시,영등포구,당산1동
343,락희온누리약국,서울특별시 송파구 송파대로 381 1층 (석촌동),127.1101902,37.5014233,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
344,가까운단골약국,서울특별시 강동구 동남로 891 현대델리안오피스텔 102호 (명일동),127.1558883,37.5533457,B,1174010100,서울특별시,강동구,명일동,H,1174054000,서울특별시,강동구,명일2동
345,보현약국,"서울특별시 영등포구 신풍로 77 A동 지하2층 116호 (신길동, 래미안에스티움)",126.9137134,37.5010387,B,1156013200,서울특별시,영등포구,신길동,H,1156069000,서울특별시,영등포구,신길7동
346,하늘사랑약국,서울특별시 양천구 목동동로 293 (목동),126.8757769,37.5281774,B,1147010200,서울특별시,양천구,목동,H,1147051000,서울특별시,양천구,목1동
347,문성당약국,서울특별시 금천구 독산로64길 39 (독산동),126.9045493,37.4658749,B,1154510200,서울특별시,금천구,독산동,H,1154562000,서울특별시,금천구,독산2동
348,1번약국,서울특별시 구로구 구로동로 132 (구로동),126.8843311,37.4904265,B,1153010200,서울특별시,구로구,구로동,H,1153055000,서울특별시,구로구,구로4동
349,아너힐즈약국,"서울특별시 강남구 삼성로 11 상가 지상1층 113호 (개포동, 디에이치 아너힐즈)",127.0672555,37.4846559,B,1168010300,서울특별시,강남구,개포동,H,1168067000,서울특별시,강남구,개포2동
350,우리온누리약국,서울특별시 서대문구 통일로 87 NH농협생명빌딩 지하1층 (미근동),126.9685508,37.562783,B,1141010400,서울특별시,서대문구,미근동,H,1141056500,서울특별시,서대문구,충현동
351,새봄약국,서울특별시 용산구 백범로 287 1층 (효창동),126.9612259,37.5396003,B,1117011900,서울특별시,용산구,효창동,H,1117058000,서울특별시,용산구,효창동
352,바름약국,서울특별시 동작구 흑석로 101 1층 (흑석동),126.9605974,37.5077563,B,1159010500,서울특별시,동작구,흑석동,H,1159060500,서울특별시,동작구,흑석동
353,나무약국,서울특별시 영등포구 도림로 158 대림빌딩 (대림동),126.8993893,37.4941733,B,1156013300,서울특별시,영등포구,대림동,H,1156071000,서울특별시,영등포구,대림2동
354,새우리온누리약국,서울특별시 서대문구 통일로 449 1층 (홍제동),126.9440357,37.5886106,B,1141011100,서울특별시,서대문구,홍제동,H,1141062000,서울특별시,서대문구,홍제1동
355,비타약국,서울특별시 강남구 논현로 561 1층 (역삼동),127.0340773,37.5061371,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
356,강남리더스약국,서울특별시 강남구 헌릉로 569 1층 105호 (세곡동),127.1012408,37.4657595,B,1168011100,서울특별시,강남구,세곡동,H,1168070000,서울특별시,강남구,세곡동
357,수정약국,서울특별시 마포구 마포대로 63-8 삼창프라자빌딩 1층 104호 (도화동),126.9477979,37.5422493,B,1144010400,서울특별시,마포구,도화동,H,1144059000,서울특별시,마포구,용강동
358,포레나약국,"서울특별시 영등포구 국회대로50길 20 215호 (영등포동7가, 포레나 영등포 센트럴)",127.0447133,37.5809799,B,1123010700,서울특별시,동대문구,청량리동,H,1123070500,서울특별시,동대문구,청량리동
359,새우리약국,서울특별시 금천구 디지털로 200 우리은행 가산IT타워 3층 (가산동),126.8889358,37.478246,B,1154510100,서울특별시,금천구,가산동,H,1154551000,서울특별시,금천구,가산동
360,외대조은약국,서울특별시 동대문구 휘경로 10 1층 (이문동),127.0610722,37.5959482,B,1123011000,서울특별시,동대문구,이문동,H,1123074000,서울특별시,동대문구,이문1동
361,해인약국,서울특별시 광진구 아차산로33길 63 1층 (화양동),127.0709894,37.5430177,B,1121510700,서울특별시,광진구,화양동,H,1121571000,서울특별시,광진구,화양동
362,대청약국,서울특별시 강남구 개포로 623 대청타워 106호 (개포동),127.0796608,37.4943549,B,1168010300,서울특별시,강남구,개포동,H,1168074000,서울특별시,강남구,일원2동
363,행복이가득한약국,서울특별시 관악구 남부순환로 1443 (신림동),126.9111252,37.4814335,B,1162010200,서울특별시,관악구,신림동,H,1162072500,서울특별시,관악구,조원동
364,마음약국,서울특별시 관악구 남현길 7 한일프라자 1층 (남현동),126.9776837,37.4760703,B,1162010300,서울특별시,관악구,남현동,H,1162063000,서울특별시,관악구,남현동
365,동남약국,서울특별시 중랑구 신내로 45 해성빌딩 1층 (신내동),127.0955677,37.6031473,B,1126010600,서울특별시,중랑구,신내동,H,1126069000,서울특별시,중랑구,신내2동
366,희망약국,서울특별시 용산구 원효로 171 신영빌딩 1층 (원효로2가),126.9617592,37.535618,B,1117011300,서울특별시,용산구,원효로2가,H,1117056000,서울특별시,용산구,원효로1동
367,동산약국,서울특별시 은평구 통일로87길 5 (갈현동),126.9192078,37.6232676,B,1138010400,서울특별시,은평구,갈현동,H,1138055100,서울특별시,은평구,갈현1동
368,파랑약국,서울특별시 강서구 화곡로 339 오선빌딩 1층 (화곡동),126.851056,37.5541201,B,1150010300,서울특별시,강서구,화곡동,H,1150059100,서울특별시,강서구,화곡6동
369,강동엠약국,서울특별시 강동구 천호대로 1195 지앤지타워 1층 101호 (길동),127.1439027,37.5350031,B,1174010500,서울특별시,강동구,길동,H,1174068500,서울특별시,강동구,길동
370,예담한약국,"서울특별시 광진구 자양로5길 36 1층 3,4호 (자양동)",127.0837792,37.5311724,B,1121510500,서울특별시,광진구,자양동,H,1121583000,서울특별시,광진구,자양2동
371,삼성해든약국,서울특별시 강남구 삼성로 520 1층 (삼성동),127.0559332,37.5086989,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
372,대명약국,서울특별시 종로구 종로 256-1 대명빌딩 1층 (종로5가),127.0062836,37.5708528,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
373,구흥한약국,서울특별시 동대문구 고산자로 449 (제기동),127.0381806,37.5797753,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
374,유한약국,서울특별시 종로구 종로 230-2 1층 (종로5가),127.0034135,37.5707848,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
375,구로참조은약국,서울특별시 구로구 구로동로 78 시몬빌딩 1층 (구로동),126.8858836,37.4858069,B,1153010200,서울특별시,구로구,구로동,H,1153055000,서울특별시,구로구,구로4동
376,숲약국,"서울특별시 서초구 잠원로 148 107호 (잠원동, 잠원연합상가)",127.0100739,37.5162656,B,1165010600,서울특별시,서초구,잠원동,H,1165054000,서울특별시,서초구,잠원동
377,건강온누리약국,서울특별시 강서구 곰달래로 271 (화곡동),126.863165,37.5325118,B,1150010300,서울특별시,강서구,화곡동,H,1150057000,서울특별시,강서구,화곡4동
378,라임약국,서울특별시 금천구 디지털로9길 56 코오롱테크노밸리 109호 (가산동),126.8868682,37.4804028,B,1154510100,서울특별시,금천구,가산동,H,1154551000,서울특별시,금천구,가산동
379,나무약국,"서울특별시 송파구 중대로 24 상가 1동 1층 111-1호 (문정동, 올림픽훼밀리타운)",127.1187912,37.4902451,B,1171010800,서울특별시,송파구,문정동,H,1171064200,서울특별시,송파구,문정2동
380,행복한약국,"서울특별시 송파구 송파대로 345 상가 1A동 1045호 (가락동, 헬리오시티)",127.1072604,37.4976183,B,1171010700,서울특별시,송파구,가락동,H,1171063100,서울특별시,송파구,가락1동
381,홍제 오늘약국,서울특별시 서대문구 통일로 460 2층 (홍제동),126.9434935,37.5896138,B,1141011100,서울특별시,서대문구,홍제동,H,1141064000,서울특별시,서대문구,홍제3동
382,래미안약국,"서울특별시 성북구 숭인로 50 상가동 2302호 (길음동, 래미안길음센터피스)",127.0271556,37.6116278,B,1129013400,서울특별시,성북구,길음동,H,1129068500,서울특별시,성북구,길음2동
383,굿데이약국,서울특별시 송파구 송파대로 570 2층 (신천동),127.0991124,37.5157873,B,1171010200,서울특별시,송파구,신천동,H,1171071000,서울특별시,송파구,잠실6동
384,우리집약국,서울특별시 영등포구 시흥대로 659-1 1층 (대림동),126.9075595,37.4910533,B,1156013300,서울특별시,영등포구,대림동,H,1156070000,서울특별시,영등포구,대림1동
385,대학약국,서울특별시 강서구 화곡로 152 CUBE152 (화곡동),126.8386603,37.5408801,B,1150010300,서울특별시,강서구,화곡동,H,1150054000,서울특별시,강서구,화곡1동
386,펜타약국,"서울특별시 강남구 테헤란로64길 9 지하1층 101호 (대치동, 선릉역대우아이빌)",127.051631,37.5044976,B,1168010600,서울특별시,강남구,대치동,H,1168063000,서울특별시,강남구,대치4동
387,송파드림온누리약국,서울특별시 송파구 가락로 61 1층 102호 (석촌동),127.1031573,37.4999085,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
388,오늘약국,서울특별시 영등포구 시흥대로 635 대림메디컬빌딩 1층 (대림동),126.9059256,37.4889192,B,1156013300,서울특별시,영등포구,대림동,H,1156071000,서울특별시,영등포구,대림2동
389,2층즐거운약국,서울특별시 강서구 양천로 559 가양이마트 2층 (가양동),126.8617957,37.5582134,B,1150010400,서울특별시,강서구,가양동,H,1150060500,서울특별시,강서구,가양3동
390,강남참약국,서울특별시 강동구 구천면로 662 1층 (상일동),127.1714419,37.550752,B,1174010300,서울특별시,강동구,상일동,H,1174052500,서울특별시,강동구,상일1동
391,다나약국,서울특별시 중랑구 사가정로49길 50 (면목동),127.0869466,37.5831715,B,1126010100,서울특별시,중랑구,면목동,H,1126057500,서울특별시,중랑구,면목제3.8동
392,선한약국,"서울특별시 성북구 길음로 20 길음뉴타운,래미안길음3차아파트 상가 514호, 515호 (길음동)",127.023066,37.6047272,B,1129013400,서울특별시,성북구,길음동,H,1129066000,서울특별시,성북구,길음1동
393,홍삼약국,서울특별시 양천구 중앙로 253 (신정동),126.8531184,37.5189448,B,1147010100,서울특별시,양천구,신정동,H,1147064000,서울특별시,양천구,신정3동
394,푸른솔약국,서울특별시 은평구 통일로87길 12 (갈현동),126.9184485,37.6235125,B,1138010400,서울특별시,은평구,갈현동,H,1138055100,서울특별시,은평구,갈현1동
395,여의도약국,"서울특별시 영등포구 여의나루로 40 (여의도동, 여의도역 지하1층 1,2번 출입구 쪽 개찰구 옆)",126.9244847,37.5218423,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
396,조은약국,"서울특별시 강서구 마곡중앙로 36 상가 107-1호 (마곡동, 마곡엠벨리 15단지)",126.8274405,37.5571395,B,1150010500,서울특별시,강서구,마곡동,H,1150061100,서울특별시,강서구,발산1동
397,한울약국,"서울특별시 중랑구 망우로 353 지하1층 (상봉동, 상봉 프레미어스 엠코)",127.0903644,37.5982973,B,1126010200,서울특별시,중랑구,상봉동,H,1126058000,서울특별시,중랑구,상봉1동
398,신분당약국,"서울특별시 강남구 강남대로 396 23호 (역삼동, 신분당선 강남역내)",127.0283079,37.4981647,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
399,바른약국,서울특별시 구로구 구로중앙로 212 영삼빌딩 1층 101호 (구로동),126.8778471,37.5049604,B,1153010200,서울특별시,구로구,구로동,H,1153053000,서울특별시,구로구,구로2동
400,대학솔약국,서울특별시 동대문구 안암로 158 1층 (제기동),127.0352901,37.5886157,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
401,합정파란문약국,"서울특별시 마포구 월드컵로1길 14 206호 (합정동, 마포 한강 푸르지오)",126.9121599,37.5499472,B,1144012200,서울특별시,마포구,합정동,H,1144068000,서울특별시,마포구,합정동
402,내자약국,"서울특별시 종로구 사직로 107 1층 (내자동, 한빛빌딩)",126.9707733,37.5763351,B,1111011400,서울특별시,종로구,내자동,H,1111053000,서울특별시,종로구,사직동
403,그랜드약국,서울특별시 관악구 인헌길 18 1층 (봉천동),126.9667477,37.4747868,B,1162010100,서울특별시,관악구,봉천동,H,1162062500,서울특별시,관악구,인헌동
404,목동센트럴약국,서울특별시 양천구 신월로 170 1층 (신월동),126.8424864,37.5181646,B,1147010300,서울특별시,양천구,신월동,H,1147061000,서울특별시,양천구,신월6동
405,참소망약국,서울특별시 송파구 양재대로 1222 올림픽프라자 3층 15호 (방이동),127.1310643,37.515729,B,1171011100,서울특별시,송파구,방이동,H,1171056600,서울특별시,송파구,오륜동
406,메디컬바른약국,"서울특별시 강동구 양재대로121길 7 거송빌딩 103,104호 (천호동)",127.1410942,37.5422991,B,1174010900,서울특별시,강동구,천호동,H,1174062000,서울특별시,강동구,천호3동
407,포도약국,서울특별시 마포구 마포대로 44 진도빌딩 1층 (도화동),126.9470994,37.5399727,B,1144010400,서울특별시,마포구,도화동,H,1144058500,서울특별시,마포구,도화동
408,경희으뜸한약국,서울특별시 관악구 낙성대역길 91 1층 (봉천동),126.9638567,37.4744628,B,1162010100,서울특별시,관악구,봉천동,H,1162062500,서울특별시,관악구,인헌동
409,센트럴약국,서울특별시 강동구 고덕로80길 123 고덕센트럴아이파크아파트(상가A동) 2층 206호 (상일동),127.165596,37.5509309,B,1174010300,서울특별시,강동구,상일동,H,1174052500,서울특별시,강동구,상일1동
410,고은약국,서울특별시 관악구 신림로 339 1층 (신림동),126.9292348,37.4845635,B,1162010200,서울특별시,관악구,신림동,H,1162069500,서울특별시,관악구,신림동
411,참사랑약국,"서울특별시 동작구 신대방1가길 38 105동 3층 309호 (신대방동, 동작상떼빌아파트)",126.9067147,37.4876928,B,1159010900,서울특별시,동작구,신대방동,H,1159067000,서울특별시,동작구,신대방1동
412,후생약국,서울특별시 영등포구 국제금융로 78 (여의도동),126.9313093,37.5208744,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
413,화곡명문약국,서울특별시 강서구 화곡로 176-4 (화곡동),126.8411471,37.5416385,B,1150010300,서울특별시,강서구,화곡동,H,1150059000,서울특별시,강서구,화곡본동
414,미성온누리약국,"서울특별시 영등포구 도신로29길 28 (영등포동, 영등포푸르지오2단지아파트)",126.9035001,37.5117857,B,1156010100,서울특별시,영등포구,영등포동,H,1156051500,서울특별시,영등포구,영등포본동
415,효성당약국,서울특별시 동대문구 왕산로32길 26 (용두동),127.0418181,37.577775,B,1123010200,서울특별시,동대문구,용두동,H,1123053600,서울특별시,동대문구,용신동
416,파낙스약국,서울특별시 강남구 논현로 629 (논현동),127.0324367,37.5097418,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
417,호정약국,서울특별시 마포구 효창원로 248-3 1층 (공덕동),126.9633884,37.548983,B,1144010200,서울특별시,마포구,공덕동,H,1144056500,서울특별시,마포구,공덕동
418,인수약국,서울특별시 강북구 삼각산로 71 (수유동),127.0123024,37.6401385,B,1130510300,서울특별시,강북구,수유동,H,1130566000,서울특별시,강북구,인수동
419,태양약국,서울특별시 도봉구 도봉로 479 (쌍문동),127.034375,37.6486469,B,1132010500,서울특별시,도봉구,쌍문동,H,1132068000,서울특별시,도봉구,쌍문3동
420,사랑받는 약국,서울특별시 성북구 정릉로36길 28 1층 (정릉동),127.01709,37.6024112,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
421,신우리약국,서울특별시 중구 마른내로 13 (저동2가),126.9893575,37.5648862,B,1114016100,서울특별시,중구,저동2가,H,1114060500,서울특별시,중구,을지로동
422,연세참사랑약국,서울특별시 마포구 서강로 110 1층 (신수동),126.9337712,37.5525983,B,1144011100,서울특별시,마포구,신수동,H,1144063000,서울특별시,마포구,신수동
423,수온누리약국,서울특별시 동작구 동작대로 65 1층 (사당동),126.9815964,37.4823778,B,1159010700,서울특별시,동작구,사당동,H,1159062000,서울특별시,동작구,사당1동
424,청솔동아약국,서울특별시 도봉구 노해로69길 103 (창동),127.048472,37.6577017,B,1132010700,서울특별시,도봉구,창동,H,1132051400,서울특별시,도봉구,창4동
425,한일약국,"서울특별시 서초구 법원로 15 지하1층 (서초동, 정곡빌딩 서관)",127.0100149,37.4941711,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
426,세메론약국,"서울특별시 동작구 여의대방로44길 47 (대방동, 주공상가 101호)",126.9300624,37.5108249,B,1159010800,서울특별시,동작구,대방동,H,1159066000,서울특별시,동작구,대방동
427,온누리건강약국,"서울특별시 송파구 양재대로 1222 (방이동, 올림픽프라자상가 2층 10호)",127.1310643,37.515729,B,1171011100,서울특별시,송파구,방이동,H,1171056600,서울특별시,송파구,오륜동
428,인정온누리약국,서울특별시 성북구 삼선교로 14 (삼선동1가),127.0073805,37.5875508,B,1129011100,서울특별시,성북구,삼선동1가,H,1129055500,서울특별시,성북구,삼선동
429,메디팜한솔약국,"서울특별시 성동구 행당로 84 132호 (행당동, 행당한진타운종합상가)",127.0288249,37.5566034,B,1120010700,서울특별시,성동구,행당동,H,1120057000,서울특별시,성동구,행당2동
430,창동종로약국,서울특별시 도봉구 노해로63길 84-3 1층 (창동),127.0470038,37.6527457,B,1132010700,서울특별시,도봉구,창동,H,1132051500,서울특별시,도봉구,창5동
431,한미약국,"서울특별시 서대문구 수색로 30 지하1층, 1층 (남가좌동)",126.9152942,37.5693881,B,1141012000,서울특별시,서대문구,남가좌동,H,1141069000,서울특별시,서대문구,남가좌1동
432,아이조은약국,서울특별시 강남구 삼성로 620 블래스톤리조트 2층 (삼성동),127.0526451,37.5149738,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
433,사랑약국,서울특별시 구로구 경인로 565 삼영빌딩 5층 (구로동),126.879722,37.5036422,B,1153010200,서울특별시,구로구,구로동,H,1153053000,서울특별시,구로구,구로2동
434,준온누리약국,서울특별시 강서구 양천로 583 우림블루나인비즈니스센터 118호 (염창동),126.8642592,37.5570451,B,1150010100,서울특별시,강서구,염창동,H,1150051000,서울특별시,강서구,염창동
435,코끼리약국,서울특별시 구로구 천왕로 32 천왕에이스프라자 103호 (천왕동),126.839777,37.4805842,B,1153011100,서울특별시,구로구,천왕동,H,1153078000,서울특별시,구로구,오류2동
436,다나약국,서울특별시 강북구 덕릉로 75 석우빌딩 1층 (수유동),127.0220774,37.6348219,B,1130510300,서울특별시,강북구,수유동,H,1130566000,서울특별시,강북구,인수동
437,이지약국,서울특별시 중랑구 면목로 398 1층 (면목동),127.088078,37.5874709,B,1126010100,서울특별시,중랑구,면목동,H,1126056500,서울특별시,중랑구,면목본동
