,지하철역,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
111,녹번,서울특별시 은평구 녹번동,126.935756,37.600927,B,1138010200,서울특별시,은평구,녹번동,H,1138051000,서울특별시,은평구,녹번동
112,홍제,서울특별시 서대문구 홍제동,126.943736,37.589066,B,1141011100,서울특별시,서대문구,홍제동,H,1141062000,서울특별시,서대문구,홍제1동
113,무악재,서울특별시 서대문구 홍제동,126.950291,37.582299,B,1141011100,서울특별시,서대문구,홍제동,H,1141062000,서울특별시,서대문구,홍제1동
114,독립문,서울특별시 종로구 무악동,126.957748,37.574571,B,1111018700,서울특별시,종로구,무악동,H,1141052000,서울특별시,서대문구,천연동
115,가락시장,서울특별시 송파구 가락동,127.118234,37.492522,B,1171010700,서울특별시,송파구,가락동,H,1171063100,서울특별시,송파구,가락1동
116,경찰병원,서울특별시 송파구 가락동,127.12454,37.495918,B,1171010700,서울특별시,송파구,가락동,H,1171063200,서울특별시,송파구,가락2동
117,오금,서울특별시 송파구 오금동,127.128111,37.502162,B,1171011200,서울특별시,송파구,오금동,H,1171057000,서울특별시,송파구,오금동
118,약수,서울특별시 중구 신당동,127.010655,37.55434,B,1114016200,서울특별시,중구,신당동,H,1114063500,서울특별시,중구,약수동
119,충무로,서울특별시 중구 필동2가,126.99428,37.561243,B,1114013800,서울특별시,중구,필동2가,H,1114057000,서울특별시,중구,필동
120,남태령,서울특별시 서초구 방배동,126.989134,37.463873,B,1165010100,서울특별시,서초구,방배동,H,1165061000,서울특별시,서초구,방배2동
121,당고개,서울특별시 노원구 상계동,127.079066,37.670272,B,1135010500,서울특별시,노원구,상계동,H,1135066500,서울특별시,노원구,상계3.4동
122,상계,서울특별시 노원구 상계동,127.073572,37.660878,B,1135010500,서울특별시,노원구,상계동,H,1135067000,서울특별시,노원구,상계5동
123,노원,서울특별시 노원구 상계동,127.061368,37.655128,B,1135010500,서울특별시,노원구,상계동,H,1135064000,서울특별시,노원구,상계2동
124,창동,서울특별시 도봉구 창동,127.047731,37.653166,B,1132010700,서울특별시,도봉구,창동,H,1132051500,서울특별시,도봉구,창5동
125,쌍문,서울특별시 도봉구 창동,127.034709,37.648627,B,1132010700,서울특별시,도봉구,창동,H,1132051100,서울특별시,도봉구,창1동
126,수유,서울특별시 강북구 번동,127.025732,37.638052,B,1130510200,서울특별시,강북구,번동,H,1130559500,서울특별시,강북구,번1동
127,미아,서울특별시 강북구 미아동,127.025983,37.62667,B,1130510100,서울특별시,강북구,미아동,H,1130553500,서울특별시,강북구,미아동
128,미아사거리,서울특별시 강북구 미아동,127.030053,37.613292,B,1130510100,서울특별시,강북구,미아동,H,1130554500,서울특별시,강북구,송중동
129,길음,서울특별시 성북구 길음동,127.025053,37.603407,B,1129013400,서울특별시,성북구,길음동,H,1129066000,서울특별시,성북구,길음1동
130,성신여대입구,서울특별시 성북구 동소문동5가,127.016403,37.592624,B,1129010800,서울특별시,성북구,동소문동5가,H,1129055500,서울특별시,성북구,삼선동
131,한성대입구,서울특별시 성북구 삼선동1가,127.006221,37.588458,B,1129011100,서울특별시,성북구,삼선동1가,H,1129055500,서울특별시,성북구,삼선동
132,혜화,서울특별시 종로구 동숭동,127.001844,37.582336,B,1111016800,서울특별시,종로구,동숭동,H,1111065000,서울특별시,종로구,혜화동
133,동대문,서울특별시 종로구 종로6가,127.009745,37.57142,B,1111016400,서울특별시,종로구,종로6가,H,1111063000,서울특별시,종로구,종로5.6가동
134,동대문역사문화공원,서울특별시 중구 을지로7가,127.007896,37.565138,B,1114014900,서울특별시,중구,을지로7가,H,1114059000,서울특별시,중구,광희동
135,충무로,서울특별시 중구 필동2가,126.99428,37.561243,B,1114013800,서울특별시,중구,필동2가,H,1114057000,서울특별시,중구,필동
136,명동,서울특별시 중구 충무로2가,126.986325,37.560989,B,1114012500,서울특별시,중구,충무로2가,H,1114055000,서울특별시,중구,명동
137,회현,서울특별시 중구 남창동,126.978246,37.558514,B,1114011200,서울특별시,중구,남창동,H,1114054000,서울특별시,중구,회현동
138,서울,서울특별시 중구 봉래동2가,126.972559,37.554648,B,1114012000,서울특별시,중구,봉래동2가,H,1114054000,서울특별시,중구,회현동
139,숙대입구,서울특별시 용산구 갈월동,126.972106,37.54456,B,1117010400,서울특별시,용산구,갈월동,H,1117053000,서울특별시,용산구,남영동
140,삼각지,서울특별시 용산구 한강로1가,126.97311,37.534777,B,1117012400,서울특별시,용산구,한강로1가,H,1117062500,서울특별시,용산구,한강로동
141,신용산,서울특별시 용산구 한강로2가,126.967894,37.52917,B,1117012500,서울특별시,용산구,한강로2가,H,1117062500,서울특별시,용산구,한강로동
142,동작,서울특별시 동작구 동작동,126.979306,37.502971,B,1159010600,서울특별시,동작구,동작동,H,1159063000,서울특별시,동작구,사당2동
143,총신대입구,서울특별시 동작구 사당동,126.981989,37.486263,B,1159010700,서울특별시,동작구,사당동,H,1159063000,서울특별시,동작구,사당2동
144,사당,서울특별시 관악구 남현동,126.981685,37.47653,B,1162010300,서울특별시,관악구,남현동,H,1162063000,서울특별시,관악구,남현동
145,이촌,서울특별시 용산구 용산동5가,126.974345,37.522272,B,1117012700,서울특별시,용산구,용산동5가,H,1117062500,서울특별시,용산구,한강로동
146,종로3가,서울특별시 종로구 묘동,126.991806,37.571607,B,1111015100,서울특별시,종로구,묘동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
147,둔촌동,서울특별시 강동구 성내동,127.136248,37.527788,B,1174010800,서울특별시,강동구,성내동,H,1174066000,서울특별시,강동구,성내3동
148,올림픽공원,서울특별시 송파구 방이동,127.130848,37.516078,B,1171011100,서울특별시,송파구,방이동,H,1171056600,서울특별시,송파구,오륜동
149,방화,서울특별시 강서구 방화동,126.812741,37.577446,B,1150010900,서울특별시,강서구,방화동,H,1150064100,서울특별시,강서구,방화3동
150,개화산,서울특별시 강서구 방화동,126.806171,37.572399,B,1150010900,서울특별시,강서구,방화동,H,1150064000,서울특별시,강서구,방화2동
151,김포공항,서울특별시 강서구 방화동,126.801058,37.562434,B,1150010900,서울특별시,강서구,방화동,H,1150064000,서울특별시,강서구,방화2동
152,송정,서울특별시 강서구 공항동,126.811973,37.561184,B,1150010800,서울특별시,강서구,공항동,H,1150062000,서울특별시,강서구,공항동
153,마곡,서울특별시 강서구 마곡동,126.825448,37.560183,B,1150010500,서울특별시,강서구,마곡동,H,1150062000,서울특별시,강서구,공항동
154,애오개,서울특별시 마포구 아현동,126.95682,37.553736,B,1144010100,서울특별시,마포구,아현동,H,1144055500,서울특별시,마포구,아현동
155,서대문,서울특별시 서대문구 충정로2가,126.966641,37.565773,B,1141010100,서울특별시,서대문구,충정로2가,H,1141056500,서울특별시,서대문구,충현동
156,광화문,서울특별시 종로구 세종로,126.976669,37.571026,B,1111011900,서울특별시,종로구,세종로,H,1111053000,서울특별시,종로구,사직동
157,충정로,서울특별시 서대문구 충정로3가,126.963672,37.559973,B,1141010200,서울특별시,서대문구,충정로3가,H,1141056500,서울특별시,서대문구,충현동
158,왕십리,서울특별시 성동구 행당동,127.037732,37.561533,B,1120010700,서울특별시,성동구,행당동,H,1120056000,서울특별시,성동구,행당1동
159,발산,서울특별시 강서구 내발산동,126.837668,37.558598,B,1150010600,서울특별시,강서구,내발산동,H,1150061100,서울특별시,강서구,발산1동
160,우장산,서울특별시 강서구 내발산동,126.836318,37.548768,B,1150010600,서울특별시,강서구,내발산동,H,1150061100,서울특별시,강서구,발산1동
161,화곡,서울특별시 강서구 화곡동,126.840461,37.541513,B,1150010300,서울특별시,강서구,화곡동,H,1150054000,서울특별시,강서구,화곡1동
162,까치산,서울특별시 강서구 화곡동,126.846683,37.531768,B,1150010300,서울특별시,강서구,화곡동,H,1150054000,서울특별시,강서구,화곡1동
163,신정,서울특별시 양천구 신정동,126.856191,37.524997,B,1147010100,서울특별시,양천구,신정동,H,1147065000,서울특별시,양천구,신정4동
164,목동,서울특별시 양천구 목동,126.864931,37.526065,B,1147010200,서울특별시,양천구,목동,H,1147051000,서울특별시,양천구,목1동
165,오목교,서울특별시 양천구 목동,126.875181,37.524496,B,1147010200,서울특별시,양천구,목동,H,1147051000,서울특별시,양천구,목1동
166,영등포구청,서울특별시 영등포구 당산동3가,126.895951,37.52497,B,1156011300,서울특별시,영등포구,당산동3가,H,1156055000,서울특별시,영등포구,당산1동
167,영등포시장,서울특별시 영등포구 영등포동5가,126.905139,37.522669,B,1156010600,서울특별시,영등포구,영등포동5가,H,1156053500,서울특별시,영등포구,영등포동
168,신길,서울특별시 영등포구 신길동,126.917169,37.517122,B,1156013200,서울특별시,영등포구,신길동,H,1156063000,서울특별시,영등포구,신길1동
169,여의도,서울특별시 영등포구 여의도동,126.924191,37.521624,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
170,여의나루,서울특별시 영등포구 여의도동,126.932901,37.527098,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
171,마포,서울특별시 마포구 도화동,126.945932,37.539574,B,1144010400,서울특별시,마포구,도화동,H,1144058500,서울특별시,마포구,도화동
172,공덕,서울특별시 마포구 공덕동,126.951592,37.544018,B,1144010200,서울특별시,마포구,공덕동,H,1144056500,서울특별시,마포구,공덕동
173,을지로4가,서울특별시 중구 을지로4가,126.998079,37.566941,B,1114015000,서울특별시,중구,을지로4가,H,1114060500,서울특별시,중구,을지로동
174,신금호,서울특별시 성동구 금호동1가,127.020331,37.554548,B,1120010900,서울특별시,성동구,금호동1가,H,1120059000,서울특별시,성동구,금호1가동
175,행당,서울특별시 성동구 행당동,127.029476,37.557322,B,1120010700,서울특별시,성동구,행당동,H,1120057000,서울특별시,성동구,행당2동
176,마장,서울특별시 성동구 마장동,127.042973,37.5661,B,1120010500,서울특별시,성동구,마장동,H,1120054000,서울특별시,성동구,마장동
177,답십리,서울특별시 성동구 용답동,127.052704,37.566747,B,1120012200,서울특별시,성동구,용답동,H,1120079000,서울특별시,성동구,용답동
178,장한평,서울특별시 성동구 용답동,127.064623,37.56144,B,1120012200,서울특별시,성동구,용답동,H,1120079000,서울특별시,성동구,용답동
179,군자,서울특별시 광진구 능동,127.079542,37.557121,B,1121510200,서울특별시,광진구,능동,H,1121578000,서울특별시,광진구,능동
180,아차산,서울특별시 광진구 구의동,127.089761,37.551691,B,1121510300,서울특별시,광진구,구의동,H,1121586000,서울특별시,광진구,구의2동
181,광나루,서울특별시 광진구 광장동,127.10357,37.545303,B,1121510400,서울특별시,광진구,광장동,H,1121581000,서울특별시,광진구,광장동
182,천호,서울특별시 강동구 성내동,127.123572,37.538397,B,1174010800,서울특별시,강동구,성내동,H,1174065000,서울특별시,강동구,성내2동
183,강동,서울특별시 강동구 성내동,127.132481,37.535804,B,1174010800,서울특별시,강동구,성내동,H,1174065000,서울특별시,강동구,성내2동
184,길동,서울특별시 강동구 길동,127.140004,37.537801,B,1174010500,서울특별시,강동구,길동,H,1174068500,서울특별시,강동구,길동
185,굽은다리,서울특별시 강동구 천호동,127.142853,37.545477,B,1174010900,서울특별시,강동구,천호동,H,1174060000,서울특별시,강동구,천호1동
186,명일,서울특별시 강동구 명일동,127.143999,37.55137,B,1174010100,서울특별시,강동구,명일동,H,1174053000,서울특별시,강동구,명일1동
187,고덕,서울특별시 강동구 명일동,127.154151,37.555004,B,1174010100,서울특별시,강동구,명일동,H,1174054000,서울특별시,강동구,명일2동
188,상일동,서울특별시 강동구 상일동,127.166417,37.556712,B,1174010300,서울특별시,강동구,상일동,H,1174052500,서울특별시,강동구,상일1동
189,방이,서울특별시 송파구 방이동,127.126133,37.508857,B,1171011100,서울특별시,송파구,방이동,H,1171056100,서울특별시,송파구,방이1동
190,오금,서울특별시 송파구 오금동,127.128111,37.502162,B,1171011200,서울특별시,송파구,오금동,H,1171057000,서울특별시,송파구,오금동
191,개롱,서울특별시 송파구 가락동,127.13482,37.498079,B,1171010700,서울특별시,송파구,가락동,H,1171063200,서울특별시,송파구,가락2동
192,거여,서울특별시 송파구 거여동,127.14415,37.493105,B,1171011300,서울특별시,송파구,거여동,H,1171053100,서울특별시,송파구,거여1동
193,마천,서울특별시 송파구 마천동,127.152781,37.49499,B,1171011400,서울특별시,송파구,마천동,H,1171054000,서울특별시,송파구,마천1동
194,동대문역사문화공원,서울특별시 중구 을지로7가,127.007896,37.565138,B,1114014900,서울특별시,중구,을지로7가,H,1114059000,서울특별시,중구,광희동
195,청구,서울특별시 중구 신당동,127.013828,37.560245,B,1114016200,서울특별시,중구,신당동,H,1114066500,서울특별시,중구,동화동
196,망원,서울특별시 마포구 서교동,126.910052,37.556094,B,1144012000,서울특별시,마포구,서교동,H,1144069000,서울특별시,마포구,망원1동
197,합정,서울특별시 마포구 합정동,126.913739,37.549463,B,1144012200,서울특별시,마포구,합정동,H,1144068000,서울특별시,마포구,합정동
198,상수,서울특별시 마포구 상수동,126.922852,37.547716,B,1144011500,서울특별시,마포구,상수동,H,1144065500,서울특별시,마포구,서강동
199,광흥창,서울특별시 마포구 창전동,126.931993,37.547456,B,1144011400,서울특별시,마포구,창전동,H,1144065500,서울특별시,마포구,서강동
200,대흥,서울특별시 마포구 대흥동,126.942069,37.547771,B,1144010800,서울특별시,마포구,대흥동,H,1144060000,서울특별시,마포구,대흥동
201,버티고개,서울특별시 중구 신당동,127.007055,37.548013,B,1114016200,서울특별시,중구,신당동,H,1114063500,서울특별시,중구,약수동
202,약수,서울특별시 중구 신당동,127.010655,37.55434,B,1114016200,서울특별시,중구,신당동,H,1114063500,서울특별시,중구,약수동
203,청구,서울특별시 중구 신당동,127.013828,37.560245,B,1114016200,서울특별시,중구,신당동,H,1114066500,서울특별시,중구,동화동
204,신당,서울특별시 중구 흥인동,127.01782,37.565972,B,1114016300,서울특별시,중구,흥인동,H,1114061500,서울특별시,중구,신당동
205,응암,서울특별시 은평구 신사동,126.915577,37.598605,B,1138010900,서울특별시,은평구,신사동,H,1138063100,서울특별시,은평구,신사1동
206,역촌,서울특별시 은평구 녹번동,126.922744,37.606021,B,1138010200,서울특별시,은평구,녹번동,H,1138051000,서울특별시,은평구,녹번동
207,불광,서울특별시 은평구 대조동,126.929887,37.610469,B,1138010600,서울특별시,은평구,대조동,H,1138057000,서울특별시,은평구,대조동
208,독바위,서울특별시 은평구 불광동,126.933031,37.618456,B,1138010300,서울특별시,은평구,불광동,H,1138052000,서울특별시,은평구,불광1동
209,연신내,서울특별시 은평구 갈현동,126.921008,37.619001,B,1138010400,서울특별시,은평구,갈현동,H,1138055100,서울특별시,은평구,갈현1동
210,구산,서울특별시 은평구 갈현동,126.91727,37.611377,B,1138010400,서울특별시,은평구,갈현동,H,1138057000,서울특별시,은평구,대조동
211,새절,서울특별시 은평구 신사동,126.913629,37.591148,B,1138010900,서울특별시,은평구,신사동,H,1138063200,서울특별시,은평구,신사2동
212,증산,서울특별시 은평구 증산동,126.909645,37.583876,B,1138011000,서울특별시,은평구,증산동,H,1138064000,서울특별시,은평구,증산동
213,디지털미디어시티,서울특별시 마포구 상암동,126.900984,37.576646,B,1144012700,서울특별시,마포구,상암동,H,1144074000,서울특별시,마포구,상암동
214,월드컵경기장,서울특별시 마포구 성산동,126.899298,37.569532,B,1144012500,서울특별시,마포구,성산동,H,1144073000,서울특별시,마포구,성산2동
215,마포구청,서울특별시 마포구 성산동,126.903343,37.563515,B,1144012500,서울특별시,마포구,성산동,H,1144073000,서울특별시,마포구,성산2동
216,공덕,서울특별시 마포구 공덕동,126.951592,37.544018,B,1144010200,서울특별시,마포구,공덕동,H,1144056500,서울특별시,마포구,공덕동
217,효창공원앞,서울특별시 용산구 효창동,126.961351,37.539261,B,1117011900,서울특별시,용산구,효창동,H,1117058000,서울특별시,용산구,효창동
218,삼각지,서울특별시 용산구 한강로1가,126.97311,37.534777,B,1117012400,서울특별시,용산구,한강로1가,H,1117062500,서울특별시,용산구,한강로동
219,녹사평,서울특별시 용산구 용산동4가,126.986695,37.534675,B,1117010300,서울특별시,용산구,용산동4가,H,1117052000,서울특별시,용산구,용산2가동
220,이태원,서울특별시 용산구 이태원동,126.994302,37.534488,B,1117013000,서울특별시,용산구,이태원동,H,1117065000,서울특별시,용산구,이태원1동
221,한강진,서울특별시 용산구 한남동,127.001725,37.539631,B,1117013100,서울특별시,용산구,한남동,H,1117068500,서울특별시,용산구,한남동
222,동묘앞,서울특별시 종로구 숭인동,127.016429,37.572627,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
223,창신,서울특별시 종로구 창신동,127.015241,37.579661,B,1111017400,서울특별시,종로구,창신동,H,1111069000,서울특별시,종로구,창신3동
224,보문,서울특별시 성북구 보문동2가,127.019381,37.585286,B,1129013100,서울특별시,성북구,보문동2가,H,1129061000,서울특별시,성북구,보문동
225,안암,서울특별시 성북구 안암동5가,127.029005,37.586272,B,1129012500,서울특별시,성북구,안암동5가,H,1129060000,서울특별시,성북구,안암동
226,고려대,서울특별시 동대문구 제기동,127.036296,37.590508,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
227,월곡,서울특별시 성북구 하월곡동,127.041518,37.601948,B,1129013600,서울특별시,성북구,하월곡동,H,1129072500,서울특별시,성북구,월곡2동
228,상월곡,서울특별시 성북구 상월곡동,127.048491,37.606377,B,1129013700,서울특별시,성북구,상월곡동,H,1129072500,서울특별시,성북구,월곡2동
229,돌곶이,서울특별시 성북구 장위동,127.056431,37.610537,B,1129013800,서울특별시,성북구,장위동,H,1129081000,서울특별시,성북구,석관동
230,석계,서울특별시 성북구 석관동,127.065851,37.614805,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
231,태릉입구,서울특별시 노원구 공릉동,127.07512,37.617983,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
232,화랑대,서울특별시 노원구 공릉동,127.084689,37.620064,B,1135010300,서울특별시,노원구,공릉동,H,1135060000,서울특별시,노원구,공릉2동
233,봉화산,서울특별시 중랑구 신내동,127.091401,37.617283,B,1126010600,서울특별시,중랑구,신내동,H,1126069000,서울특별시,중랑구,신내2동
234,신내,서울특별시 중랑구 망우동,127.103218,37.612887,B,1126010500,서울특별시,중랑구,망우동,H,1126065500,서울특별시,중랑구,망우본동
235,군자,서울특별시 광진구 능동,127.079542,37.557121,B,1121510200,서울특별시,광진구,능동,H,1121578000,서울특별시,광진구,능동
236,강남구청,서울특별시 강남구 논현동,127.04128,37.517186,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
237,학동,서울특별시 강남구 논현동,127.031656,37.514229,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
238,논현,서울특별시 강남구 논현동,127.021415,37.511093,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
239,반포,서울특별시 서초구 반포동,127.011727,37.508178,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
240,고속터미널,서울특별시 서초구 반포동,127.004943,37.50481,B,1165010700,서울특별시,서초구,반포동,H,1165058100,서울특별시,서초구,반포4동
241,내방,서울특별시 서초구 방배동,126.993513,37.487618,B,1165010100,서울특별시,서초구,방배동,H,1165060000,서울특별시,서초구,방배1동
242,이수,서울특별시 동작구 사당동,126.981989,37.486263,B,1159010700,서울특별시,동작구,사당동,H,1159063000,서울특별시,동작구,사당2동
243,사가정,서울특별시 중랑구 면목동,127.088478,37.580894,B,1126010100,서울특별시,중랑구,면목동,H,1126057500,서울특별시,중랑구,면목제3.8동
244,용마산,서울특별시 중랑구 면목동,127.086727,37.573647,B,1126010100,서울특별시,중랑구,면목동,H,1126054000,서울특별시,중랑구,면목4동
245,중곡,서울특별시 광진구 중곡동,127.08432,37.565923,B,1121510100,서울특별시,광진구,중곡동,H,1121576000,서울특별시,광진구,중곡3동
246,어린이대공원,서울특별시 광진구 능동,127.074658,37.548014,B,1121510200,서울특별시,광진구,능동,H,1121578000,서울특별시,광진구,능동
247,남성,서울특별시 동작구 사당동,126.971251,37.484596,B,1159010700,서울특별시,동작구,사당동,H,1159065000,서울특별시,동작구,사당4동
248,숭실대입구,서울특별시 동작구 상도동,126.953822,37.496029,B,1159010200,서울특별시,동작구,상도동,H,1159053000,서울특별시,동작구,상도1동
249,상도,서울특별시 동작구 상도1동,126.94791,37.502834,B,1159010300,서울특별시,동작구,상도1동,H,1159053000,서울특별시,동작구,상도1동
250,장승배기,서울특별시 동작구 상도동,126.93915,37.504898,B,1159010200,서울특별시,동작구,상도동,H,1159054000,서울특별시,동작구,상도2동
251,신대방삼거리,서울특별시 동작구 대방동,126.928276,37.499701,B,1159010800,서울특별시,동작구,대방동,H,1159066000,서울특별시,동작구,대방동
252,보라매,서울특별시 동작구 대방동,126.920428,37.499872,B,1159010800,서울특별시,동작구,대방동,H,1159066000,서울특별시,동작구,대방동
253,신풍,서울특별시 영등포구 신길동,126.90993,37.50008,B,1156013200,서울특별시,영등포구,신길동,H,1156068000,서울특별시,영등포구,신길6동
254,대림,서울특별시 영등포구 대림동,126.895801,37.49297,B,1156013300,서울특별시,영등포구,대림동,H,1156072000,서울특별시,영등포구,대림3동
255,남구로,서울특별시 구로구 구로동,126.887249,37.486056,B,1153010200,서울특별시,구로구,구로동,H,1153054000,서울특별시,구로구,구로3동
256,가산디지털단지,서울특별시 금천구 가산동,126.882343,37.481072,B,1154510100,서울특별시,금천구,가산동,H,1154551000,서울특별시,금천구,가산동
257,천왕,서울특별시 구로구 천왕동,126.838713,37.486637,B,1153011100,서울특별시,구로구,천왕동,H,1153078000,서울특별시,구로구,오류2동
258,온수,서울특별시 구로구 온수동,126.823388,37.492258,B,1153011000,서울특별시,구로구,온수동,H,1153079000,서울특별시,구로구,수궁동
259,중화,서울특별시 중랑구 중화동,127.079264,37.602545,B,1126010300,서울특별시,중랑구,중화동,H,1126061000,서울특별시,중랑구,중화2동
260,상봉,서울특별시 중랑구 상봉동,127.085032,37.596362,B,1126010200,서울특별시,중랑구,상봉동,H,1126058000,서울특별시,중랑구,상봉1동
261,면목,서울특별시 중랑구 면목동,127.087503,37.588579,B,1126010100,서울특별시,중랑구,면목동,H,1126056500,서울특별시,중랑구,면목본동
262,건대입구,서울특별시 광진구 화양동,127.07023,37.540693,B,1121510700,서울특별시,광진구,화양동,H,1121571000,서울특별시,광진구,화양동
263,뚝섬유원지,서울특별시 광진구 자양동,127.066704,37.53154,B,1121510500,서울특별시,광진구,자양동,H,1121584000,서울특별시,광진구,자양3동
264,청담,서울특별시 강남구 삼성동,127.05335,37.519365,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
265,도봉산,서울특별시 도봉구 도봉동,127.046222,37.689313,B,1132010800,서울특별시,도봉구,도봉동,H,1132052200,서울특별시,도봉구,도봉2동
266,수락산,서울특별시 노원구 상계동,127.055315,37.67785,B,1135010500,서울특별시,노원구,상계동,H,1135063000,서울특별시,노원구,상계1동
267,마들,서울특별시 노원구 상계동,127.057675,37.66494,B,1135010500,서울특별시,노원구,상계동,H,1135070000,서울특별시,노원구,상계8동
268,노원,서울특별시 노원구 상계동,127.061368,37.655128,B,1135010500,서울특별시,노원구,상계동,H,1135064000,서울특별시,노원구,상계2동
269,중계,서울특별시 노원구 중계동,127.064303,37.644583,B,1135010600,서울특별시,노원구,중계동,H,1135062500,서울특별시,노원구,중계2.3동
270,하계,서울특별시 노원구 하계동,127.06799,37.636352,B,1135010400,서울특별시,노원구,하계동,H,1135061200,서울특별시,노원구,하계2동
271,공릉,서울특별시 노원구 공릉동,127.072896,37.625742,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
272,태릉입구,서울특별시 노원구 공릉동,127.07512,37.617983,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
273,먹골,서울특별시 중랑구 묵동,127.077725,37.610637,B,1126010400,서울특별시,중랑구,묵동,H,1126063000,서울특별시,중랑구,묵2동
274,암사,서울특별시 강동구 암사동,127.127562,37.55021,B,1174010700,서울특별시,강동구,암사동,H,1174058000,서울특별시,강동구,암사2동
275,천호,서울특별시 강동구 성내동,127.123572,37.538397,B,1174010800,서울특별시,강동구,성내동,H,1174065000,서울특별시,강동구,성내2동
276,강동구청,서울특별시 강동구 성내동,127.120508,37.530341,B,1174010800,서울특별시,강동구,성내동,H,1174064000,서울특별시,강동구,성내1동
277,몽촌토성,서울특별시 송파구 신천동,127.112359,37.517409,B,1171010200,서울특별시,송파구,신천동,H,1171056200,서울특별시,송파구,방이2동
278,잠실,서울특별시 송파구 신천동,127.102234,37.51395,B,1171010200,서울특별시,송파구,신천동,H,1171071000,서울특별시,송파구,잠실6동
279,석촌,서울특별시 송파구 석촌동,127.106979,37.505431,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
280,송파,서울특별시 송파구 가락동,127.112183,37.499703,B,1171010700,서울특별시,송파구,가락동,H,1171063100,서울특별시,송파구,가락1동
281,가락시장,서울특별시 송파구 가락동,127.118234,37.492522,B,1171010700,서울특별시,송파구,가락동,H,1171063100,서울특별시,송파구,가락1동
282,문정,서울특별시 송파구 문정동,127.1225,37.485855,B,1171010800,서울특별시,송파구,문정동,H,1171064200,서울특별시,송파구,문정2동
283,장지,서울특별시 송파구 장지동,127.126191,37.478703,B,1171010900,서울특별시,송파구,장지동,H,1171064200,서울특별시,송파구,문정2동
284,복정,서울특별시 송파구 장지동,127.126662,37.470047,B,1171010900,서울특별시,송파구,장지동,H,1171064200,서울특별시,송파구,문정2동
285,석촌,서울특별시 송파구 석촌동,127.106979,37.505431,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
286,올림픽공원,서울특별시 송파구 방이동,127.130848,37.516078,B,1171011100,서울특별시,송파구,방이동,H,1171056600,서울특별시,송파구,오륜동
287,선정릉,서울특별시 강남구 삼성동,127.043593,37.51098,B,1168010500,서울특별시,강남구,삼성동,H,1168053100,서울특별시,강남구,논현2동
288,삼성중앙,서울특별시 강남구 삼성동,127.053282,37.513011,B,1168010500,서울특별시,강남구,삼성동,H,1168059000,서울특별시,강남구,삼성2동
289,봉은사,서울특별시 강남구 삼성동,127.060245,37.514219,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
290,종합운동장,서울특별시 송파구 잠실동,127.073642,37.510997,B,1171010100,서울특별시,송파구,잠실동,H,1171072000,서울특별시,송파구,잠실7동
291,개화,서울특별시 강서구 개화동,126.798153,37.578608,B,1150011000,서울특별시,강서구,개화동,H,1150064000,서울특별시,강서구,방화2동
292,김포공항,서울특별시 강서구 방화동,126.801058,37.562434,B,1150010900,서울특별시,강서구,방화동,H,1150064000,서울특별시,강서구,방화2동
293,공항시장,서울특별시 강서구 공항동,126.810678,37.563726,B,1150010800,서울특별시,강서구,공항동,H,1150062000,서울특별시,강서구,공항동
294,신방화,서울특별시 강서구 방화동,126.816601,37.567532,B,1150010900,서울특별시,강서구,방화동,H,1150063000,서울특별시,강서구,방화1동
295,마곡나루,서울특별시 강서구 마곡동,126.829497,37.567336,B,1150010500,서울특별시,강서구,마곡동,H,1150060300,서울특별시,강서구,가양1동
296,양천향교,서울특별시 강서구 가양동,126.841333,37.568381,B,1150010400,서울특별시,강서구,가양동,H,1150060300,서울특별시,강서구,가양1동
297,증미,서울특별시 강서구 등촌동,126.861939,37.557402,B,1150010200,서울특별시,강서구,등촌동,H,1150052000,서울특별시,강서구,등촌1동
298,등촌,서울특별시 양천구 목동,126.865689,37.550632,B,1147010200,서울특별시,양천구,목동,H,1147053000,서울특별시,양천구,목3동
