,정류소명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
0,종로2가사거리,서울특별시 종로구 종로2가,126.9889520309854,37.57068007500305,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
1,창경궁.서울대학교병원,서울특별시 종로구 와룡동,126.9912145889655,37.58234273682689,B,1111013000,서울특별시,종로구,와룡동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
2,명륜3가.성대입구,서울특별시 종로구 명륜4가,127.0000724568903,37.58223134053387,B,1111017200,서울특별시,종로구,명륜4가,H,1111065000,서울특별시,종로구,혜화동
3,종로2가.삼일교,서울특별시 종로구 관철동,126.9859865803524,37.56910482023577,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
4,혜화동로터리.여운형활동터,서울특별시 종로구 혜화동,127.0006204504988,37.58685523599436,B,1111016900,서울특별시,종로구,혜화동,H,1111065000,서울특별시,종로구,혜화동
5,서대문역사거리,서울특별시 종로구 평동,126.9668437433932,37.5678972658658,B,1111017700,서울특별시,종로구,평동,H,1111058000,서울특별시,종로구,교남동
6,서울역사박물관.경희궁앞,서울특별시 종로구 신문로2가,126.9686219285053,37.57074850159037,B,1111012100,서울특별시,종로구,신문로2가,H,1111053000,서울특별시,종로구,사직동
7,서울역사박물관.경희궁앞,서울특별시 종로구 신문로2가,126.9686219285053,37.57074850159037,B,1111012100,서울특별시,종로구,신문로2가,H,1111053000,서울특별시,종로구,사직동
8,광화문,서울특별시 종로구 신문로1가,126.9739016142063,37.57017314981071,B,1111012000,서울특별시,종로구,신문로1가,H,1111053000,서울특별시,종로구,사직동
9,광화문,서울특별시 종로구 종로1가,126.9801499909071,37.57025725733926,B,1111012600,서울특별시,종로구,종로1가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
10,종로1가,서울특별시 종로구 종로1가,126.9801499909071,37.57025725733926,B,1111012600,서울특별시,종로구,종로1가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
11,종로1가,서울특별시 종로구 종로1가,126.9801499909071,37.57025725733926,B,1111012600,서울특별시,종로구,종로1가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
12,종로2가,서울특별시 종로구 종로2가,126.9889520309854,37.57068007500305,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
13,종로2가,서울특별시 종로구 종로2가,126.9889520309854,37.57068007500305,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
14,종로3가.탑골공원,서울특별시 종로구 종로3가,126.9923298415787,37.57038842029531,B,1111015600,서울특별시,종로구,종로3가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
15,종로3가.탑골공원,서울특별시 종로구 종로3가,126.9923298415787,37.57038842029531,B,1111015600,서울특별시,종로구,종로3가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
16,종로4가.종묘,서울특별시 종로구 종로3가,126.9923298415787,37.57038842029531,B,1111015600,서울특별시,종로구,종로3가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
17,종로4가.종묘,서울특별시 종로구 종로4가,126.997813040191,37.57086077075445,B,1111016100,서울특별시,종로구,종로4가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
18,종로5가.광장시장,서울특별시 종로구 종로4가,126.997813040191,37.57086077075445,B,1111016100,서울특별시,종로구,종로4가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
19,종로5가.광장시장,서울특별시 종로구 종로4가,126.997813040191,37.57086077075445,B,1111016100,서울특별시,종로구,종로4가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
20,종로6가.동대문종합시장,서울특별시 종로구 종로5가,127.0035271964014,37.57060485565232,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
21,종로6가.동대문종합시장,서울특별시 종로구 종로5가,127.0035271964014,37.57060485565232,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
22,동대문역.흥인지문,서울특별시 종로구 창신동,127.0163501073127,37.57076595530003,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
23,동대문(흥인지문),서울특별시 종로구 창신동,127.0163501073127,37.57076595530003,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
24,동묘앞,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
25,동묘앞,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
26,경기상고,서울특별시 종로구 청운동,126.9693297635927,37.58919743786871,B,1111010100,서울특별시,종로구,청운동,H,1111051500,서울특별시,종로구,청운효자동
27,신교동,서울특별시 종로구 효자동,126.9719318553438,37.58264966851767,B,1111010400,서울특별시,종로구,효자동,H,1111051500,서울특별시,종로구,청운효자동
28,경기상고,서울특별시 종로구 청운동,126.9693297635927,37.58919743786871,B,1111010100,서울특별시,종로구,청운동,H,1111051500,서울특별시,종로구,청운효자동
29,경복고교,서울특별시 종로구 청운동,126.9693297635927,37.58919743786871,B,1111010100,서울특별시,종로구,청운동,H,1111051500,서울특별시,종로구,청운효자동
30,청운중학교,서울특별시 종로구 청운동,126.9693297635927,37.58919743786871,B,1111010100,서울특별시,종로구,청운동,H,1111051500,서울특별시,종로구,청운효자동
31,자하문고개.윤동주문학관,서울특별시 종로구 청운동,126.9693297635927,37.58919743786871,B,1111010100,서울특별시,종로구,청운동,H,1111051500,서울특별시,종로구,청운효자동
32,자하문고개.윤동주문학관,서울특별시 종로구 청운동,126.9693297635927,37.58919743786871,B,1111010100,서울특별시,종로구,청운동,H,1111051500,서울특별시,종로구,청운효자동
33,청운중학교,서울특별시 종로구 청운동,126.9693297635927,37.58919743786871,B,1111010100,서울특별시,종로구,청운동,H,1111051500,서울특별시,종로구,청운효자동
34,경복고교,서울특별시 종로구 궁정동,126.9706270946127,37.58399723711334,B,1111010300,서울특별시,종로구,궁정동,H,1111051500,서울특별시,종로구,청운효자동
35,통인시장종로구보건소,서울특별시 종로구 통인동,126.9702119927602,37.58014448471319,B,1111010800,서울특별시,종로구,통인동,H,1111051500,서울특별시,종로구,청운효자동
36,통인시장종로구보건소,서울특별시 종로구 창성동,126.9724624744845,37.58054507240491,B,1111010500,서울특별시,종로구,창성동,H,1111051500,서울특별시,종로구,청운효자동
37,효자동,서울특별시 종로구 효자동,126.9719318553438,37.58264966851767,B,1111010400,서울특별시,종로구,효자동,H,1111051500,서울특별시,종로구,청운효자동
38,사직단.어린이도서관,서울특별시 종로구 사직동,126.9688460560887,37.57618696588561,B,1111011500,서울특별시,종로구,사직동,H,1111053000,서울특별시,종로구,사직동
39,사직동주민센터,서울특별시 종로구 내자동,126.9717172618606,37.57530471407189,B,1111011400,서울특별시,종로구,내자동,H,1111053000,서울특별시,종로구,사직동
40,경복궁역,서울특별시 종로구 통의동,126.9728528243228,37.57805841946451,B,1111010600,서울특별시,종로구,통의동,H,1111053000,서울특별시,종로구,사직동
41,경복궁역,서울특별시 종로구 통의동,126.9728528243228,37.57805841946451,B,1111010600,서울특별시,종로구,통의동,H,1111053000,서울특별시,종로구,사직동
42,경복궁,서울특별시 종로구 중학동,126.9796415053914,37.5752847227366,B,1111012500,서울특별시,종로구,중학동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
43,KT광화문지사,서울특별시 종로구 세종로,126.9767781999764,37.58019281070752,B,1111011900,서울특별시,종로구,세종로,H,1111051500,서울특별시,종로구,청운효자동
44,광화문,서울특별시 종로구 세종로,126.9767781999764,37.58019281070752,B,1111011900,서울특별시,종로구,세종로,H,1111051500,서울특별시,종로구,청운효자동
45,서울역사박물관.경교장.강북삼성병원,서울특별시 종로구 신문로2가,126.9686219285053,37.57074850159037,B,1111012100,서울특별시,종로구,신문로2가,H,1111053000,서울특별시,종로구,사직동
46,광화문.금호아시아나본관앞,서울특별시 종로구 신문로1가,126.9739016142063,37.57017314981071,B,1111012000,서울특별시,종로구,신문로1가,H,1111053000,서울특별시,종로구,사직동
47,광화문,서울특별시 종로구 신문로1가,126.9739016142063,37.57017314981071,B,1111012000,서울특별시,종로구,신문로1가,H,1111053000,서울특별시,종로구,사직동
48,세종문화회관,서울특별시 종로구 세종로,126.9767781999764,37.58019281070752,B,1111011900,서울특별시,종로구,세종로,H,1111051500,서울특별시,종로구,청운효자동
49,서울지방경찰청.경복궁역,서울특별시 종로구 내자동,126.9717172618606,37.57530471407189,B,1111011400,서울특별시,종로구,내자동,H,1111053000,서울특별시,종로구,사직동
50,사직단,서울특별시 종로구 사직동,126.9688460560887,37.57618696588561,B,1111011500,서울특별시,종로구,사직동,H,1111053000,서울특별시,종로구,사직동
51,광화문광화문빌딩,서울특별시 종로구 세종로,126.9767781999764,37.58019281070752,B,1111011900,서울특별시,종로구,세종로,H,1111051500,서울특별시,종로구,청운효자동
52,덕성여중고,서울특별시 종로구 송현동,126.9818463491572,37.57675910936144,B,1111014500,서울특별시,종로구,송현동,H,1111054000,서울특별시,종로구,삼청동
53,안국역.종로경찰서.인사동,서울특별시 종로구 안국동,126.9836076908356,37.57738645913225,B,1111014100,서울특별시,종로구,안국동,H,1111054000,서울특별시,종로구,삼청동
54,국민은행세검정지점,서울특별시 종로구 신영동,126.9618184491589,37.60250469228148,B,1111018600,서울특별시,종로구,신영동,H,1111055000,서울특별시,종로구,부암동
55,세검정초등학교,서울특별시 종로구 신영동,126.9618184491589,37.60250469228148,B,1111018600,서울특별시,종로구,신영동,H,1111055000,서울특별시,종로구,부암동
56,세검정.상명대,서울특별시 종로구 홍지동,126.9565875444723,37.60079100212847,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
57,상명대입구.석파랑,서울특별시 종로구 홍지동,126.9565875444723,37.60079100212847,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
58,하림각,서울특별시 종로구 부암동,126.9640610159826,37.59241429535955,B,1111018400,서울특별시,종로구,부암동,H,1111055000,서울특별시,종로구,부암동
59,자하문터널입구.석파정,서울특별시 종로구 부암동,126.9640610159826,37.59241429535955,B,1111018400,서울특별시,종로구,부암동,H,1111055000,서울특별시,종로구,부암동
60,부암동주민센터.무계원,서울특별시 종로구 부암동,126.9640610159826,37.59241429535955,B,1111018400,서울특별시,종로구,부암동,H,1111055000,서울특별시,종로구,부암동
61,부암동주민센터.무계원,서울특별시 종로구 부암동,126.9640610159826,37.59241429535955,B,1111018400,서울특별시,종로구,부암동,H,1111055000,서울특별시,종로구,부암동
62,자하문터널입구.석파정,서울특별시 종로구 부암동,126.9640610159826,37.59241429535955,B,1111018400,서울특별시,종로구,부암동,H,1111055000,서울특별시,종로구,부암동
63,하림각,서울특별시 종로구 부암동,126.9640610159826,37.59241429535955,B,1111018400,서울특별시,종로구,부암동,H,1111055000,서울특별시,종로구,부암동
64,상명대입구.세검정교회,서울특별시 종로구 홍지동,126.9565875444723,37.60079100212847,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
65,세검정.상명대,서울특별시 종로구 홍지동,126.9565875444723,37.60079100212847,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
66,세검정초등학교,서울특별시 종로구 신영동,126.9618184491589,37.60250469228148,B,1111018600,서울특별시,종로구,신영동,H,1111055000,서울특별시,종로구,부암동
67,국민은행세검정지점,서울특별시 종로구 신영동,126.9618184491589,37.60250469228148,B,1111018600,서울특별시,종로구,신영동,H,1111055000,서울특별시,종로구,부암동
68,승가사입구,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
69,구기동현대빌라,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
70,구기터널.삼성출판박물관,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
71,구기터널.삼성출판박물관,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
72,구기동,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
73,구기동,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
74,승가사입구,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
75,갑을씨티텔앞,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
76,평창파출소,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
77,평창동주민센터,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
78,일성아파트,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
79,롯데아파트,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
80,롯데아파트,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
81,벽산평창힐스아파트,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
82,예능교회,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
83,서울예술고등학교.평창동주민센터,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
84,화정박물관,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
85,강북삼성병원,서울특별시 종로구 평동,126.9668437433932,37.5678972658658,B,1111017700,서울특별시,종로구,평동,H,1111058000,서울특별시,종로구,교남동
86,독립문역.서대문형무소역사관,서울특별시 종로구 무악동,126.9582456773482,37.5759854736915,B,1111018700,서울특별시,종로구,무악동,H,1111057000,서울특별시,종로구,무악동
87,서대문.서울시교육청,서울특별시 종로구 교남동,126.9645751179561,37.5684336003478,B,1111017600,서울특별시,종로구,교남동,H,1111058000,서울특별시,종로구,교남동
88,서대문역사거리.적십자병원,서울특별시 종로구 평동,126.9668437433932,37.5678972658658,B,1111017700,서울특별시,종로구,평동,H,1111058000,서울특별시,종로구,교남동
89,독립문,서울특별시 종로구 교북동,126.96127267528,37.57178426591815,B,1111018000,서울특별시,종로구,교북동,H,1111058000,서울특별시,종로구,교남동
90,창덕궁.서울돈화문국악당,서울특별시 종로구 운니동,126.9882221494203,37.57637429204782,B,1111013200,서울특별시,종로구,운니동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
91,무교동,서울특별시 종로구 서린동,126.9803992170739,37.56951127477092,B,1111012300,서울특별시,종로구,서린동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
92,청계1가.광교,서울특별시 종로구 관철동,126.9859865803524,37.56910482023577,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
93,청계2가.수표교,서울특별시 종로구 관수동,126.9904600134595,37.56906201869077,B,1111015500,서울특별시,종로구,관수동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
94,청계4가.세운교,서울특별시 종로구 예지동,126.9983020779816,37.56962100915542,B,1111015800,서울특별시,종로구,예지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
95,청계5가.광장시장,서울특별시 종로구 예지동,126.9983020779816,37.56962100915542,B,1111015800,서울특별시,종로구,예지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
96,원남동,서울특별시 종로구 원남동,126.9974959334727,37.57552071023429,B,1111015900,서울특별시,종로구,원남동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
97,창덕궁.우리소리박물관,서울특별시 종로구 운니동,126.9882221494203,37.57637429204782,B,1111013200,서울특별시,종로구,운니동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
98,안국역.종로경찰서.인사동,서울특별시 종로구 관훈동,126.9846906124706,37.57412860832131,B,1111012800,서울특별시,종로구,관훈동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
99,조계사,서울특별시 종로구 견지동,126.9830607214002,37.57319135105791,B,1111012900,서울특별시,종로구,견지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
100,조계사,서울특별시 종로구 견지동,126.9830607214002,37.57319135105791,B,1111012900,서울특별시,종로구,견지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
101,안국동,서울특별시 종로구 견지동,126.9830607214002,37.57319135105791,B,1111012900,서울특별시,종로구,견지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
102,종로5가.효제동.김상옥의거터,서울특별시 종로구 효제동,127.0049580909188,37.57201396074989,B,1111016200,서울특별시,종로구,효제동,H,1111063000,서울특별시,종로구,종로5.6가동
103,종로5가.효제초등학교,서울특별시 종로구 효제동,127.0049580909188,37.57201396074989,B,1111016200,서울특별시,종로구,효제동,H,1111063000,서울특별시,종로구,종로5.6가동
104,창덕궁.돈화문국악당,서울특별시 종로구 권농동,126.9917634283618,37.57432392854074,B,1111013100,서울특별시,종로구,권농동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
105,종로5가,서울특별시 종로구 종로5가,127.0035271964014,37.57060485565232,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
106,청계6가.동대문시장,서울특별시 종로구 종로5가,127.0035271964014,37.57060485565232,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
107,동대문,서울특별시 종로구 종로6가,127.0068416909045,37.57177600390163,B,1111016400,서울특별시,종로구,종로6가,H,1111063000,서울특별시,종로구,종로5.6가동
108,충신동,서울특별시 종로구 충신동,127.0059589987196,37.574947553816,B,1111016700,서울특별시,종로구,충신동,H,1111063000,서울특별시,종로구,종로5.6가동
109,충신동,서울특별시 종로구 충신동,127.0059589987196,37.574947553816,B,1111016700,서울특별시,종로구,충신동,H,1111063000,서울특별시,종로구,종로5.6가동
110,현대그룹빌딩,서울특별시 종로구 연지동,127.0001313132144,37.57374757913026,B,1111016000,서울특별시,종로구,연지동,H,1111063000,서울특별시,종로구,종로5.6가동
111,방송통신대.이화장,서울특별시 종로구 동숭동,127.0048726701989,37.58137709804374,B,1111016800,서울특별시,종로구,동숭동,H,1111064000,서울특별시,종로구,이화동
112,혜화역.마로니에공원,서울특별시 종로구 연건동,126.9996694311653,37.57867421649421,B,1111016600,서울특별시,종로구,연건동,H,1111064000,서울특별시,종로구,이화동
113,혜화역.서울대병원입구,서울특별시 종로구 연건동,126.9996694311653,37.57867421649421,B,1111016600,서울특별시,종로구,연건동,H,1111064000,서울특별시,종로구,이화동
114,방송통신대.이화장,서울특별시 종로구 연건동,126.9996694311653,37.57867421649421,B,1111016600,서울특별시,종로구,연건동,H,1111064000,서울특별시,종로구,이화동
115,이화동(이화장),서울특별시 종로구 연건동,126.9996694311653,37.57867421649421,B,1111016600,서울특별시,종로구,연건동,H,1111064000,서울특별시,종로구,이화동
116,창경궁.서울대학교병원,서울특별시 종로구 연건동,126.9996694311653,37.57867421649421,B,1111016600,서울특별시,종로구,연건동,H,1111064000,서울특별시,종로구,이화동
117,이화동(이화장),서울특별시 종로구 이화동,127.0043380524736,37.57699468402387,B,1111016500,서울특별시,종로구,이화동,H,1111064000,서울특별시,종로구,이화동
118,혜화동로터리,서울특별시 종로구 혜화동,127.0006204504988,37.58685523599436,B,1111016900,서울특별시,종로구,혜화동,H,1111065000,서울특별시,종로구,혜화동
119,명륜동2가.성균관대입구,서울특별시 종로구 명륜2가,126.9990308571359,37.58469645440693,B,1111017100,서울특별시,종로구,명륜2가,H,1111065000,서울특별시,종로구,혜화동
120,혜화역.서울연극센터(장면총리가옥),서울특별시 종로구 혜화동,127.0006204504988,37.58685523599436,B,1111016900,서울특별시,종로구,혜화동,H,1111065000,서울특별시,종로구,혜화동
121,혜화역.동성중고(장면총리가옥),서울특별시 종로구 혜화동,127.0006204504988,37.58685523599436,B,1111016900,서울특별시,종로구,혜화동,H,1111065000,서울특별시,종로구,혜화동
122,종로구민회관.창신동두산아파트,서울특별시 종로구 창신동,127.0163501073127,37.57076595530003,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
123,동묘역앞,서울특별시 종로구 창신동,127.0163501073127,37.57076595530003,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
124,동묘역앞,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
125,청계2가교차로,서울특별시 종로구 관철동,126.9859865803524,37.56910482023577,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
126,창신3동주민센터,서울특별시 종로구 창신동,127.0163501073127,37.57076595530003,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
127,숭인1동주민센터,서울특별시 종로구 창신동,127.0163501073127,37.57076595530003,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
128,동묘역.롯데캐슬천지인,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
129,신설동로터리,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
130,동묘앞,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
131,구기동현대빌라,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
132,광장시장,서울특별시 종로구 예지동,126.9983020779816,37.56962100915542,B,1111015800,서울특별시,종로구,예지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
133,혜화경찰서,서울특별시 종로구 인의동,126.9976681025987,37.57233119210525,B,1111015700,서울특별시,종로구,인의동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
134,서울역사박물관.김구집무실(경교장),서울특별시 종로구 신문로1가,126.9739016142063,37.57017314981071,B,1111012000,서울특별시,종로구,신문로1가,H,1111053000,서울특별시,종로구,사직동
135,청계3가.관수교,서울특별시 종로구 장사동,126.994023346762,37.56921722409423,B,1111015400,서울특별시,종로구,장사동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
136,청계6가.버들다리,서울특별시 종로구 종로6가,127.0068416909045,37.57177600390163,B,1111016400,서울특별시,종로구,종로6가,H,1111063000,서울특별시,종로구,종로5.6가동
137,청계7가.맑은내다리,서울특별시 종로구 창신동,127.0163501073127,37.57076595530003,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
138,청계8가.영도교,서울특별시 종로구 창신동,127.0163501073127,37.57076595530003,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
139,원남동사거리,서울특별시 종로구 원남동,126.9974959334727,37.57552071023429,B,1111015900,서울특별시,종로구,원남동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
140,숭인동,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
141,조계사,서울특별시 종로구 견지동,126.9830607214002,37.57319135105791,B,1111012900,서울특별시,종로구,견지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
142,세종문화회관,서울특별시 종로구 세종로,126.9767781999764,37.58019281070752,B,1111011900,서울특별시,종로구,세종로,H,1111051500,서울특별시,종로구,청운효자동
143,이화동(이화장),서울특별시 종로구 이화동,127.0043380524736,37.57699468402387,B,1111016500,서울특별시,종로구,이화동,H,1111064000,서울특별시,종로구,이화동
144,상명대정문,서울특별시 종로구 홍지동,126.9565875444723,37.60079100212847,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
145,이북오도청,서울특별시 종로구 구기동,126.9592997568355,37.61937397039383,B,1111018200,서울특별시,종로구,구기동,H,1111056000,서울특별시,종로구,평창동
146,상명대입구.세검정교회,서울특별시 종로구 홍지동,126.9565875444723,37.60079100212847,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
147,상명대입구.석파랑,서울특별시 종로구 홍지동,126.9565875444723,37.60079100212847,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
148,종로중부새마을금고,서울특별시 종로구 종로6가,127.0068416909045,37.57177600390163,B,1111016400,서울특별시,종로구,종로6가,H,1111063000,서울특별시,종로구,종로5.6가동
149,신설동로터리.신한은행앞.서울풍물시장,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
150,청계2가.삼일교,서울특별시 종로구 관철동,126.9859865803524,37.56910482023577,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
151,청계8가.황학교,서울특별시 종로구 숭인동,127.0156361941567,37.57788751450353,B,1111017500,서울특별시,종로구,숭인동,H,1111070000,서울특별시,종로구,숭인1동
152,평창동삼성아파트,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
153,안국역.종로경찰서.인사동,서울특별시 종로구 경운동,126.9863839157898,37.57518838553651,B,1111013400,서울특별시,종로구,경운동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
154,안국역.종로경찰서.인사동,서울특별시 종로구 안국동,126.9836076908356,37.57738645913225,B,1111014100,서울특별시,종로구,안국동,H,1111054000,서울특별시,종로구,삼청동
155,남인사마당,서울특별시 종로구 인사동,126.9860494843519,37.57170329827537,B,1111013600,서울특별시,종로구,인사동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
156,평창파출소,서울특별시 종로구 평창동,126.9683578109311,37.6063916960432,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
157,삼청공원,서울특별시 종로구 삼청동,126.9817583029216,37.58499778256992,B,1111014000,서울특별시,종로구,삼청동,H,1111054000,서울특별시,종로구,삼청동
158,수성동계곡,서울특별시 종로구 옥인동,126.9633859956218,37.58352309270551,B,1111011100,서울특별시,종로구,옥인동,H,1111051500,서울특별시,종로구,청운효자동
159,명륜3가종점,서울특별시 종로구 명륜3가,126.9930751590717,37.58956522033195,B,1111017300,서울특별시,종로구,명륜3가,H,1111065000,서울특별시,종로구,혜화동
