,정류소명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
1731,전농로터리시장.동부교육지원청,서울특별시 동대문구 전농동,127.0477599545309,37.57797259208786,B,1123010400,서울특별시,동대문구,전농동,H,1123056000,서울특별시,동대문구,전농1동
1732,전농우체국앞,서울특별시 동대문구 전농동,127.0477599545309,37.57797259208786,B,1123010400,서울특별시,동대문구,전농동,H,1123056000,서울특별시,동대문구,전농1동
1733,전농우체국앞,서울특별시 동대문구 전농동,127.0477599545309,37.57797259208786,B,1123010400,서울특별시,동대문구,전농동,H,1123056000,서울특별시,동대문구,전농1동
1734,청솔우성아파트.답십리시장,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1735,청솔우성아파트.답십리시장,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1736,답십리2동시온교회앞,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1737,답십리1동희망샘교회앞,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1738,답십리초등학교.현대시장,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1739,답십리초등학교앞,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1740,답십리역사거리,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1741,황물로사거리,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1742,답십리1동주민센터.래미안위브,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1743,답십리1동주민센터.래미안위브,서울특별시 동대문구 답십리동,127.0511203541628,37.57193812508103,B,1123010500,서울특별시,동대문구,답십리동,H,1123060000,서울특별시,동대문구,답십리1동
1744,동대문중학교,서울특별시 동대문구 전농동,127.0477599545309,37.57797259208786,B,1123010400,서울특별시,동대문구,전농동,H,1123056000,서울특별시,동대문구,전농1동
